"EV001",""
"<アル>
『ちょっと！？！？』","<Al>
""W-what?!"""
"アルが驚きに声をあげるが、貴方はそれどころではない。
甘い谷間の香りととろけるような柔らかさに、
いきなり顔を包み込まれて思考がショートする。","Al yelled in shock at what happened, but you couldn't
do the same. Your mind completely froze up when your
face was buried in Arisa's soft and sweet-smelling
breasts."
"<アリサ>
『ふふ♡実演したほうが分かりやすいかと思いまして♪
　恭子さんはこんな風におっぱいを使った技が得意ですので、
　気を付けながら戦ってくださいね♡』","<Arisa>
""Ehehe♡ I thought it would be easiest to show you♪
 Kyouko is skilled with using her breasts, so you
 need to be careful of attacks like this♡"""
"<アリサ>
『こうやって、おっぱいで甘ーく顔をビンタして、
　男の人を脱力させちゃうことも多いみたいですね♡
　…ぺちん♡ぺちん♡』","<Arisa>
""I've also seen her sweetly slapping men's faces with
 her breasts to turn them powerless♡ ...Slap♡ Slap♡"""
"アリサはそのまま顔を甘く乳房ではたく。
柔らかく、甘い質量による突然の攻撃に、
貴方の脳はくらくらとしてしまう。","Arisa proceeded to sweetly slap her breasts on your
face. You couldn't help getting dizzy from the soft
and sweet impact of her breasts."
"<アリサ>
『でも……彼女の一番の得意技は、
　このおっぱいビンタではありません。
　おっきなおっぱいを使った……パイズリ♡』","<Arisa>
""However... The breast slaps mean that she hasn't
 got serious. The worst of all is when she...
 Gives you a boobjob♡"""
"<アリサ>
『情けなく勃起した対戦相手から、
　柔らかくておっきなおっぱいを使って、
　ミルクを搾り取っちゃうんですよ♡』","<Arisa>
""When your penis is hopelessly hard from all the
 foreplay, she proceeds to milk it with her massive
 breasts♡"""
"そう言いながら、
アリサはそのパイズリを実演するため、
手を動かして貴方のズボンを下ろそうとする。","As she was explaining that, Arisa's hand towards your
pants. It seemed like she was about to pull them down
and give you a demonstration of Kyouko's boobjob."
"<アル>
『\n[1]！！し、しっかりして！
　一旦落ち着いたほうがいいよ！』","<Al>
""\n[1]! Get a grip!
 You need to keep clear head!"""
"アルの焦ったような声が聞こえる。
このままではまずい…、
自分のわずかに残っていた理性も警鐘を鳴らしていた。","As you heard Al's panicked voice, the last bits of your
reason alerted you that going along any further would
be bad."
"<アリサ>
『動かないでくださいね、\n[1]さん♡
　大丈夫ですよ、彼女のパイズリがどんなものなのか…
　実際に私のおっぱいで説明してあげるだけですから♡ね？』","<Arisa>
""\n[1], please don't move♡ It's alright♡
 I'm simply going to show you how terrible
 Kyoko's boobjob is with my breasts♡"""
"動けない","Don't move"
"アリサを振りほどく","Push Arisa off"
"<アリサ>
『ふふ♡
　敵の技を知るのは大事なことですから♡
　\n[1]さんはなんにも間違ってないですよ♡』","<Arisa>
""Ehehe♡ It's important to know the skills of your
 enemy, so there's nothing wrong with what we're
 doing♡"""
"<アリサ>
『それじゃあこのまま、
　私のおっぱいでパイズリしてあげますね♡
　柔らかくおちんぽを溶かしちゃいます♡』","<Arisa>
""Well then, I'll give you a boobjob♡ I'll try to
 melt your penis with my soft breasts♡"""
"貴方の思考はピンク色の靄に覆われ、
アルの声ももう聞こえない。
ただ、彼女の乳房が自身の肉棒を包む光景を、
ごくりとつばを飲み込んで見つめるしかできなかった。","A pink fog took over your mind, and you couldn't hear
Al's voice anymore. You could only watch and gulp
loudly as Arisa took out her breasts and surrounded
your penis with them."
"<アリサ>
『んっ♡どうですか？私のおっぱい♡
　恭子さんほどではないかもしれませんが、
　これでも少しは私も自信があるんですよ♡』","<Arisa>
""Mmh♡ How do my breasts feel? They aren't quite as
 huge as Kyouko's, but I'm still quite confident in
 their shape and size♡"""
"<アリサ>
『もちもちふわふわで、柔らかいおっぱい♡
　もしかしたら\n[1]さんでも、
　すぐに耐えられなくなっちゃうかもしれませんね♡』","<Arisa>
""My breasts are quite soft and springy too♡
 Perhaps even you might quickly lose to them,
 \n[1]♡"""
"アリサはからかうようにそう言いながら、
肉棒と一体化させた乳房を揺らし、甘くなじませる。
たぷたぷと乳房が揺れるたびに感じるとろける感触に、
貴方は思わず呻き声を漏らしてしまう。","As Arisa said that slightly teasingly, she gently shook
her breasts on your penis. You couldn't help gasping 
because of the melting pleasure that followed."
"<アリサ>
『…なんて、失礼ですよね♡
　私なんかのおっぱいじゃ、\n[1]さんを、
　追い詰めることなんてできないって分かってます♪』","<Arisa>
""...I'm just kidding♡ I'm aware that my breasts are
 nowhere near enough to handle your penis♪"""
"<アリサ>
『でも、その反応を見ると、
　少しは感じてくれているんですよね？
　よかった…私でも、練習相手くらいにはなれそうです♡』","<Arisa>
""But looking at your reaction, it seems like I can make
 you feel somewhat good with them♡ I'm glad that I'm
 strong enough to be your practice partner♡"""
"<アリサ>
『それじゃあ、おっぱい動かしますね♡
　私が恭子さんだと思って、
　おちんぽ負けない様に耐えてみてください♡』","<Arisa>
""Then, I will begin moving my breasts♡ Please imagine
 that you're fighting Kyouko and try to endure the
 pleasure with your penis without losing to it♡"""
"アリサはにこりと笑みを浮かべると、
ゆっくりと乳房を上下に動かし始める。
甘く吸い付くような谷間と乳房の柔肌が肉棒に擦れ、
貴方は強い快楽を覚えてしまう。","Arisa smiled at you before starting to slowly move her
breasts up and down. You were overcome with a strong
pleasure as her skin sweetly stuck to your penis as
her breasts rubbed on it."
"<アリサ>
『ふふ♡おちんぽ、ビクビクしてますね♪
　嬉しいですけど…私のパイズリなんかで、
　こんな風になってるようでは明日、負けちゃいますよ？』","<Arisa>
""Ehehe♡ Your penis is twitching♪ I'm happy that you
 would feel good with me... But you'll have a difficult
 time tomorrow if my breasts are enough to do this♡"""
"<アリサ>
『少しは本気で耐えてください♡
　大丈夫です、私は\n[1]さんを満足させられなくても、
　がっかりなんてしませんから♡むにゅむにゅ♡』","<Arisa>
""Please try to take on my breasts a little more
 seriously♡ You don't need to worry about me♡
 I won't feel down even if I can't get you off♡"""
"アリサは貴方にそう我慢を促しながら、
柔らかな乳房で肉棒を締め付け、乳圧を感じさせる。
そのままゆったりと上下に揺らし、肉棒をとろけさせる。","Arisa squeezed your penis between her breasts as
she asked you to endure harder. Then she shook her
breasts up and down while holding you tightly,
melting your manhood with pleasure."
"貴方はその腰が砕けてしまいそうになる快感をこらえ、
すぐにイかされてしまわないように必死に歯を食いしばる。","You desperately tried to endure the pleasure that was
about to make your legs give in. Otherwise, you would
orgasm on the spot."
"<アリサ>
『そうそう、その調子です♡
　それじゃあ、もっと激しくしちゃいますね♡
　おっぱいでおちんぽもみくちゃにしちゃいます♡』","<Arisa>
""Yes, you should endure just like that♡ Then, I'll
 move even faster♡ I'll try to make a real mess of
 your penis with my breasts♡"""
"<アリサ>
『おちんぽ全体に、
　もちもちおっぱいの感触を刷り込んじゃいますけど…♡
　こんな技で簡単に気持ちよくなっちゃダメですよ♡』","<Arisa>
""The soft touch of my breasts will get engraved all
 over your penis... But you shouldn't give in even
 if I use this kind of skill♡"""
"アリサは左右の乳房を交互に動かし、
肉棒を柔らかい乳房ですりつぶす。
むにゅむにゅとカリ首に絡みつく乳肉の感触に、
貴方は思わず腰を震わせてしまう。","Arisa alternated moving each of her breasts up and
down, crushing your penis between them. The pleasure
from her breast meat digging into your under-glans
made your hips start trembling."
"<アリサ>
『おちんぽすごいビクビクさせて感じちゃってますね♡
　こんなに分かりやすい反応してたら、
　私のパイズリが効いてるんだって丸わかりですよ？♡』","<Arisa>
""I can feel your penis twitching so hard between my
 breasts♡ It's obvious that my boobjob is effective
 when you give such a clear reaction♡"""
"<アリサ>
『私なんかのパイズリで気持ちよくなってくれるのは、
　嬉しいんですけど、ちょっと心配です♡
　意外とおちんぽ弱いんですね、\n[1]さん♡』","<Arisa>
""I'm happy that you would enjoy my boobjob,
 but it also leaves me worried♡ I didn't expect
 your penis to be this weak, \n[1]♡"""
"そうからかうようにアリサは言う。
自分のファンだというこの乳房に弄ばれ、
意外と弱いと言われることに貴方は羞恥を感じてしまう。","Arisa teasingly said that. It made you feel ashamed as
you were losing your ground to the breasts of your fan
and getting called unexpectedly weak."
"いいところを見せないと………
そう無意識に思って快楽を抑えようとするも、
彼女の乳房の甘い感触に責められてそれもできない。","You wanted to show off your cool side to her. But even
as you thought that and tried to endure the pleasure,
you couldn't do it when her breasts sweetly rubbed on
your penis."
"<アリサ>
『大丈夫ですよ、\n[1]さん♡
　弱いなら、強くなればいいだけですから♡
　私がこのおちんぽ、鍛えてあげます♡』","<Arisa>
""It's alright, \n[1]♡ Even if your penis
 is weak, we just need to make it stronger♡
 I'll help you train♡"""
"<アリサ>
『女の子におっぱいを使われても、
　負けないで戦えるように、
　私が特訓相手になってあげますね♡』","<Arisa>
""I'll be your practice partner so that you'll learn
 to resist any woman who uses breast attacks on you♡"""
"アリサはそう言いながら、
みっちりと肉棒に密着させた乳房を激しく上下に振る。
その甘く激しい快楽に貴方の脳はしびれ、
身体がビクンっと跳ねてしまう。","After saying that, Arisa intensively shook her breasts
up and down while clenching your penis between them.
The pleasure was so overwhelming that in numbed your
brain and made your whole body jump."
"<アリサ>
『ほらほら♡我慢ですよ、\n[1]さん♡
　おちんぽ気持ちよくても、
　おっぱいなんかに負けちゃダメです♡』","<Arisa>
""Hey♡ \n[1], you need to endure this♡
 Don't lose to a pair of breasts even when
 they make your penis feel so good♡"""
"<アリサ>
『強い男の人の証♡
　こんな風にもみくちゃにされても、
　もちもち柔らかおっぱいなんかに負けちゃダメですよ♡』","<Arisa>
""Show me your proof as a strong man♡ Don't give up
 even when a girl is making a mess of your penis with
 her soft and springy breasts♡"""
"アリサは乳圧で肉棒をみっちりと締め付けながら、
柔らかな乳房で上下に激しく擦る。
ダメ、と言われても、
すぐにその強い快楽に貴方は屈してしまいそうになる。","Arisa continued the intense stroking while tightly
holding your penis between her breasts. Even when
she told you not to give in, you were about to
submit any moment now before the strong pleasure."
"<アリサ>
『ふふ♡ダメなのに、
　もうおちんぽがおっぱいに屈しちゃいそうなんですか？
　私のパイズリ、そんなに気持ちいいんですね♡』","<Arisa>
""Ahaha♡ Are you about to submit to my breasts even
 when you shouldn't? Does my boobjob feel that good?"""
"<アリサ>
『でも、これは特訓なんですよ？♡
　いくら気持ちよくても、
　ちゃんと限界まで我慢してくださいね♡』","<Arisa>
""But please remember that this is practice♡ No matter
 how good my breasts feel, please try to endure the
 pleasure to the very limit♡"""
"<アリサ>
『我慢して、我慢して、濃厚になった\n[1]さんの精液♡
　最後には私がもちもちおっぱいで、
　無理やり搾り取ってあげますから♡むにゅむにゅ♡』","<Arisa>
""Please hold in your semen that keeps getting thicker♡
 Then when you finally can't take any more...
 I'll squeeze it out by force with my soft breasts♡"""
"アリサはくすくすと笑みを浮かべながら、
甘い乳圧で締め上げた肉棒を乳房でもみくちゃにする。
その激しい快楽に必死に我慢を重ねるも、
腰がプルプルと情けなく痙攣してしまう。","Arisa giggled while making a mess of your penis with
her breasts. Even while you endured the pleasure with
everything you had, your hips began trembling 
shamefully hard."
"<アリサ>
『はい♡我慢、我慢ですよ♡
　おっぱいにこんな風に精液を催促されても、
　お貰いしちゃわない様に我慢♡我慢♡』","<Arisa>
""Yes♡ Please endure♡ Please endure even harder♡ 
 Even when a girl tries to milk your semen with her
 breasts, endure without giving her any♡"""
"そんな貴方の情けない姿を見ながら、
アリサは幼子に言い聞かせるような口調でそう告げる。
しかし、乳房による激しい責めに、
貴方の肉棒はもうすぐにでも屈してしまいそうだった。","Arise asked you to endure in a tone as if she was
speaking to a child while watching your shameful
state. However, her intense boobjob had brought
your penis to the edge of orgasm already."
"<アリサ>
『…そろそろ、本当に限界のようですね♡
　それじゃあ、まずは1回搾り取っちゃいましょうか♡』","<Arisa>
""...It looks like you're really reaching your limit♡
 Then, I'll milk the first load from you♡"""
"<アリサ>
『\n[1]さんは我慢を続けてください♡我慢してるのに、
　私のおっぱいで無理やり搾り取られちゃう感覚…
　今後のために、たっぷり味わってくださいね♡』","<Arisa>
""But please continue enduring, \n[1]♡
 Remember this sensation as I milk you with my breasts
 and break your resistance by force for the future♡"""
"<アリサ>
『ほら、トドメ、さしちゃいますよ♡
　むにゅぅぅっておっぱいで締め付けたまま、
　おちんぽズリズリ♡イっちゃってください♡』","<Arisa>
""Now♡ I'll finish you off♡ Please cum as I hold
 your penis in the tightest squeeze and rub it in
 a boobjob♡"""
"限界まで続けた我慢が、
アリサの柔らかな乳房によって決壊させられる。
彼女の谷間にどろどろの白濁液を大量に放ってしまった。","You continued enduring to your very limit, but Arisa
broke through your resistance with her soft breasts, 
and you shot a massive load of semen in her chest.
"
"<アリサ>
『んっ♡たくさん出ましたね♡
　\n[1]さんの精液が、
　おっぱいのなかでこんなに…♡』","<Arisa>
""Ah♡ There's so much♡ \n[1], you shot
 such a massive load between my breasts...♡"""
"<アリサ>
『明日、こんな風に負けちゃダメですよ？
　そうならないために……♡
　特訓を続けましょうか♡ほら、もう1回です♡』","<Arisa>
""You can't go cumming like this in tomorrow's match,
 okay? To make sure that you won't... Why don't we
 continue the practice? Let's do it one more time♡"""
"アリサはにこりと微笑むと、
柔らかな乳房を再び上下に揺らし始める。
ぬめりけを帯びた乳房によるパイズリの再開に、
肉棒は嬉しそうに震えてしまう。","Arisa smiled at you before starting another boobjob.
Your penis happily twitched to the sensation of her
breasts with your semen working as lubrication."
"<アリサ>
『ほらほら♡いっぱい特訓して、
　パイズリなんかに負けないおちんぽに成長しましょうね♡
　私がお手伝いしますから♡』","<Arisa>
""Hey♡ Let's practice until your penis gets so strong
 that it won't lose to any boobjob♡ I'll help you
 achieve it♡"""
"<アリサ>
『きっとこうして特訓を続ければ、
　明日恭子さんに勝つことが出来るようになりますよ♡
　諦めないでください♡むにゅむにゅ♡』","<Arisa>
""I'm sure you can beat Kyouko tomorrow if we keep
 practicing like this♡ Please take everything out
 of this and don't give in to the pleasure♡"""
"アリサはそう微笑みながらパイズリを続ける。
そのパイズリの快楽はすさまじく、
柔らかな乳房の感触に、
どんどん精液がのぼってくるのを感じる。","Arisa continued her boobjob with a smile, and the
pleasure was terrifyingly intense. So much so that
you were already about to cum between her soft breasts."
"その快楽の感じ方は、
さっきイったばかりにしては明らかに異常だった。
先ほど以上の快楽に貴方は飲まれながらも、
彼女に休憩を申し出る。","The pleasure felt abnormally strong when taking into
account that you orgasmed just now. You asked Arisa
for a break as the pleasure that was much stronger
than before was about to overwhelm you."
"<アリサ>
『え？さっきよりも気持ちいい気がする？
　ちょっと休憩して、仕切り直ししたい？
　……ふふ♡おちんぽ弱いくせに、意外と鋭いんですね♡』","<Arisa>
""Eh? My boobjob feels way better than before, and you
 want to take a break? ...Ahaha♡ You're unexpectedly
 sharp for someone with such a weak dick♡"""
"<アリサ>
『間違ってませんよ♡
　\n[1]さんは今、私に「弱点：おっぱい」のステータス♪
　付与されてる状態ですので♡』","<Arisa>
""Yes, you aren't mistaken in that it feels way better♡
 That's because I applied a debuff on you♡
 Weakness: Breasts♡"""
"アリサは貴方の休憩の申し出を断ると、
悪びれる様子もなくそうあっさりと説明する。
突然のその告白に、貴方の頭は追いつかない。","Arisa denied your request for a break and explained why
the pleasure was stronger than before without trying to
hide it. Your head couldn't keep up with what she just
said."
"<アリサ>
『私、弱点付与の魔術を使えるんですよ♡
　条件は付与したい部位でイかせること♡
　だからさっきパイズリでイっちゃった\n[1]さんは…』","<Arisa>
""I can use magic that gives people weakness debuffs♡
 The requirement is to make the target cum with the
 body part that the weakness is applied to♡""
<Arisa>
""That's why when I made you cum with a boobjob just
 now, \n[1]..."""
"<アリサ>
『私のおっぱいに、
　「弱点：おっぱい」のバッドステータス…♡
　付与されちゃったんですよ♡』","<Arisa>
""You got the 'Weakness: Breasts' debuff added to your
 status♡"""
"アリサは先ほどまでとは違う、
貴方を見下したような視線で見つめながら、
呆気にとられる貴方にそう種明かしを進める。","You were completely dumbfounded when Arisa explained
her magic. Unlike before, the look she gave you wasn't
soft anymore, but one that looked down on you."
"<アリサ>
『もうここまで言えば私が、
　\n[1]さんのただのファンじゃないって分かりますよね♡
　恭子さんに雇われた刺客、だったんです♡』","<Arisa>
""Now that I've said as much, you can tell I'm not
 actually your fan, right? I'm an assassin sent by
 Kyouko♡"""
"<アリサ>
『なのに\n[1]さんったら、
　ちょっと初々しい雰囲気出したら簡単に騙されちゃって♡
　ほんと、単純な人ですねー♡』","<Arisa>
""You didn't suspect a thing when I acted like an
 innocent girl who's your fan♡ It was so simple♡"""
"アリサはそう小ばかにしたような嘲笑を浮かべる。
そんな彼女や、卑怯な手を使う恭子に怒りを覚え、
貴方はなんとか腰を引いて抜け出そうとする。","Arisa grinned as she made fun of you. You were furious
for Kyouko and Arisa resorting to such underhanded
tricks and tried to pull out your penis from her
breasts."
"<アリサ>
『あは♡怖い顔しても無駄ですよぉ♡
　私が何でこんなにあっさり、
　自分の目的をばらしたのか分かってます？』","<Arisa>
""Ahaha♡ It's useless even if you make such an angry
 face♡ Do you know why I spilled the beans?"""
"<アリサ>
『それはぁ♡弱点を付与されたお前が、
　私のパイズリから逃げられるわけないからですよ♡
　ばーか♡むにゅぅぅぅ♡』","<Arisa>
""That's because... You don't have a chance to escape
 my boobs now that you're weak to them♡ Stupid♡"""
"アリサは腰を引いて逃げようとする肉棒と、
強く乳圧をかけて締め付ける。
肉棒の芯まで響くその甘い快感に、
貴方の腰はすぐに砕けてしまう。","Just as you were about to pull out, Arisa tightly
squeezed her breasts together on your penis.
The overwhelmingly sweet pleasure covered your
manhood inside out, and your legs gave away."
"<アリサ>
『ほら、怖い顔もすぐにとろとろ♡
　敵だって分かってても、
　おっぱいから逃げられないなんて情けないですねー♡』","<Arisa>
""Your scary face turned all sloppy with that♡
 It's pathetic that you can't escape my boobs
 even when you know I'm an enemy♡"""
"<アリサ>
『お前みたいな雑魚なら、
　こんなことしなくてもよかったとは思いますけど…
　雇い主の命令なんでぇ♡』","<Arisa>
""I doubt my debuffs are even needed to deal with a
 small fry like you... But it's the master's orders♡"""
"<アリサ>
『このままおっぱいで搾り取ってぇ…♡
　「弱点：おっぱい」のバッドステータス♡
　おちんぽに重ね掛けしちゃいますね♡』","<Arisa>
""I'll continue milking your dick with my boobs...♡
 And stacking the 'Weakness: Breasts' debuff on you♡"""
"アリサはにやにやと笑みを浮かべたまま、
乱雑に乳房を動かしてパイズリを続ける。
その快感に、イかされるわけにはいかない、
そう分かっていても、精液がのぼってきてしまう。","Arisa continued with a rough and hard boobjob while
watching you with a grin. You knew you shouldn't give
in to the pleasure, but you were getting closer to
the edge despite your resistance."
"<アリサ>
『あはは♡
　我慢なんてできるはずないですよ♡
　諦めてください、\n[1]さん♡』","<Arisa>
""Ahaha♡ You can't resist my breasts now♡
 Give it up, \n[1]♡"""
"<アリサ>
『お前はこのまま、
　おっぱいに搾り取られて弱点付与されるしかないんです♡
　おっぱいマゾちんぽにされちゃいましょうねー♡』","<Arisa>
""You have no choice but to get your dick milked and
 debuffed by my boobs♡ You're going to turn into
 a total boob masochist♡"""
"アリサは嘲笑を浮かべたまま、
乳房で肉棒から精液を搾りとるようにパイズリを行う。
その搾り取るような動きに、
すぐに肉棒は屈してしまいそうになり、膝が震えてしまう。","Arisa began milking your penis with her breasts with
a grin. When she literally milked you like a cow,
your legs began quickly trembling and you reached
the edge of orgasm."
"<アリサ>
『ふふ♡イきたくないって思っても、
　もう抑えられないみたいですねー♡それじゃあ、
　そろそろまたトドメ、さしてあげますね♡』","<Arisa>
""Ahaha♡ It looks like you can't resist anymore even
 when you don't want to cum♡ Then... It's time to
 push you off for the second time♡"
"<アリサ>
『ほらほら♡イけ♡イっちゃえ♡
　「弱点：おっぱい」ついたマゾちんぽ♡
　またおっぱいに弱点重ね掛けされちゃえ♡』","<Arisa>
""Now♡ Cum♡ Cum with your masochist dick and breast
 weakness♡ Give in to the pleasure and become even
 weaker to boobs♡"""
"\n[1]はイってしまった！","\n[1] orgasmed!"
"<アリサ>
『はい、重ね掛け完了♡
　さらにおっぱいに弱くなっちゃいましたねー♡
　おっぱいに弱い雑魚マゾちんぽにされちゃいました♡』","<Arisa>
""And that's another stack of debuff♡ Now you're even
 weaker to boobs♡ Your dick has become a complete
 small fry and masochist before boobs♡"""
"<アリサ>
『で・も♡
　雇い主には徹底的にやれって言われてるんで…♡
　まだ許してあげませんよ♡』","<Arisa>
""However♡ The master's orders were to be thorough...
 So we're not finished with just a double stack♡"""
