"EV001",""
"女性は人のよさそうな笑みを浮かべながら、
貴方にそう言う。","Mirai introduced herself with a friendly smile."
"そんな女性に貴方も名乗りを返した。","You also introduced yourself in return."
"<未来>
『そっか、\n[1]ね。教えてくれてありがと。』","<Mirai>
""I see, so you're \n[1]. Thank you for
 telling your name."""
"<未来>
『今からいろいろ教えてあげたいとこだけど、
　それは、明日にまわそっか。』","<Mirai>
""There's so much I want to teach you about the town,
 but shall we leave that to tomorrow?"""
"<未来>
『なんでって、\n[1]、
　1階層をクリアしたばっかりで疲れてるでしょ？
　あのボス、鬼みたいに強いもんね。』","<Mirai>
""Oh? Why tomorrow? Since you cleared the first floor
 just now, you must be really tired, right? The boss
 is crazy strong after all."""
"<未来>
『今日はゆっくり休んで疲れをいやしたほうがいいよ。
　宿屋はすぐそこにあるからさ。』","<Mirai>
""You should take the rest of the day off and recover
 your strength. You can find the inn right there at
 the corner."""
"<アル>
『そうだね！\n[1]疲れてるだろうし、
　今日はもうゆっくりしよー♪』","<Al>
""\n[1], she's right! That fight must have
 taken it's toll! We should take it easy for the rest
 of the day♪"""
"貴方はアルの言葉に頷き、女性に感謝の言葉を伝える。","You agreed with Al and gave her a light nod. You
thanked Mirai for looking out for you like that."
"<未来>
『気にしなくていいよ♪
　明日は、そうだね～……
　私が朝10時に宿まで迎えに行こうかな。』","<Mirai>
""Oh, don't worry about it♪ Then let's see... I'll come
 pick you at 10 o'clock in the morning."""
"<未来>
『その後、
　一緒に出歩きながら街のことを色々教えてあげる。』","<Mirai>
""Then we'll take a walk around the town as I explain
 all the notable places."""
"そう笑顔で告げる女性に再び貴方は頭を下げる。","When Mirai explained the plan for tomorrow in smile,
you thanked her once more."
"<未来>
『いいってば♪
　私も初めてのぼってきたとき、
　先輩に親切にしてもらったしね。』","<Mirai>
""It's okay♪ I also had someone guide me when I made it
 to the town first time."""
"<未来>
『ま、お礼がしたいなら晩御飯でも奢ってよ♪
　お金が足りないなら、
　私が奢ってあげてもいいけどさ♡』","<Mirai>
""But if you insist on thanking me in someway, I'd love
 if you treated me to a dinner♪ I can also foot the
 whole bill if you're low on money♡"""
"奢ると約束する","Promise to treat her"
"奢ってほしいと頼む","Please foot the bill"
"<未来>
『ありがと♪
　じゃ、期待してるよ？
　美味しいもの、いっぱい頼むからね。』","<Mirai>
""Thank you♪ I'll look forward to ordering lots of
 delicious things with you tomorrow♡"""
"<未来>
『お、人の好意を遠慮しないその姿勢、私は好きだよ。
　明日は美味しいものを、
　私がたらふく食べさせてあげよう♡』","<Mirai>
""Oh. I like the way you don't hesitate to take my
 offer. I'll feed you lots of delicious things until
 your tummy is about to burst tomorrow♡"""
"<アル>
『わーい♪美味しいもの！』","<Al>
""Yay♪ Delicious food!"""
"<未来>
『あ、そうだ。宿屋は一晩泊まるのに100Gかかるんだけど、
  \n[1]、お金持ってる？』","<Mirai>
""Oh, right. The inn will cost 100G a night too. Can you
 afford that?"""
"貴方は大丈夫だと女性に伝える。","You told Mirai that you were fine."
"<未来>
『そっかそっか、それは重々。
　じゃあ、ゆっくり休んでね、ルーキー君。
　また明日、迎えに来るね！』","<Mirai>
""I see. Then please have a good rest, Mr. Rookie.
 See you tomorrow!"""
"貴方は足りない、と嘆きの言葉を漏らす。","You looked down and mumbled how you couldn't afford it."
"<未来>
『え？お金ないのに私に奢る気だったの？
　気持ちは嬉しいけど、
　あんまり見栄張ってると疲れるよ？』","<Mirai>
""Eh? But how would you treat me to a dinner then?
 I'm happy when you said that you would, but putting
 on air like that will wear you out, you know?"""
"<未来>
『そういうのは、ちゃんと余裕が出来てからにしなよ。
　ほら、私との約束だからね？』","<Mirai>
""You shouldn't do stuff like that unless you really
 have leeway with money. Promise me not to do things
 like this again."""
"貴方は女性の言葉に頷いた。","You nodded."
"<未来>
『ん、よろしい♪
　じゃ、明日はやっぱり私が奢ってあげるから。
　美味しいもの食べさせてあげるから、期待しててよ♪』","<Mirai>
""That's good♪ Then I'm going to foot the bill for
 tomorrow after all. Look forward to eating lots
 of delicious things♪"""
"<アル>
『えへへ♪優しい人でよかったね！
　わーい♪美味しいものー！』","<Al>
""Ehehe♪ I'm glad that she's such a gentle woman!
 We get to eat lots of delicious things!"""
"<未来>
『そっか、あんまりお金ないんだね………』","<Mirai>
""I see. You can't afford that..."""
"<未来>
『ボス前に限界までアイテムとかため込むタイプ？
　うん、その気持ちは分かるよ。』","<Mirai>
""Are you the type to stock up on all the items before a
 boss fight? I can understand that feeling."""
"女性は訳知り顔でしきりにうんうんと頷く。","Mirai nodded knowingly."
"<未来>
『じゃあこれ、はい。
　私からのささやかなボス突破記念ってことで。
　これで、ゆっくり休んでよ？』","<Mirai>
""Here you go. You can think of it as a little reward
 for conquering the boss. Please use it to rest well
 at the inn."""
"そう言うと女性は貴方の手を取り、100Gを握らせる。","Mirai took your hand and placed 100G on it."
"<未来>
『そのお金は出世払いでいいからさ♡
　じゃあね、ルーキー君。また明日♪』","<Mirai>
""I'm sure you'll get so strong one day that this much
 money won't mean much♡ Then see you tomorrow
 Mr. rookie♪"""
"ニコニコと笑顔で女性は手を振りながら、去っていった。","Mirai left in a smile while waving."
"<アル>
『なんだか、すっごく親切な人だったね！
　今までとはダンジョンの雰囲気も違うし………
　なんかちょっと、ワクワクするかも♪』","<Al>
""She was a really friendly woman! And the atmosphere
 in the town is so different from the dungeon too...
 I can't help getting excited♪"""
"<アル>
『さ、宿屋でやすもー！お疲れ様、\n[1]♪』","<Al>
""\n[1], let's go rest at the inn!
 You've earned a good night's sleep♪"
"貴方はアルの言葉に同意と感謝を返した。","You agreed with Al and said thanks to her."
"呆気に取られている貴方に、
1人の女性が話しかけてくる。","While you were standing dumbfounded, a nearby woman
called out to you."
"<アル>
『/n[1]も疲れてる、よね？
　うん…………ゆっくりやすも？』","<Al>
""/n[1], you must be really tried too, right?
 Why don't we go rest?"""
"<未来>
『あ、そうだ。宿屋は一晩泊まるのに100Gかかるんだけど、
　n\[1]、お金持ってる？』","<Mirai>
""Oh, right. The inn will cost 100G a night too. Can you
 afford that?"""
"EV017",""
"EV018",""
"『あ～、今日は何しようかなぁ…
　欲しい服もあるし、
　そろそろモンスター退治頑張らなきゃかな？』","""I wonder what should I do today... There's that outfit
 that I want, so maybe it's about time I went to grind
 some monsters?"""
"<アル>
『お洋服！
　いいなー♪妖精サイズもあるかな？』","<Al>
""Outfits! Getting new clothes feels so nice♪ I wonder
 if they're selling anything in fairy size?"""
"EV019",""
"『この道を奥に行くとコロシアムだぜ。
　戦ってよし、観戦してよし、この街一番の娯楽だ！』","""You can find the Colosseum at the end of this road.
 It's the best amusement there is in this town be it
 fighting or spectating!"""
"『アンタも腕に自信があるなら、参加してみるんだな。』","""You should also try to participate if you're feeling
 confident in your skills."""
"<アル>
『みんなに見られながら戦うのって、
　ちょっとだけ緊張するよね…………！』","<Al>
""Fighting while everyone is watching is a bit
 stressful, right?"""
"EV020",""
"『きょ、今日こそコロシアムに……
　で、でも負けたら…………うぅ……』","""T-Today I'm finally going to fight at the Colosseum...
 But wait... What if I lose... Uuuh..."""
"男性はコロシアムに出場するか迷っているようだ。","He seems to be hesitating on whether to fight at the
Colosseum or not."
"<アル>
『負けたら……多分、
　みんなの前でレベルドレインされるんだよね？
　怖がるのも分かるかも…………』","<Al>
""If you lose... You'll probably get level drained
 before the whole audience. I can understand why he's
 hesitating."""
"<アル>
『\n[1]もそんな目にはあいたくないだろうし、
　参加するなら万全を期して、だね！』","<Al>
""\n[1], you don't want that to happen, right?
 Make sure you're fully ready if you're going to
 fight!"""
"貴方はアルの言葉に頷いた。","You nodded to Al in agreeement."
"<アル>
『負けたら……多分、
　みんなの前でレベルドレイン………
　犯されるのは、いくら淫気があっても怖いよね…………』","<Al>
""If you lose... You'll probably get level drained
 before the whole audience. Getting violated like that
 is scary even with the sex gas, right?"""
"EV021",""
"『我らは町の秩序の守護者、バンガード！
　我らがいる限り、
　この町では安全に過ごせることを約束しよう！』","""We, Vanguard, are the protectors of this town!
 As long as we are here, I can promise that you'll
 have a peaceful life here!"""
"『もちろん、君が秩序を破壊する側でなければだがな！
　はっはっは！』","""However, that promise only applies as long as you
 won't try to destroy our order! Hah-hah-haa!"""
"『もしそうであれば、
　私の白銀の剣が君を捕らえよう！
　肝に銘じておくがいい！』","""If you tried that, I would capture you with my silver
 sword! Engrave that warning into your heart!"""
"<アル>
『むー、\n[1]は悪いことなんてしないもん！』","<Al>
""Mmmh! \n[1], would never do bad stuff!"""
"EV022",""
"『バンガードって、確かに強いし、
　みんなのために働いてるから尊敬できるんだけど………』","""Vanguard is certainly strong, and it's respectable
 how they're working for everyone's sake..."
"『たまにあの偉そうな態度にイラっとくるのよね。』","""However, sometimes their stuck-up attitude pisses me
 off."""
"<アル>
『正義の味方も、みんなに好かれるわけじゃないんだね！』","<Al>
""Even the allies of justice have their haters."""
"EV023",""
"『美味しそうだなぁ……
　でも、あんまりお金ないし……我慢我慢…………』","""The food on the stalls look so delicious... But I
 don't have much money so I need to hold back...
 Hold back..."""
"『でも、せめて香りだけでも……じゅるり。』","""But I can at least enjoy the good smell since that
 will cost nothing... Slurp..."""
"<アル>
『香りなんて嗅いでたら、
　絶対我慢できなくなっちゃうよ？』","<Al>
""If he keeps smelling the good food like that,
 there's no way that he can hold back, right?"""
"<アル>
『私なら、絶対そうなるもん！
　………くんくん…………じゅるり♪』","<Al>
""At least in my case I wouldn't be able to!
 Sniff, sniff... Slurp♪"""
"EV024",""
"『お、君もこの先の店で買い物かい？
　実は俺もなんだ。』","""Are you going to this shop? I'm actually going there
 too."""
"『嫁に買い出しを頼まれててね。
　……しかし、まさかゲームの中で結婚するとは
　あの頃の俺じゃ想像もできなかっただろうな……』","""My wife asked me to buy some things... You know, back
 when I was in the real world, I would have never
 imagined that I would get married in a game."""
"男性は幸せそうな雰囲気を醸し出し、
顔をにやけさせている。","As he told that you and smiled, the man radiated an
aura of happiness."
"<アル>
『す、すごい幸せそうなオーラだね！お幸せに！』","<Al>
""I-I can feel his happiness all the way here! I hope
 him good health!"""
"EV025",""
"『はぁ………ポカポカいい天気。
　こんなにのんびりした毎日が過ごせるなんて、
　やっぱりゲームの世界は良いなぁ。』","""It's such a nice warm day. Game worlds are so good
 since you can take each day at your own pace."""
"<アル>
『ダンジョンとは思えないよね！
　…………この町って、ダンジョンなのかな？』","<Al>
""You can totally forget that you're in dungeon, right!
 ...Wait, does the town count as a dungeon?"""
"EV026",""
"『ちきしょう！
　カジノで大負けしちまった！
　昨日稼いだ魔物退治の分がパーだ…………』","""Damn it! I lost everything at the casino! All the
 money I made from grinding monsters yesterday went
 up in smoke..."
"<アル>
『ギャンブルはほどほどに、だね！
　でも、いっぺんどっかーんて賭けてみたいかも！』","<Al>
""Gambling should be done in moderation! But going
 all-in sounds kind of fun!"""
"アルはそう目を輝かせている。","Al said that with a sparkle in her eyes."
"男性は苛立っている。","He's cursing over his loss."
"EV027",""
"『カジノのバニーガールってエロいよなぁ……
　NPCじゃなくて、
　あの子たちもプレイヤーだってのがまたそそるぜ…………』","""All the bunny girls at the casino are so hot... 
 And the fact that they're players and not NPCs
 makes them even more sexy."""
"『あー、あんな娘と勝負したいなぁ……
　コロシアムに誘ったら受けてくれるかなぁ………
　うへへ…………』","""Aah! I want to have a fight with one so badly...
 Would they accept if I asked for a battle at the
 Colosseum? Uhehehe..."""
"『コロシアムで押し倒して、
　あんなことやこんなことを…ぐへへ…………』","""I would push her down to the arena floor and then do
 this and that... Guhehehe..."""
"男性は下心丸出しの顔で、不気味に笑っている。","The man laughed creepily while his ulterior motives
were clearly showing on his face."
"<アル>
『うー………なんかこの人、苦手！
　\n[1]、こんな風にはならないでね？』","<Al>
""Uuh... I'm not good with people like him!
 \n[1], please don't end up like that!"""
"<アル>
『うん、そうだよね！ありがとう♪
　一緒なのが\n[1]でよかったよ！』","<Al>
""Yeah! I'm glad that I got into party with you!"""
"EV028",""
"『俺はもうコロシアムで3勝して先に進む資格があるんだが、
　もし先がまたただの洞窟だったらと考えると、
　戸惑ってしまうんだ。』","""I've won the three matches at the Colosseum and
 qualified to advance to the next zone, but I'm a bit
 hesitant to do that. What if the next zone is another
 cave like the first floor?"""
"『この街は居心地がいいし、
　強ければ俺みたいなやつでも女の子に、
　ちやほやされるしな…………』","""The life in this town is just so comfortable. Even
 someone like me can find a girl to pamper me after
 getting strong..."""
"<アル>
『先に進めるのに、この街にとどまる人も多そうだね！
　確かに、慣れたら離れたくなくなっちゃうのかも』","<Al>
""Seems like there are a lot of people who stay in the
 town even when they could move onward! It might be
 hard to leave after you get used to the life here."""
"EV029",""
"『この町で悪いことなんで出来ないぜ？
　すぐにバンガードに制圧されちまうからな。』","""You can't do bad things in the town because Vanguard
 will come to arrest you right away."""
"『おかげで、最近は平和そのものさ。
　感謝してもし足りないな。』","""It's thanks to them that the town is so peaceful.
 I'm so glad that they are here."""
"<アル>
『強いのに自分勝手じゃないって、
　なんかかっこいいよね！正義の味方♪』","<Al>
""They're strong and using that power for others!
 That's kind of cool! It's like they are allies of
 justice♪"""
"EV030",""
"『パトロール中のバンガードよ。
　何か困ったことがあればいつでもいいなさい。
　すぐに助けてあげるわ。』","""I'm Vanguard member on patrol. Don't hesitate to tell me
 if you find yourself in trouble. I'll help you right
 away."""
"<アル>
『おー！頼もしいね！
　凛々しくてかっこいいなー♪
　私もこうなりたい！』","<Al>
""Oooh! How reliable! I love it when people are so cool
 and brave like that♪ I want to be like that too!"""
"EV031",""
"『あぁやっぱりカッコよくて美しくて、すてきだなぁ……
　俺も、バンガードに入ったら仲良くできるかなぁ。』","""Aah... She's so amazing, cool, and beautiful... Maybe
 I can hang out with her if I joined Vanguard..."""
"<アル>
『この人、向こうにいる綺麗な女の人を見てるみたいだね！
　彼女のファンなのかな？』","<Al>
""Looks like he's staring at the pretty girl over there!
 Maybe he's a fan of hers?"""
"男性はこの先の女性に見惚れているようだ。","He's looking at the girl down the street."
"EV032",""
"『この奥は牢獄だ。
　バンガードが捕らえた悪人を収容している。』","""The prison is right over there. Any criminals that
 Vanguard have arrested are kept there."""
"<アル>
『わ、悪い人たちがいるんだよね？
　怖いから、あんまり近づかないでおこうよ！』","<Al>
""I-It must be full of bad people! Let's not go over
 there since it's scary!"""
"EV033",""
"『いらっしゃい。』","""Welcome."""
"EV034",""
"EV035",""
"EV036",""
"EV037",""
"EV038",""
"EV039",""
"EV040",""
"EV041",""
"EV042",""
"EV043",""
"EV044",""
"EV045",""
"街の入り口まで行きますか？","Teleport to town entrance?"
"はい","Yes"
"いいえ","No"
"EV046",""
"今日はもう宿で休もう","The inn isn't this way."
"急いで恭子の家に戻ろう。","Let's hurry to Kyouko's house."
"EV047",""
"EV048",""
"EV049",""
"EV050",""
"EV051",""
"EV052",""
"EV053",""
"EV054",""
"EV055",""
"EV056",""
"EV057",""
"EV058",""
"EV059",""
"EV060",""
"EV061",""
"EV062",""
"EV063",""
"EV064",""
"EV065",""
"EV066",""
"『覚えるスキルによって、
　どの能力値が攻撃に参照されるのかは人それぞれ。
　例えば、魔法スキルを覚える人は、
　魔法力で通常攻撃の威力も決まる。』","""What status increases your damage depends on the
 skills you learn. For example, a player who learns
 magic skills will have MATK not only increase skill
 damage but basic attack damage as well."""
"『もし物理と魔法の中間のようなスキルなら……
　多分、攻撃力と魔法力を半分ずつ参照すると思う。』","""If you learn a mix of physical and magical skills,
 your damage is probably calculated with a 50/50 split
 between ATK and MATK."""
"<アル>
『\n[1]が覚えたスキルって多分、
　この物理と魔法の中間ってやつだよね？』","<Al>
""\n[1], your skills are a mix of physical
 and magical, right?"""
"EV067",""
"回想部屋に移動しますか？
【回想部屋でのレベルの上下は、
　ダンジョンに戻るときにリセットされます】",""
"EV068",""
"EV069",""
"六花",""
"EV071",""
"EV072",""
"<六花>
『あ、お久しぶりです！
　こんなところで会うなんて奇遇ですね♪』",""
"貴方が町を移動すると、
ちょうど下町の方へと移動しようとしていたのか…
六花がにこりと笑顔を浮かべてそう声をかけてきた。",""
"<アル>
『あ、この子は…
　よかった…この子は奴隷から抜け出せて、
　表情がすっごく明るくなってるね！』",""
"アルは六花の表情を見て、
そうほっとしたように胸をなでおろす。
自分の行為は無駄ではなかったと感じ、
貴方もおのずと笑顔を浮かべた。",""
"そして、六花に奴隷の証が見えないよう、
とっさに首元を隠した。",""
"<六花>
『私はこれからレベル上げに行こうと思ってたんですが…
　…えへへ♪やめにしちゃおうかなって思います！』",""
"<六花>
『せっかくこうして会えたんですから…
　その、…一緒にご飯でもどうですか？
　私を解放してくれたお礼をしたいんです！』",""
"六花はおずおずとうかがうように貴方の顔を覗き込む。
叶うなら彼女と話に花を咲かせたいとは思うが…",""
"<アル>
『う…そうだよね…
　今は買い出しを頼まれてるんだもん…
　遅れたらどんな目に合うか…』",""
"アルが顔を青ざめてそう言葉を漏らす。
貴方はそんなアルにつられるように顔を青ざめさせ、
六花にごめん、用事があると返事をした。",""
"<六花>
『…そうですか…残念です。　
　…でも、その、用事って何か聞いてもいいですか？
　すごく顔色悪いですけど…』",""
"<六花>
『…あの、もしかして厄介なこと、だったりします？
　それならぜひ協力させてください！』",""
"<六花>
『私もあれからレベルを上げて、
　少しは強くなりましたから！
　い、今なら少しはお役に立てるはずです…！』",""
"貴方が厄介ごとに巻き込まれていると思ったのか、
そう六花が真剣な顔で貴方を見つめる。
貴方は思わず、アルと顔を見合わせてしまった。",""
"<アル>
『う、う～ん…
　ずっと今のままでいるわけにもいかないけど…
　この子を巻き込んじゃっていいのかな…？』",""
"総首をかしげるアルに貴方は同意する。
恭子の件は六花にとってトラウマであるはずだ。
無理に巻き込むわけにはいかないだろう。
貴方は六花に何でもない、とそう告げた。",""
"<六花>
『………………』",""
"そんなあなたを六花はジーっと見つめる。",""
"<六花>
『…嘘、ですね。
　今の顔は、私に気を使ってくれた顔です。
　…私、そういう顔は分かっちゃうんですよ…』",""
"<六花>
『…私に気を使うということは…もしかして、
　あの女…恭子さんに関することですか？』",""
"貴方の顔を見つめていた六花は、
不意に寂しそうにそう笑うと核心を突いてくる。",""
"<六花>
『…おかしいとは思ってたんです。
　奴隷から抜け出した私に何も手出しをしてこなくて…
　…標的が変わっていただけ、だったんですね。』",""
"そういうと六花は貴方が不自然に隠した首元に手を当て、
そっとあらわにさせる。
そして、見えた奴隷の証に納得したようにうなずく。",""
"<六花>
『…これは…奴隷の証ですか？
　…趣味の悪いあの女が考えそうなことです。
　…ごめんなさい、私のせいで…』",""
"<六花>
『きっと、卑怯な手で、
　無理やり奴隷に落とされてしまったんですよね？
　誰かを人質に取られたり、とか…』",""
"六花は悔しそうな顔でそうつぶやく。
…確かに、卑怯といえば卑怯…だろう。
貴方はとっさに君のせいじゃないとそう告げた。",""
"<六花>
『…気を使ってくれてありがとうございます。
　でも…大丈夫です。私はもう、
　助けられるだけだった私じゃありません！』",""
"<六花>
『お兄さんが私を救ってくれたように…
　今度は私がお兄さんのことを救ってみせます！』",""
"<六花>
『貴方が私を救ってくれたように…
　今度は私が貴方のことを救ってみせます！』",""
"六花は総握りこぶしを作ると、
決意を込めた顔で貴方の顔を見上げる。",""
"<六花>
『ここで、待っていてください。
　私があの女と話をつけてきます…！
　絶対、奴隷から解放してあげますから…！』",""
"そういうと六花は貴方が止める間もなく、
下町のほうまで走っていった。
きっと言葉通り、恭子の家に向かったのだろう。",""
"<アル>
『…こ、ここでじっとしてるわけにはいかないよね？
　あの子のことが心配だよ…！』",""
"貴方はそんなアルにうなずいた。
六花と恭子を２人きりにするわけにはいかない。
急いで恭子の家に戻ろう。",""
