"EV001",""
"<メイドサキュバスB>
『今日は初日だから、
　この後すぐレベルドレインだけどね～♪
　じゃ、先に部屋に言って待っててくれる？』",""
"<メイドサキュバスB>
『私もすぐに向かうからさ♪
　気持ちいいことで、アンタが溜めた経験値……
　全部搾り取ってあげる♡』",""
"<メイドサキュバスB>
『今アンタが稼いだ経験値は\v[29]ね♪
　まだまだ足りないよ～♡
　ちゃんと頑張って稼がないと♡』",""
"<可憐>
『\n[1]君がが稼いだ経験値は\v[29]だね♪
　もうそんなに稼いだんだ！
　もっと時間かかると思ってたけど……』",""
"<可憐>
『\n[1]君は私が思ってる以上に、
　優秀な家畜だったんだね♪偉い偉い♪』",""
"可憐は貴方の頭に手を伸ばして優しく撫でる。
子供扱いされているようで、
貴方はその行為に若干の気恥ずかしさを感じてしまう。",""
"<可憐>
『この調子なら、
　明日からはかなり自由に過ごせるんじゃないかな？
　稼ぎが終わったら自由時間だから♪』",""
"<可憐>
『今日は初日ということで、
　この後すぐにレベルドレインだけどね♪
　私のおまんこで今貯めた経験値、搾りだしてあげる♡』",""
"<可憐>
『それじゃ、先に部屋に戻っててね。
　私も\n[1]君を待たせないように、すぐ向かうから♪』",""
"可憐はにこりと微笑む。
その彼女の笑みに、
否が応でも貴方は胸を高鳴らせてしまった。",""
"<アル>
『\n[1]、逃げるための経験値だからね？
　なるべく耐えて、少しでも残さなきゃだよ？』",""
"貴方のその反応を見て、
アルが目的を忘れていないかと確認してくる。
そんなアルに、貴方は「大丈夫、分かってる」
とそう返した。",""
"<アル>
『うん♪
　頑張って耐えよーね！
　せっかく稼いだ経験値なんだもん♪』",""
"貴方の返答にアルは笑顔を見せる。
……なんとか、この後の快楽に耐えないと………
貴方はそう思いながら、今朝目覚めた部屋へと向かった。",""
"<可憐>
『\n[1]君がが稼いだ経験値は\v[29]だね♪
　まだ30000には足りてないかな？
　もう少し頑張って♪応援してるよ？』",""
"『私たちにとって、
　見張りって一番退屈な仕事ではあるのですが……
　たまに好みの家畜がいると、つい応援してしまいます。』",""
"『え…？貴方ですか？
　すみません、私はもう少し年上の方が好きなので。』",""
"『あぁ……私よりもずっとずっと年上なのに、
　情けない顔で頑張るおじさま……♡
　妄想するだけでよだれが出てきてしまいます。
　……じゅるり♡』",""
"<アル>
『\n[1]はあんまり好みじゃないみたいだね～。
　…………残念？』",""
"EV011",""
"『30000経験値稼げたようですね。
　貴方は家畜になってまだ1日目でしょう？
　隣にいる貴方のご主人様に話しかけてください。』",""
"『貴方は今自由時間中ですよね？
　ゆっくりお過ごしください。
　やりたいことが思い浮かばないようであれば……
　屋敷の見学なども楽しいかもしれませんね。』",""
"EV012",""
"<メイドサキュバスB>
『ちょっとちょっと、
　勝手に戻っちゃダメだってば～♡
　ほら、確認するからちゃんとこっちに来て？』",""
"<メイドサキュバスA>
『もう30000経験値をためることができたのですか？
　確認しますので、こちらの方に来てください。』",""
"<可憐>
『もう30000経験値たまったの？
　\n[1]君、確認するからこっちに来て♪』",""
"『もう30000経験値をためることができたのですか？
　確認しますので、こちらの方に来てください。』",""
"EV013",""
"EV014",""
"『30000経験値貯められたら、
　ちゃんと自分のご主人様に報告してくださいね。』",""
"EV015",""
"EV025",""
"EV026",""
"EV027",""
"EV028",""
"EV029",""
"EV030",""
"EV031",""
"『なかなかここの敵ってタフだよな…　
　骨が折れるってもんだが…………』",""
"『あぁ、でも、
　苦労して稼いだ経験値をご主人様に搾られるって考えると、
　勃起が収まらない…………』",""
"<アル>
『完全にマゾにされちゃったんだ……
　\n[1]は、まだ大丈夫だよね？』",""
"まだ大丈夫",""
"勃起を隠すため前屈みになる",""
"<アル>
『よかった！
　堕とされちゃう前に、
　頑張ってここから抜け出そうね♪』",""
"<アル>
『\n[1]？
　も、もしかしてこの人みたいに勃起しちゃってる…？』",""
"<アル>
『………………………………』",""
"<アル>
『だ、大丈夫だよ！
　\n[1]ならマゾだとしても、
　ちゃんと逃げられると思う！』",""
"…反応に困る応援をされてしまった。",""
"EV032",""
"『うぅ………
　元バンガードの俺が、
　こんな女どもにこき使われるだなんて…………』",""
"『惨めだ………なのになんで、
　勃起が収まらないんだぁ……♡』",""
"<アル>
『正義の味方も、
　容赦なく家畜にされちゃってるんだね…
　この人の目、ハートマークが浮かんでるみたい…』",""
"EV033",""
"EV034",""
"EV035",""
"回想部屋に移動しますか？
【回想部屋でのレベルの上下は、
　ダンジョンに戻るときにリセットされます】",""
"はい",""
"いいえ",""
