"EV001",""
"ここで誘惑に負ければ後で何を要求されるか分からない…
それでも、貴方は思わず勃起した肉棒を露出させてしまう。","The woman might demand something if you lose to the
temptation now. However, you couldn't resist taking
out your erect penis before her."
"<囚人>
『うふふ♡
　もう期待でいっぱいの顔ね♡
　おちんちんもこんなにびくびくさせて……♡』","<Prisoner>
""Ahaha♡ The desire is clearly showing on your face♡
 And your dick is twitching so hard too♡"""
"<囚人>
『いいわよ、お望み通り咥えてあげる♡
　牢屋の前で、おちんぽ気持ちよくしてあげるから…
　とくと味わいなさい♡あ～むっ♡』","<Prisoner>
""Then I'll suck you off just like you wanted♡ I'll 
 pleasure your dick from behind the bars, so 
 thoroughly enjoy it♡"""
"囚人は大きく開けた口で肉棒を咥える。
彼女の生温かい口内に包まれる感触に、
肉棒が溶かされるようで思わず声が漏れてしまう。","The woman opened her mouth wide and swallowed your
penis. You couldn't help moaning when it felt like
your manhood was melting away inside her warm mouth."
"<囚人>
『んっ♡咥えられただけで、
　ずいぶんおちんぽ喜んじゃうのね♡
　もしかして貴方って、相当弱いのかしら♡』","<Prisoner>
""Your penis looks to already love it when I've only 
 swallowed it♡ Are you actually pretty weak?"""
"<囚人>
『だとしたらごめんなさい♡
　歯を食いしばって耐えたほうがいいかもしれないわよ？
　もしかしたら瞬殺しちゃうかもしれないから♡れろぉ♡』","<Prisoner>
""Sorry if that's the case♡ You might want to clench
 your teeth to endure because I might accidentally
 finish you off in an instant otherwise♡"""
"囚人は貴方の反応に笑みを浮かべると、
生温かい口内で肉棒を包み込み、亀頭に舌を這わせる。
ぬるぬると唾液を含んだまま先端をなぞる彼女の舌に、
貴方は腰を震わせて感じてしまう。","After grinning at your reactions to the pleasure, the 
woman surrounded your penis in her warm mouth and 
licked your glans. The way her wet tongue traced your
tip felt so good that it made your hips shake."
"<囚人>
『先っぽをこんな風に、丁寧に舌で舐られるの……
　とっても気持ちいいのよね？腰が動いてる♡
　情けなく感じちゃって可愛いわ♡』","<Prisoner>
""It feels amazing when I carefully lick the tip like 
 this, right? Even your hips are shaking♡ The way
 you're helplessly getting off is so adorable♡"""
"<囚人>
『このままじっくり、
　私のお口おまんこでおちんぽを溶かしてあげるわね♡
　何度も何度もこうして先っぽを舐めてあげて…♡』","<Prisoner>
""I'm going to take my time and melt away your dick in 
 my mouth pussy♡ I'll keep thoroughly licking your
 tip♡"""
"<囚人>
『先っぽにも優しくちゅっ♡ちゅっ♡
　舌と唇のコンビネーション♡どう？
　貴方に私の技が耐えられるかしら♡れろれろ♡』","<Prisoner>
""I'll also gently kiss the glans♡ Smooch♡ How do you
 like it when I use both my tongue and lips? Can you 
 endure my techniques?"""
"囚人は的確に肉棒の弱点を舌でくすぐり、
時折柔らかな唇を先端に押し付ける。
丁寧な口による奉仕に肉棒は溶かされ、
ただされるがままになるしかできない。","The woman accurately used her tongue to tickle your 
weak spots while sometimes planting soft kisses on 
your glans. The blowjob was melting your penis in so 
much pleasure that you were at her complete mercy."
"<囚人>
『んっ♡んふふ♡
　まだ挨拶みたいなフェラをしてるだけなのに、
　もうすっかり夢中になっちゃってるわね♡』","<Prisoner>
""Ahaha♡ I've only got started, but looks like you're
 already crazy over my blowjob♡"""
"<囚人>
『こんな調子じゃ、
　本気フェラをしてあげたら……
　すぐお口おまんこの中でイっちゃいそう♪』","<Prisoner>
""If I were to seriously suck you off right now... I bet
 that you would instantly blow your load in my mouth♪"""
"<囚人>
『だから、手加減してあげるわね♡
　あま～く、じっくり♡
　ねっとりとフェラで堕としてあげるわ♡れろぉ♡』","<Prisoner>
""That's why I'm holding back♡ I'm going to make you
 fall with a really slow and sweet blowjob♡"""
"主人はニマニマと笑みを浮かべ、
長い舌を肉棒にみっちりと這わせる。
ぬめりを帯びたその感触全体を舐られ、
肉棒はあっという間に高められてしまう。","The woman grinned as she carefully ran her long tongue 
across your penis. She was quickly pushing you towards
an orgasm by licking you all over."
"こんなフェラを続けられたら、確かに、
彼女に逆らえず、何でも受け入れてしまうかもしれない…
そんな危機感を覚えつつも腰を引くことが出来ない。","You were suddenly starting to feel a sense of danger.
If she continued sucking your penis like this, you
might not be able to deny anything she asked of you.
However, you couldn't pull back from of the pleasure."
"<囚人>
『おちんぽに絡みつく私の舌♡
　たっぷり感じながら気持ちよくなりなさい♡
　ねっとりとした快楽の虜にしてあげるから♡』","<Prisoner>
""Please fully enjoy the pleasure while I'm wrapping my
 tongue all over your penis♡ I'm going to make you
 into a captive of its wet and sticky goodness♡"""
"<囚人>
『このまま、
　私のお口おまんこで気持ちよくなっていいのよ♡
　なんにも怖がることないわ♡ちゅっ♡』","<Prisoner>
""Just stay still and enjoy simply enjoy my mouth
 pussy♡ There's nothing scary about indulging in it♡
 Smooch♡"""
"囚人はニマニマと妖しく微笑んだまま、
舌と唇を使った丁寧な愛撫で貴方を追い詰める。
ねっとりとした彼女の口撃にみるみる興奮は高められ、
すぐにとろりと先端から我慢汁があふれてしまう。","The woman grinned while cornering your penis with the
careful caress of her tongue and lips. She was turning
you on with her wet and sticky mouth work so badly that
your precum started leaking."
"<囚人>
『あら…♡
　もう我慢汁が出てきちゃったの？
　咥え甲斐のないおちんぽね♡』","<Prisoner>
""Oh♡ Leaking precum already? My mouth is way too good
 for your weak dick♡"""
"<囚人>
『まぁいいわ♡
　それなら……そろそろ交渉の時間に入りましょう？
　このおちんぽ、このままイかせてほしいわよね？』","<Prisoner>
""It should be good now... I think it's time we entered
 the negotiations since your precum is flowing♡
 You want to cum, don't you?"""
"<囚人>
『だったら、
　保釈金を払うためのお金を私に頂戴♡
　後、1万Gだけ足りないのよね♡』","<Prisoner>
""I want money to pay off my prison bail in return for
 giving it to you♡ I'm only missing 10,000G♡"""
"<囚人>
『もし1万G払って、
　私を外に出してくれるなら……
　このおちんぽ、じゅるじゅる吸ってあげる♡』","<Prisoner>
""If you give me 10,000G and help me get out the jail...
 I'll suck off your dick so hard that it blows your 
 mind♡"""
"囚人はレロレロと舌先で肉棒をくすぐり、
貴方を上目づかいで見つめてそう言葉を投げかける。
彼女はまるで、貴方の選択は分かっている、
そう見透かすような妖しげな笑みを浮かべている。","After giving the offer, the woman tickled your penis 
with the tip of her tongue while looking at you in 
upward gaze. It was as if she knew what you would 
choose from the way she looked and grinned at you."
"1万G払う","Pay 10,000G"
"提案を拒否する","Refuse"
"<囚人>
『うふふ♡呆気なく堕ちちゃったわね♡
　ほら、先払いで1万G、牢の中にいれてちょうだい♡
　ちゅっ♡ちゅっ♡』","<Prisoner>
""Ahaha♡ Looks like that's all the negotiation that was
 needed♡ I want the payment first, so give it to me 
 through the bars♡ Smooch♡ Smooch♡"""
"囚人は肉棒の先端に甘く口づけをし、そう指示する。
こんな大金を一時の快楽のために……
そんな躊躇もそのキスに溶かされ、
震える指で牢の中にお金を入れてしまう。","After telling you to pay first, the woman planted sweet
kisses on the tip of your penis. You had second
thoughts on using so much money for pleasure, but the
kisses blew away such thoughts and you gave the money."
"貴方は10000G失った！
所持金\V[27]G→所持金\C[18]\V[28]G","You lost 10,000G!
Money: \V[27]G→\C[18]\V[28]G"
"<囚人>
『ありがとう♡
　それじゃ、約束通り……♡
　お返しにフェラでじゅるじゅる精液を吸い出してあげる♡』","<Prisoner>
""Thanks for the business♡ Then, as I promised...
 I'm going to suck you off real hard and make you
 cum♡"""
"<囚人>
『大金を支払ったんだもの♡
　せいぜい後悔しないよう、長い時間耐えて見せなさい♡
　んっ♡じゅるっ♡じゅぽっ♡』","<Prisoner>
""You paid a lot of money for this blowjob, so make sure
 not to cum too quickly♡ Endure as long as possible so
 that you won't regret using so much for it♡"""
"囚人は奥まで肉棒を咥えこみ、
頬を窄めて一揆に吸い上げながら顔を動かし、
肉棒全体を溶かすように舐る。","The woman swallowed your whole penis. Then she started
bobbing her head while sucking so hard that her cheeks
caved in, all the while licking all over your manhood."
"彼女の言う通り、なるべく耐えようとしても、
その激しいフェラにすぐに貴方は追い詰められてしまう。
そして、ついついもっとゆっくり、と
おねだりを彼女にしてしまった。","You tried to endure as long as possible like the woman 
told you to, but it was proving impossible before her
intense blowjob. That's why you ended asking her to go 
slower."
"<囚人>
『んっ♡ちゅぽんっ♡
　ダメよ♡ゆっくりなんてしてあげない♡
　もう私の目的は達成したんだもの♡』","<Prisoner>
""Nope♡ I won't slow down since I've already achieved
 my goal♡"""
"<囚人>
『後はサクッと、
　貴方のおちんぽをお口おまんこで抜いてあげるだけ♡
　長く楽しみたいなら、頑張って耐えたらどう？』","<Prisoner>
""I'm only going to blow you off as quickly as
 possible♡ You need to endure the pleasure if you
 want to enjoy my mouth pussy any longer♡"""
"囚人は肉棒を解放すると、
舌先で裏筋を舐めて貴方をそう挑発する。
そう言われても、
その舌での刺激だけで貴方はイってしまいそうだった。","After popping your penis out of her mouth, the woman
said that and licked your frenulum with the tip of her 
tongue. Even when you were told to endure, the
licking was nearly enough to make you orgasm."
"<囚人>
『…なんて、こんなおちんぽじゃ、
　もうもたないわよね♡悪いこと言ったかしら♡
　まぁ、許して頂戴♡』","<Prisoner>
""...But I guess your dick is so weak that it can't 
 endure my blowjob any longer♡ Sorry for suggesting
 something so pointless♡"""
"<囚人>
『ほら、お詫びにお口おまんこで、
　とびっきり気持ちよくしてあげる♡
　意識飛んじゃうくらいの快楽を与えてあげるわね♡』","<Prisoner>
""Let me make up for by showing you the most amazing 
 pleasure with my mouth pussy♡ I'll suck your dick so
 hard that it will blow your mind♡"""
"<囚人>
『思いっきりおちんぽ吸ってあげるから……
　1万G分の射精の快楽、しっかり噛みしめなさい♡
　じゅぽっ♡じゅるるっ♡』","<Prisoner>
""I'll suck you off with everything I have, so make sure
 enjoy the orgasm that you paid 10,000G for♡ Here it
 goes♡ Mmmmmmmh♡"""
"<囚人>
『うふふ♡たっぷり出したわね♡
　1万G分の射精、気持ちよかった？
　それじゃ、私は看守が来たら釈放してもらうわね♡』","<Prisoner>
""Ahaha♡ You shot out so much♡ Did the 10,000G orgasm
 feel good? Now, then... I just need to wait for the
 guards to release me♡"""
"大量の精液を口で受け止め、
囚人はくすくすと笑みを浮かべる。
そして、ごくっと飲み干すとそう言葉を口にした。","After catching your massive semen load with her mouth
and loudly gulping it down, the woman said that and
grinned at you."
"<囚人>
『私の名前はマーシャよ♡
　後で下町の酒場の主人に私の名前を言いなさい♡
　ここから出してくれたお礼、たっぷりしてあげるから♡』","<Masha>
""My name is Masha♡ Tell my name to the innkeeper at
 the southern inn, and I'll give you an amazing reward
 for helping me out♡"""
"マーシャはそう言って貴方にウィンクをする。
その可愛らしいしぐさと妖艶な雰囲気に、
貴方は思わず頬を赤らめてしまう。","Masha told you where to find her again along with a 
wink. You couldn't help feeling bashful and blushing
when someone so seductive cutely winked at you."
"<アル>
『…\n[1]？…今度こそ、ダメだからね？
　宿屋で2人きりなんて、
　絶対ただのお礼じゃないよ？』","<Al>
""...\n[1], I don't think you should meet her
 again. I'm sure that it won't end with just a reward
 if you end up in a room with her alone."""
"そんな貴方に、アルがそう忠告を告げた。","Al warned you with worry."
"<囚人>
『あら、理性がまだ残ってたのね♡
　でも、そんなこと言っても……♡気持ちよくて、
　おちんぽ引き抜けないんでしょう？』","<Prisoner>
""Oh, looks like there's still some reason left in you♡
 But even when you say that... My mouth feels so good 
 that you can't pull out your dick, right?"""
"<囚人>
『それなら貴方が完全に堕ちるまで、
　このまま私のお口おまんこでおちんぽ溶かしてあげるわ♡
　いつまで強情でいられるかしらね♡れろぉ♡』","<Prisoner>
""If you won't pay, then I'm going to tease your dick 
 until there's not a shred of reason left in you♡ I 
 wonder how long can you keep up the strong front?"""
"囚人は貴方の拒否に意外そうにしながらも、
余裕を保ったまま、肉棒を長い舌で舐る。
貴方は、このままでは堕とされる、
それを理解していても、腰を引くことが出来ない。","The woman showed a slight surprise over your refusal, 
but she continued licking your face with a grin. You
knew that she was going to bend your will at this rate,
but pulling back your hips proved impossible."
"囚人は生温かい口内で肉棒を包み込んだまま、
射精しない様に休ませながら、
じわじわとした快感で貴方を追い詰める。","She licked your penis inside her warm mouth and slowly 
cornered you with a pleasure while making sure stop 
whenever you were close to orgasm."
"<囚人>
『んふふ♡
　完全に堕ちるでもなく、誘惑を振り払うわけでもなく…
　貴方って中途半端な人ね♡』","<Prisoner>
""Ahaha♡ You haven't lost your reason, but you aren't 
 trying to get away from my mouth either♡ Your halfway 
 measures will get you nowhere♡"""
"<囚人>
『でも大丈夫よ♡
　ヴァンガードの彼もいっしょだったから♡
　彼も最初はそんな大金払えないって言ってたの♡』","<Prisoner>
""However, that works perfectly fine with me♡ My last 
 client was also the same♡ He also refused to pay so 
 much for an orgasm at first♡"""
"<囚人>
『それがこうしてじっくり舌と唇で、
　おちんぽを「説得」してあげたら…♡
　最後はとろとろの顔で納得してくれたわ♡』","<Prisoner>
""After his refusal, I took my time in 'persuading' his
 dick with my tongue and lips like this... And then he 
 agreed to pay with a really sloppy face in the end♡"""
"<囚人>
『貴方は何回目の「説得」で、
　完全に堕ちてしまうのか、楽しみね♡
　れろぉ♡れろれろ♡ちゅっ♡』","<Prisoner>
""I can't wait to find out how many rounds of
 'persuasion' it takes to make you agree in the
 same way♡"""
"囚人は舌で器用に肉棒を舐めまわしながら、
柔らかな唇を先端に押し付ける。
そのねっとりとした口劇に、
貴方の思考にはもやがかかってくる。","The woman skillfully licked your penis with her tongue 
while smacking her lips on your glans. Her sticky 
mouthplay was putting your mind in complete date."
"<囚人>
『ちゅっ♡ちゅっ♡
　唇が先っぽに触れるたびにおちんぽ震えてるわよ♡
　この調子じゃ、堕ちるのもすぐかしら♡』","<Prisoner>
""Your dick twitches every time I smack its tip with  
 my lips♡ It shouldn't take long before you agree to
 the payment at this rate♡"""
"<囚人>
『ほらほらぁ♡
　こんなソフトフェラじゃ物足りないわよね？
　じゅるじゅる搾精フェラ♡して欲しいわよね♡』","<Prisoner>
""Come on♡ You want it way harder than this, right?
 You want me to suck off your dick so hard that your
 cum straight up flies out of your balls, don't you?"""
"<囚人>
『諦めて1万G、払いなさい♡
　精液もお金も、私に吸い取られるの…
　すっごく気持ちいいわよ♡れろぉ♡』","<Prisoner>
""Then give up your resistance and pay up the 10,000G♡
 It will feel so amazing to lose both your money and 
 semen to me♡"""
"<囚人>
『まだ頑張るのね♡
　そんなに辛そうな顔してるのに、
　中々やるじゃない♡』","<Prisoner>
""Looks like you're still hanging in there♡ You're
 unexpectedly tough even though you're making such
 pained faces♡"""
"<囚人>
『1万G、稼ぐのはそんなに大変だったのかしら？
　簡単にフェラなんかで吸い取られたくない、
　そう思ってるから我慢してるの？』","<Prisoner>
""Did you have difficult time earning your 10,000G? Is 
 that why you don't want to lose it to my blowjob so
 easily?"""
"<囚人>
『でも♡
　おちんぽの方はそうは言ってないみたいよ♡
　今にも私のお口おまんこでイっちゃいそうだもの♡』","<Prisoner>
""However♡ Your dick thinks is the exact opposite♡ It 
 wants to pay up and blow it's load in my mouth pussy 
 as soon as possible♡"""
"囚人は舌を動かし、先端をくすぐりながら、
時折肉棒を休めてくすくすとそう笑う。
奪われるわけにはいかないのに、
思考は快楽でそまり、射精したいとしか考えられない。","The woman tickled your glans with her tongue while 
making sure to stop and giggle at you every time you 
were close to orgasm. You didn't want to lose your 
money, but your need to cum was starting to take over."
"<囚人>
『諦めなさい♡
　私の前でおちんぽを出しちゃった貴方は、
　もうこのまま私にお金を差し出すしかないの♡』","<Prisoner>
""Give up your resistance♡ From the moment you took out 
 your dick, your only option was to give your money to 
 me♡"""
"<囚人>
『ほら、ほら♡
　おちんぽにたくさんキスして、理性を溶かしてあげる♡
　1万G、払いなさい♡ちゅっ♡ちゅっ♡』","<Prisoner>
""Here♡ I'll rain kisses on your dick and melt down 
 your mind♡ Give me that 10,000G already♡"""
"<アル>
『ん！頑張って誘惑を振り切れたね…！
　偉いよ、\n[1]♪す、すぐここを離れよっか！」","<Al>
""You managed to shake the temptation! \n[1],
 I'm so proud of you♪ ...B-But we should quickly leave
 this place!"""
"牢屋を離れた貴方に、アルはほっと息をつく。
それとは対照的に、
囚人はがっかりしたようにため息をついている。
しかし、すぐに笑顔に戻って舌なめずりをする。","Al breathed a sigh of relief when you back off from
the cell. The woman in the cell, oppositely, sighed
in disappointment.However, it didn't last long before
a smile returned on her face and she licked her lips."
"<囚人>
『あら、連れないのね。
　いいわ、また気が変わったらここに来なさい♡
　たっぷり気持ちよくしてあげるわ♡』","<Prisoner>
""Oh, you aren't going to do it? That's fine too♡
 But make sure to come back here if you change your
 mind♡ I'll blow your mind with my mouth♡"""
"<囚人>
『あら、この前のお兄さんじゃない♡
　どうしたの？やっぱり気が変わって、
　私のフェラを味わいてくなっちゃったのかしら♡』","<Prisoner>
""Oh, you're that guy from before♡ What's up? Did you
 change your mind about my blowjob?"""
"<囚人>
『いいわよ、それじゃあ…♡
　期待しておっきくなってるその勃起おちんぽ♡
　外に出して、突き出しなさい♡舐めてあげる♡』","<Prisoner>
""The offer is still open♡ Since your dick is already 
 hard from anticipation... Just drop your pants and 
 stick your dick in, and I'll lick it for you♡"""
"囚人は大きく口をあけ、
舌をなまめかしく動かして貴方をそう誘惑する。","The woman invited you to stick your penis through the
bars by opening her mouth wide and seductively moving
her tongue."
"<アル>
『だ、ダメだよ！？
　この前のこの人の話、忘れちゃったの！？
　じゅ、10万Gを人からとろうとしたんだよ！この人！』","<Al>
""N-No! \n[1], did you forget what she said
 before?! S-She took 100,000G from someone in return
 for sex!"""
"<アル>
『\n[1]！！惑わされちゃダメ！
　ね？ほら、早くここを離れよう？』","<Al>
""\n[1]! Don't fall for it! We should quickly
 leave this place!"""
"EV016",""
"EV017",""
"EV018",""
"EV019",""
"EV020",""
"EV021",""
