"EV001",""
"肉棒全体が四方から柔らかな乳肉に圧迫され、
とろけるような快楽に腰が浮いてしまう。
意地を見せろ、といわれても、もう長く我慢できそうにない。",""
"それでも、小悪魔の挑発的な視線に触発されて、
貴方は手のひらを握りしめ、
歯を食いしばって快感に耐えようとする。",""
"<小悪魔B>
『そうそう、その調子よ♡
　簡単に搾り切ったらつまらないもの。
　じっくり楽しみましょう？』",""
"小悪魔は強く締め付けた乳房を、ゆっくりと上下に振る。
ほんのわずかな動きでも、肉棒全体が柔らかな感触に擦られ、
強い快楽を感じてしまう。",""
"<小悪魔B>
『ほら、ゆっくり動かしてあげるわ。
　まさかこんなゆっくりとしたパイズリに、
　負けちゃったりしないわよね？』",""
"小悪魔は試すような口調で、
ゆっくりと乳房を揺さぶり続ける。
乳房が軽く弾むたびに、
むにゅんと柔らかな乳肉が貴方の弱点に絡みつく。",""
"<小悪魔B>
『ふふ、こうしてゆっくりおっぱいを動かしていると、
　貴方のちんぽをおっぱいで溶かしちゃってるみたいね♡』",""
"くすくすと小さく笑いながら、小悪魔はパイズリを続ける。
じっくりといたぶられるようなパイズリは、
確かに貴方の肉棒に溶かされるような快感を与えていく。",""
"そんな彼女の乳房による愛撫に、こらえきれず、
ついに肉棒から先走りがとろりとあふれてしまう。",""
"<小悪魔B>
『おちんちん、泣いてきちゃったわね。
　こんなにゆっくりとした動きでもおっぱいに負けちゃうの？
　情けない♡』",""
"小悪魔の嘲るような声にも、
せりあがってくる射精感は止められない。
とろり、とろりと先走りがあふれ続け、
密着した小悪魔の乳房にぬめりを与えていく。",""
"<小悪魔B>
『もう我慢汁止まらないわね♡
　もうそろそろイきそうなんでしょ？
　おっぱいで貴方の力、搾ってあげる♡』",""
"<小悪魔B>
『こんなに弱いおちんぽじゃ、
　力なんて持っていても宝のもち腐れだもの♡
　力の方が可哀そうだわ♡』",""
"小悪魔は小ばかにしたようにそう言いながら、
ゆっくりと乳圧をさらに強めていく。",""
"甘い圧迫感に肉棒が包み込まれ、むにゅむにゅと柔らかく
乳肉に擦られれば、
もう射精感を我慢できそうになく腰が浮いてしまう。",""
"<小悪魔B>
『ふふ♡パイズリに負けて漏れ出しちゃった貴方の力、
　おっぱいで受け止めてあげる♡』",""
"小悪魔は貴方の反応を見て肉棒の限界を察すると、
トドメをさすように乳房で肉棒を激しく上下に扱く。",""
"<小悪魔B>
『ほらほらぁ♡惨めにおっぱいに負けて敗北射精しなさい♡』",""
"\n[1]のレベルが1下がった。",""
"トドメをさすようなパイズリで肉棒をもみくちゃにされ、
貴方の我慢はあっけなく決壊して精液が噴き出してしまう。",""
"<小悪魔B>
『ふふ♡貴方の力、おっぱいにたくさん出しちゃったわね♡』",""
"<小悪魔B>
『でも、これで全部じゃないでしょう？
　ほらほらぁ♡空っぽになるまで出しなさい♡』",""
"<小悪魔B>
『このままパイズリでゲームオーバーにしてあげる♡
　弱いちんぽ、全部私のおっぱいに搾り取られちゃうの♡』",""
"小悪魔は乳房を激しく動かし、
残った精液を搾り取るようなパイズリを行う。",""
"射精直後の敏感な肉棒への激しい責めも、
先ほど出した精液でぬめる乳房では快感のみが感じられ、
快楽に悲鳴が出てしまう。",""
"<小悪魔B>
『どうせ我慢できない弱いおちんぽなんだから、
　さっさとイっちゃいなさい♡』",""
"馬鹿にしたような小悪魔の声を聴きながら、
このままでは魂まで全て搾り取られる、そう恐怖する。
その恐怖から貴方は必死に快楽に耐えようとする。",""
"<小悪魔B>
『我慢なんてしても無駄だって教えてあげたわよね？
　今更後悔しても遅いわよ♡むにゅぅっ♡』",""
"そんな貴方の我慢を嘲笑うように、
小悪魔は肉棒を乳房で強く締め付けたまま、
貴方の腰にたたきつける様にぱんぱんと振り下ろす。",""
"暴力的な快楽に、
貴方の肉棒からはとめどなく我慢汁があふれ出してしまう。",""
"<小悪魔B>
『もうおちんぽもう泣いちゃった♡
　このまま、すぐに負け汁も搾り取ってあげるわね♡』",""
"柔らかな乳房は肉棒全体に絡みつきながら、
むにゅむにゅと激しくすり潰すように愛撫する。",""
"一切の容赦がない激しいパイズリに、
貴方の目の奥でチカチカと星が舞う。
ガクガクと腰が震え始め、精液がせりのぼってきてしまう。",""
"<小悪魔B>
『ほらほら♡イっちゃいなさいよ♡
　弱いおちんぽ、おっぱいに屈服射精しなさい♡』",""
"乳房に激しく肉棒を擦られると、貴方は言われるがまま、
腰を突き上げて思いっきり射精してしまう。",""
"<小悪魔B>
『ふふ♡まだまだ♡
　最期に気持ちいい思いが出来るんだから、本望よね？
　私のパイズリでイき狂いなさい♡』",""
"小悪魔は射精の最中もパイズリを緩めず、
残る精液を全て搾り取る様に激しく肉棒を乳房で揺さぶる。
激しい責めに、手足が痙攣するも、彼女は気にも留めない。",""
"<小悪魔B>
『逝け♡自分が負けたおっぱいに殺されて……
　思い出しながら、天国でもオナニーしてなさい♡』",""
"貴方はただ快楽に支配され、何も考えらえなくなりながら、
彼女の乳房にありったけの精液をぶちまける。",""
"………………………………",""
"ただ小悪魔のおっぱいの感触に脳内を支配されながら、
貴方の意識は失われていった。",""
"\{\{-----GAME OVER-----",""
"EV006",""
"EV007",""
"『…………けて…………』",""
"<アル>
『え？何か聞こえなかったかって？
　ん～………確かに人の声のようなものが聞こえたような…』",""
"『誰か……たす、けて…………』",""
"<アル>
『うん！今度はしっかり聞こえた！
　誰かが助けを求めてるみたいだね！』",""
"<アル>
『あの上の小道の奥から、かな？
　個人的に気になることもあるから、行ってみよ！』",""
"EV008",""
"EV009",""
"EV010",""
"『あんた、すげー強いんだな……
　おかげで助かったぜ…………』",""
"『あんたにゃ物足りない額とは思うが……
　せめてものお礼だ、受け取ってくれ…………』",""
"貴方は男性から1000Gを受け取った。",""
"<アル>
『えへへ♪\n[1]がこの人のこと、
　見捨てないでいてくれて嬉しいよ！』",""
"アルは嬉しそうに貴方の周りを飛び回っている。",""
"『俺はまだ動けそうにねえや。
　そこのおっかない姉ちゃんと一緒ってのは少し怖いが…』",""
"『まぁ、多分回復は俺の方が早いだろ……
　何とかなる、何とかなる…………』",""
"『俺はまだ動けそうにねえや。
　そこのおっかない姉ちゃんと一緒ってのは、
　八つ当たりされそうで少し怖いが…』",""
"EV011",""
"『くぉ……も、もう無理……ま、負ける…………』",""
"<小悪魔B>
『ふふ、もう限界みたいね。
　いいわ、私のおっぱいでイっちゃいなさい♡』",""
"どうやら男性がモンスターに敗北寸前のようだ……",""
"<アル>
『わ、ギリギリみたい！
　ねぇ、助けてあげよう！』",""
"助ける",""
"放っておく",""
"<アル>
『さすが\n[1]！放ってはおけないもんね！』",""
"<小悪魔B>
『ふふ…あら？邪魔者が来たようね。
　もうすぐだったというのに…………』",""
"小悪魔Bは貴方に気が付いたようだ。",""
"『うぐ……助けに来てくれたのか…………？』",""
"男性はすがる様に貴方を見つめている。",""
"<小悪魔B>
『まぁいいわ。
　貴方も私のおっぱいで搾りつくしてあげるだけよ。』",""
"<小悪魔B>
『2人仲良く、ここでゲームオーバーにしてあげるわ♡』",""
"<???>
『あ～あ、何してくれてんの？
　せっかく獲物を見つけたのに、台無しじゃん。』",""
"貴方が小悪魔を倒した瞬間、
1人の少女が貴方の前に姿を現し、そう文句を告げる。",""
"<???>
『え？あぁ、違う違う。
　あんなザコの魔物のことじゃないって。』",""
"<???>
『私はそこの男がモンスターに負けるのを待ってたの。
　それを、アンタがモンスター倒してくれちゃったから、
　台無しってわけ。』",""
"<???>
『何のためにって、それ、私が教えるメリットある？』",""
"<???>
『ま、モンスターに襲われてるやつを助けるくらい、
　ゲームと現実の区別がついてないアンタには、
　絶対真似できないことだから教えてあげる。』",""
"<???>
『まずさ、
　プレイヤー同士のレベルドレインには制限がある。
　ここまではオッケー？』",""
"そう確認する少女に、貴方はうなづく。",""
"<???>
『でも逆に、プレイヤーでなければそんな制限はない。
　例えば、モンスターに負けたとき、とかさ♡』",""
"<???>
『だから、プレイヤーがモンスターに負けた瞬間、
　そのモンスターを倒してやれば…………』",""
"<???>
『経験値を丸ごと、横取りできるってわけ♡
　どう？これが私の考えた効率のいいレベルのあげ方♡』",""
"彼女がしているのは、仕様を逆手に取った害悪プレイだ。
そんな彼女の言葉に、貴方の表情も自然と険しくなる。",""
"<???>
『はいはい、そんな怖い目で睨まないでよ。
　たかがゲーム、
　許された仕様の中で最善を尽くすのは当然でしょ？』",""
"責めるような目で彼女を見つめると、
彼女はなんでもないように手をひらひらとしながら開き直る。",""
"<???>
『は？もうそんなことはやめろ？
　ゲームでもやっていいことと悪いことがある？』",""
"<???>
『あ～あ、これだから娯楽になれてないやつはめんどくさい。
　変な正義感を振りかざしてくるうざい奴。』",""
"<???>
『いるのよね、こういうゲームにも倫理観持ち出す馬鹿。
　PvPありのゲームで、倫理なんて説かないでくれる？』",""
"少女はうんざりとした顔で貴方にそう説明する。",""
"<???>
『あ～あ、ほんと…ムカついてきたかも。
　邪魔してきたうえに、上から目線で説教とかさ。』",""
"言葉に耳を傾けていると、
彼女は少しイラついた視線を貴方に投げかける。",""
"<???>
『ねぇアンタ、ちょっと憂さ晴らしに付き合ってくれる？
　拒否権はないけど。』",""
"彼女はそう言うと、自身の周りに魔力を纏っていく。
どうやら、PvPを仕掛けてくるようだ。",""
"<アル>
『気を付けて！すごい圧力だよ！』",""
"彼女が戦闘の体制を整えるにつれて、
アルが焦ったようにそう叫ぶ。",""
"<優香>
『高木優香、アンタをボコボコにする女の名前。
　しっかり覚えてよね！』",""
"<優香>
『ぐ…嘘でしょ…？
　なんで、アンタみたいなやつがこんなとこに……』",""
"倒れ伏した優香は、苦痛に顔を歪めながら、
信じられないという顔で貴方を見上げている。",""
"<アル>
『す、すごい………あんなに強そうな子に、
　勝っちゃった…………』",""
"優香を犯す",""
"優香を犯さない",""
"<アル>
『ちょ、ちょっとストップ！
　\n[1]何しようとしてるの！？』",""
"<アル>
『この子にはお仕置きが必要だって
　……それは、そうだけど…………』",""
"<アル>
『で、でも、犯しちゃったら、多分！
　あのレベル上げ方法をやめるどころか、
　きっと復讐のためにもっとしちゃうかもだよ！』",""
"<アル>
『ここは、ほら、
　言葉だけで説得したほうがいいんじゃないかな！？』",""
"<アル>
『え？そんなに犯してほしくないのかって？
　…………うん。』",""
"<アル>
『なんかね？\n[1]が犯そうとすると、
　止めなきゃって気持ちが湧き上がってくるの！』",""
"<アル>
『ね？確かにこの子がしたことは悪いことだけど……
　ここは、見逃してあげようよ……』",""
"アルがそこまで言うなら",""
"ダメだ、犯す",""
"<アル>
『ほんと！？ありがとー♪
　\n[1]ならそう言ってくれるって分かってたよ！』",""
"<優香>
『ごちゃごちゃ独り言を……
　ふん、気持ち悪いやつね。』",""
"倒れ伏しながらも憎まれ口を叩く彼女に貴方は近づき、
もうあのレベル上げの方法をするな、と伝える。",""
"<優香>
『は？なんでアンタに、
　そんなこと言われなきゃいけないわけ？』",""
"彼女の問いに、
貴方は自分の方が強いからだと答える。",""
"<優香>
『…ちっ、1回まぐれで勝ったくらいで、うっざい。
　こんなの、たまたまだし。』",""
"優香は目をそらしながらそうつぶやく。",""
"<アル>
『むー！全然いうこと聞いてくれないね……』",""
"<アル>
『この調子じゃ、
　この子のため、なんて言っても逆効果かな…………』",""
"<優香>
『ほら、犯す気がないならさっさとどっか行ってよ。
　へたれ。』",""
"あくまで強気なままの彼女に、貴方はため息を漏らす。
いくら言っても、
こちらの言い分を聞き入れてもらえそうにない。",""
"<アル>
『\n[1]…………』",""
"制止するアルを振り切り、
貴方は彼女の上にまたがった。",""
"<優香>
『く、アンタなんかに………あっ、あっ、まっ、だめっ…！』",""
"<優香>
『いや、いや、イく……まって、まって、もう……！
　イっくぅぅ♡』",""
"貴方は優香を犯した。",""
"<優香>
『はぁ…………はぁ……
　覚えてなさい。
　この屈辱は、ぜったいいつか晴らして見せるから……』",""
"<アル>
……………………",""
"<アル>
『えへへ♪
　\n[1]ならそう言ってくれると思ってたよ♪』",""
"アルは嬉しそうに貴方の選択を歓迎する。",""
"<優香>
『ふん、甘ちゃんね。それで私に情けをかけたつもり？』",""
"地面に倒れ伏した優香は、
貴方も見上げながらにらみつける。",""
"<優香>
『は？そんなつもりはない？
　なんとなく女の子を犯すのは気が引ける？』",""
"<優香>
『なにそれ、ばっかじゃないの……。
　意味わかんないし』",""
"<優香>
『だいたい、女とか男とか、
　それ以前に私はアンタの敵でしょうが。』",""
"<優香>
『それでも？
　……あっきれた。ほんとに救いようのない馬鹿ね。』",""
"<アル>
『えへへ♪\n[1]はそう言う人なんだよー！
　どうだー、参ったかー♪』",""
"言葉を吐き捨てる優香にアルがそう勝ち誇る。
…………一体、どこに勝ち誇る要素があったのだろうか。",""
"<優香>
『は？あのレベル上げの方法はやめろ？
　…………嫌。せっかく見つけた、攻略法だし。』",""
"優香はどこかすねたように視線を背ける。",""
"<アル>
『ねぇねぇ、ちょっと言いたいことがあるんだけどさ！
　彼女に、代わりに伝えてもらえる？』",""
"優香のそんな態度に困っていると、
アルが貴方にそう頼みごとをする。",""
"<アル>
『あ、うん！えっとね？』",""
"<アル>
『この子、いっきに他の人の魂を取り込みすぎて、
　精神にちょっとノイズが走ってるみたい。』",""
"…………魂？",""
"<アル>
『あ、ごめん！まずはその説明からだよね！』",""
"<アル>
『えっとね……
　この子の状態で確信したんだけど…』",""
"<アル>
『「レベルドレイン」と「ソウルアブゾープション」って、
　本質的には同じ力だと思うんだ。』",""
"<アル>
『多分、
　どっちも相手の魂を吸い出して、自分のものにする力！』",""
"<アル>
『違いは、その対象が人か、モンスターか、
　それだけだと思うの。』",""
"<アル>
『えっと、詳しく説明するとね？
　魂って、基本的には人それぞれ、
　特徴みたいなものがあるんだけど…………』",""
"<アル>
『ここのモンスターにはそれがなくて、
　無色透明のエネルギーみたいなものなの。』",""
"<アル>
『多分誰かに人為的に生み出された存在なんじゃないかな？
　このダンジョンを作った、自称神様だと思うけど…
　今は、それを置いといて！』",""
"<アル>
『モンスターの魂は無色透明だから、
　「ソウルアブゾープション」で、
　モンスターの魂を丸ごと取り込んでも平気。』",""
"<アル>
『でも、人の魂は違う。』",""
"<アル>
『もともと、別の人の魂を自分のものにする、
　レベルドレインには危険が伴うんだけど…』",""
"<アル>
『この子はその影響を、もろに受けちゃってるみたい！
　はやめにやめてもらわないと、
　ほんとに取り返しがつかなくなっちゃうかも！』",""
"<アル>
『……あれ？\n[1]、
　ちゃんと、私の話についてきてこれてる？』",""
"何とか",""
"正直あんまり",""
"<アル>
『よかった！
　………正直、自分でもなんてこんなことが分かるのか、
　不安だから…………』",""
"<アル>
『ちゃんと、\n[1]が理解してくれ梨乃は嬉しいな♪』",""
"貴方も、アルになぜそのようなことが理解できるのか、
それは不思議だと感じる。",""
"それでも、今はアルのことを気にするよりも、
彼女に危険性を説明するほうが先だろう。",""
"<アル>
『だ、だよね！
　私も、一気に頭が働いて、
　まるで自分じゃないみたいで気持ち悪いし…………』",""
"<アル>
『とにかく！
　あのレベル上げの方法を使い続けたら、
　この子も危険ってことだよ！』",""
"<アル>
『だから、そのことを彼女に伝えて欲しいの！』",""
"貴方はアルの言葉に頷き、了承する。",""
"貴方はアルから聞いた内容を、短くまとめて彼女に伝えた。",""
"<優香>
『はぁ？精神にノイズ？
　そんなことあるわけ……あるわけ…………』",""
"<優香>
『………………………………』",""
"<優香>
『予期せぬ挙動でのバグ？
　私自身がエラーを起こして…………』",""
"優香はぶつぶつとつぶやきながら考え込んでいる。",""
"<優香>
『まぁ………心当たりがない、…わけではないかも。
　幻聴とか、聞こえることあるし。』",""
"しばらく考え込んだのち、優香はそう口を開いた。",""
"<優香>
『気のせいだと思ってたけど……
　バグ技みたいなことしてた副作用ってことね。』",""
"<優香>
『…………分かった。ムカつくけど、
　アンタが言う通りあのレベル上げの方法をやめてあげる。』",""
"<優香>
『はぁ…………せっかく攻略法見つけたと思ったんだけど。
　ま、今の時点でもかなりの高レベルだって自信はあるし。』",""
"<優香>
『アンタには負けたけど。ほんっとムカつく！
　ねぇ、何かアンタもいい方法見つけたんでしょ？
　教えてよ！』",""
"目を尖らせながら貴方に詰め寄る彼女に、
何も特別なことはしていないと貴方は伝えた。",""
"<優香>
『嘘。それじゃ、私が負けるわけないもん。』",""
"まだ納得していない様子の彼女に、
今回はたまたまだと、貴方はそう伝える。",""
"<優香>
『……………………』",""
"<優香>
『ま、いいわ。そう言うことにしておいてあげる。
　私が油断してたのは事実だし。』",""
"<優香>
『次はこうはいかないんだからね、
　首を洗って待ってなさい！』",""
"優香は貴方を強きに睨みながらそう告げる。",""
"……なんとなく、次が少し恐ろしいような気もするけど…
とにかく、彼女を止めることが出来てよかった。",""
"貴方はそう安堵のため息を漏らした。",""
"<優香>
『はい、私の勝ちー♡
　ま、勝負じゃなくてただの憂さ晴らしだし♡』",""
"<優香>
『これで、アンタも自分が喧嘩を売っちゃいけない相手に、
　偉そうにしてたって分かった？』",""
"優香はにやにやと貴方を見下ろしながらそう勝ち誇る。
確かに、自分とは実力が違いすぎる……",""
"<優香>
『あはは♡たっぷり実感できたみたいね？
　じゃ、さっさと終わらせよっか♡』",""
"優香は貴方に顔を近づけ、再び唇を妖しく光らせ始める。",""
"<優香>
『何をって、決まってるでしょ？レベルドレイン♡
　どうせアンタみたいな弱いやつじゃ、
　大した経験値にはならないと思うけど♡』",""
"<優香>
『もらえるもんはもらっとかないとね。
　例え、アンタのゴミみたいな経験値でもさ♡』",""
"とことん貴方を煽るような言葉を言いながら、
彼女は唇を妖しくピンクに光らせ、妖艶に舌なめずりをする。",""
"不遜な彼女の言葉に貴方の目つきは自然と鋭いものとなり、
彼女の顔を睨みつける。",""
"<優香>
『そんな怖い顔しても無駄♪
　アンタの経験値がしょっぱいなんて事実だし♡』",""
"<優香>
『だって、ほら？
　ん～…………ちゅぅぅ♡』",""
"優香は唇を貴方の唇に押し付け、強く吸い付く。
甘い魔力の込められた唇に、貴方の思考はとろけていく。",""
"<優香>
『ちゅぅぅ♡
　ちゅっ♡ちゅっ♡』",""
"そんな貴方の反応に優香は目を細めながら、
さらに魔力を塗り込むように何度も唇を押し付ける。",""
"<優香>
『ちゅっ♡こんな簡単に、
　キスだけで黙らせられる相手からの経験値なんて、
　たかが知れてるに決まってるじゃん♡』",""
"優香は唇を放すと、勝ち誇るように貴方の目の前で笑う。
そんな屈辱的な言葉を投げかけられても、
貴方は焦点に会わない目で見つめることしかできない。",""
"<優香>
『ま、安心してよ。
　ゴミみたいな経験値でも、
　私がちゃんと使ってあげるからさ♡』",""
"<優香>
『ほら、ほら♡
　キスだけで吸い出してあげる♡ちゅっ♡』",""
"<優香>
『くそザコのアンタが我慢しても意味ないんだから、
　さっさと経験値よこしなさいよね♡ちゅぅぅ♡』",""
"彼女は甘い魔力の乗った唇で、
貴方の唇を制圧する様に激しく吸い付き、とろけさせる。",""
"それでも、大切な自分の経験値を、
ゴミ呼ばわりする彼女にだけはささげたくない。",""
"そんなぼんやりとした思いを奮い立たせて、
何とかPvPのペナルティが終わるまで堪えようとする。",""
"<優香>
『ちゅっ♡
　必死に手のひら握りしめて、
　もしかして耐えようとか思ってるわけ？』",""
"<優香>
『さっき私の唇になすすべもなく負けたくせに、
　アンタじゃ私には勝てないってまだ理解できないの？
　ほんと、救いようのない馬鹿ね♡』",""
"<優香>
『自分のプライド守るのがそんなに大事なんでちゅかぁ？
　それなら、まず弱い自分を何とかしなさいよ♡ちゅぅぅ♡』",""
"優香は貴方の抵抗を溶かすように、
甘い魔力の乗った唇で貴方の舌先を吸い、
れろれろと自身の舌先を絡ませる。",""
"<優香>
『アンタがこんな目に合ってるのも、
　キスだけで負けちゃうくそザコおちんぽだから♡』",""
"<優香>
『悔しくていやだと思うなら、
　私みたいになりふり構わずレベルを上げることね♡』",""
"<優香>
『ま、それでも私には勝てないだろうけど♡
　ちゅぅぅ♡ちゅっ♡』",""
"優香は小ばかにしたような声でそう助言をしながら、
貴方の弱さを教えるようにキスだけで追い詰めていく。",""
"プルンとしたピンク色の唇に啄まれるたび、
貴方の脳は快楽に焦がされていき、全身から力が抜けていく。",""
"<優香>
『ほら、もうおちんぽからお汁が出てきた♡
　大事なレベル、キスだけでもう吸い出されちゃう♡』",""
"<優香>
『偉そうに説教した相手に、
　反対に説教されながら負けを認めさせられちゃう♡』",""
"<優香>
『あはは♡
　ほんと、弱いやつってかわいそうよね♡ちゅぅぅ♡』",""
"自身の方が圧倒的に強いと、
優香はそう勝ち誇る様に激しいキスで貴方の舌を絡めとり、
口内を自分の舌で舐めまわす。",""
"優香が柔らかく唇を落とすたびに、
貴方はびくびくと体を震わせてしまう。",""
"<優香>
『んっ♡もう気持ちよくて反論も、我慢もできない？
　なっさけない男♡もう私のキスにギブなんだ？』",""
"そんな貴方の限界に目ざとく気が付いた彼女は、
唇を放し、煽る様に至近距離から見つめる。",""
"<優香>
『強さが違いすぎるししょうがないよね♡
　このまま、さっさと吸い出してあげる♡』",""
"<優香>
『ほら、出せ♡出せ♡
　くそザコおちんぽからゴミ経験値、だせ♡
　ちゅぅぅ♡』",""
"\C[18]EXP\v[20]\C[0]を失った！
レベル\v[5]→\C[18]レベル\v[6]",""
"貴方は彼女のキスに吸い出されるように、
肉棒からレベルの詰まった精液を放出してしまう。",""
"<優香>
『うわ、ほんとにゴミみたい♡
　私の経験値ポイントほとんど動いてないんだけど』",""
"貴方の経験値を吸い取った優香は自分の経験値を確認して、
嘲りの視線で貴方を見つめる。",""
"その言葉に、
こんな女相手に経験値を搾り取られた、
という屈辱に貴方は支配される。",""
"<優香>
『ま、ちりも積もれば、ってね♡
　質がダメなら、量で補うだけ♡』",""
"<優香>
『ほら、まだペナルティタイムは終わってないでしょ？
　もう1回くらい経験値吸い出してあげる♡ちゅぅぅ♡』",""
"優香は再び唇を妖しくピンク色に光らせると、
そのままちゅぅっと貴方の唇に押しつけ、吸い付く。",""
"唇が押し付けられた瞬間、後悔と屈辱は快楽に塗り替えられ、
貴方は再び肉棒を跳ねさせてしまう。",""
"<優香>
『ちゅっ♡
　ほんと、弱いおちんぽ♡こんなキスだけで、
　感じちゃダメだって分かってても耐えられないんだから♡』",""
"<優香>
『ほらほらぁ♡
　手加減なんてしてあげないから。
　また無様に、キスでレベル吸われろ♡ざぁこ♡ちゅぅぅ♡』",""
"強く貴方の舌に吸い付き、甘い魔力を塗り込むように、
彼女は何度も柔らかい唇を貴方の唇に押し付ける。",""
"チャームの魔力がキスで貴方に浸透するたびに、
身体には電流のような快感が流れ、貴方の身体は痙攣する。",""
"<優香>
『ぷっ♡
　みっともなく震えて♡
　経験値吸われるのがそんなに気持ちいいんでちゅね♡』",""
"<優香>
『アンタが必死に耐えて守ろうとする経験値なんて、
　私から見たらゴミみたいなもの♡』",""
"<優香>
『そうやって散々馬鹿にされてるのに、
　もう我慢できないんだ♡
　くそザコおちんぽの負・け♡』",""
"<優香>
『悔しさに震えながら、惨めさを噛みしめながら♡
　ゴミ精子ぶちまけろ♡ばぁか♡ちゅぅぅ♡』",""
"優香は貴方を追い詰めるように、口内の奥まで舌をねじ込み、
かき回しながら強く唇で吸い上げる。",""
"その激しい彼女のキスにいよいよ貴方の我慢は決壊し、
腰を浮かせてしまう。",""
"<優香>
『ちゅぱっ♡
　ほら、吸い出してあげるから……イけ♡
　キスに負けて、経験値を私に捧げろ♡ちゅぅぅ♡』",""
"<優香>
『ちゅぅぅ♡ちゅぱっ♡
　また経験値もらっちゃった♡
　ま、やっぱりゴミみたいな量だけど♡』",""
"優香が唇を放し、貴方に勝ち誇った瞬間、
不自然な体の不自由さは消える。",""
"しかし、吸い尽くされた快楽に、
貴方はその場から動けない。",""
"<優香>
『そろそろ私も狩場の移し時、ってね。
　じゃ、私はさっさと先に進んでるよ♡
　バイバイ、くそザコ勘違い君♡んー……ちゅっ♡』",""
"優香は動けない貴方に向かって投げキッスをすると、
その場を去っていった。",""
"『うぅ………すまん、あんたは俺を助けてくれたのに、
　俺は助けられなくて…………』",""
"モンスターにやられていた男性が、うめくようにそう呟く。",""
"彼女に敗北したところを見られていた、
そう意識すると、貴方に羞恥が湧き上がる。",""
"『その、元気出してくれ。
　俺はあんたのおかげで助かったんだからさ……』",""
"『これは、せめてものお礼だ……。
　じゃ、じゃあな？
　あんたも、モンスターに負けないよう気を付けろよ……』",""
"貴方の気まずさを知ってか、
男性は戸惑いがちに貴方に1000Gを渡すと、
その場を去っていった……",""
"<アル>
『大丈夫？もう動ける？』",""
"しばらくしてアルがそう貴方に声をかける。",""
"心配げなアルに、貴方は肯定の返事を返した。",""
