"EV001",""
"<六花>
『奴隷というものを軽く考えてませんか？
　奴隷はお兄さんが思うよりずっと辛いものなんですよ！？』","<Rikka>
""Are you taking slavery lightly?! Being a slave is much
 harder than you think!"""
"<六花>
『なのに貴方は、
　自分が奴隷になるという条件まで飲んでしまって……』","<Rikka>
""And yet, you accepted the bet that can enslave you..."""
"<六花>
『奴隷というものを軽く考えてませんか？
　奴隷は貴方が思うよりずっと、辛いものなんですよ！？』","<Rikka>
""Are you taking slavery lightly?! Being a slave is much
 harder than you think!"""
"そう貴方に強く言葉を投げかける六花に、
貴方は「分かってる。だから戦うんだ」、と伝えた。
その辛い奴隷から君を解放するために、と。","When Rikka strongly voiced her opinion, you told her
you know how hard it is, and that's why you will fight
to free her."
"<六花>
『……！！ど、どうして……
　私は親切にしてくれたお兄さんを裏切った、
　ズルい女です。なのに、なんで私のためにそこまで…？』","<Rikka>
""...! W-Why... I'm a terrible girl who betrayed your
 trust! Why are you going so far for my sake?"""
"<六花>
『……！！ど、どうして……
　私は貴方なら勝てると思って試合を申し込んだ、
　ズルい女です。なのに、なんで私のためにそこまで…？』","<Rikka>
""...! W-Why... I'm a terrible girl who tried to take
 advantage of you! Why are you going so far for my
 sake?"""
"困ってる女の子をほっとけない","I can't ignore a girl in trouble"
"分からない","I don't know"
"<六花>
『……もう、なんですか、それ。　
　ちょっと、気障すぎますよ…』","<Rikka>
""...Geez. What's with that? You're acting too smug..."""
"六花は目を伏せると、
少しだけ口角を上げてクスリと笑った。","Rikka looked down, but you could spot her mouth turning
into a small smile."
"<アル>
『確かに、ちょっと気障かも？
　でも……悪いことなんかじゃないと思う！
　ね、王子様みたいにこの子を助けよう♪』","<Al>
""She's right in that we might be getting smug and
 conceited... But I don't think it isn't good in this
 case! Let's save her like a knight in shining armor♪"""
"貴方はそう言うアルに同意し、
必ず君を助けると約束する……
だから、期待して待っていて欲しいと伝えた。","You agreed with Al and promised Rikka that you would
save her. That's why she needed to wait just a little
longer for the good news."
"<六花>
『……分かりました、
　そこまで言ってくれるのなら…もう、止めません。
　そんなこと言われたら、期待しちゃいます…』","<Rikka>
""...Okay. If you insist on it so much, I won't try to
 stop you anymore... I'll wait for the good news."""
"<六花>
『……虫のいい話だとは思います。
　でも、でも……お願い、恭子様に勝って……
　私を、助けてください…！』","<Rikka>
""...This might be a bit selfish, but please...
 Please defeat Mistress Kyouko and save me!"""
"任せろ","Leave it to me"
"<アル>
『うん♪頑張ろう、\n[1]！　
　ここまで言ったんだもん、
　絶対試合に負けられないよ！』","<Al>
""Yeah♪. Let's do this, \n[1]!  We've given
 her our promise, so we can't lose the match now!"""
"<六花>
『分からないって……なんですか、それ……
　なんで、自分でも分からないのにそんな危険を…』","<Rikka>
""You don't know? ...What's with that? You're putting
 yourself in danger for no reason?"""
"そう困惑する六花に、貴方は言葉を続ける。
「分からないけど、助けたいと思った。」
自分でもよく分からないまま、貴方はそう伝える。","Rikka was confused by your answer, but then you
followed with: You don't know why, but you want to
save her."
"<アル>
『うんうん♪私\n[1]のそういうとこ好きだよ♪
　人助けするのに、理由はいらないってことだよね！』","<Al>
""Yeah♪ \n[1], I love that part of you♪
 You don't need a reason to save someone, right!"""
"貴方の考えをまとめるようにアルがそう言う。
貴方はそのアルの言葉を借りて、
そのまま六花に伝えた。","Al said that as if to summarize your thoughts.
You borrowed her phrase and told Rikka: You don't
need a reason to save someone."
"<六花>
『……漫画のセリフ、みたいですね。　
　ちょっと、気障すぎますよ…』","<Rikka>
""...That's like a line directly from a manga.
 You're acting a bit too smug..."""
"貴方はそう言われると少し恥ずかしく、頬をかく。
しかし、それでも、
必ず君を助けると約束する……
だから、期待して待っていて欲しいと伝えた。","You felt slightly embarrassed and your cheeks get hot
when Rikka pointed it out. But even with that, you
told her that you promise to save her and she needs
to wait only a little before she's free."
"<六花>
『うぅ～……
　どこからそんな自信がくるんですか…
　恭子様は、本当に強いんですよ？』","<Rikka>
""Uuh... Where do you get all that confidence...
 Mistress Kyouko is insanely strong, you know?"""
"<アル>
『どれだけあの子が強くても、
　悪いやつになんか\n[1]は負けないもんね！』","<Al>
""It doesn't matter how strong she is because
 \n[1] won't lose to bad guys!"""
"そう言うアルに貴方は頷き、
もう一度貴方は絶対に勝つと、
そう六花に宣言した。","You nodded to Al when she said that and promised Rikka
once more that you will win."
"<六花>
『…はぁ、私が止めても、無駄……ですよね？
　分かりました……お兄さんのその自信に、
　賭けてみてもいいですか？』","<Rikka>
""Sigh... You won't budge even if I ask you to stop,
 right? I understand... Then can I trust in your
 confidence?"""
"<六花>
『…はぁ、私が止めても、無駄……ですよね？
　分かりました……貴方のその自信に、
　賭けてみてもいいですか？』","<Rikka>
""Sigh... You won't budge even if I ask you to stop,
 right? I understand... Then can I bet on that 
 confidence of yours?"""
"<アル>
『もちろん♪
　後悔なんてさせないよ！
　ご主人様のこと、こてんぱんにしちゃうんだから♪』","<Al>
""Of course♪ We won't let you down! We'll beat your
 mistress black and blue♪"""
"貴方はアルとともに頷き、
六花に期待して待っていて欲しいと伝えた。","You nodded to both of the girls and told Rikka that
she could wait for the good news."
"<六花>
『…本当にすごい自信ですね…
　そんなこと言われたら、期待しちゃいます…』","<Rikka>
""...You have such amazing self-confidence... After
 you've said all that, I can't help getting my
 expectations up..."""
"<六花>
『お気持ちはすごく嬉しいですけど……
　ダメですよ、私に負ける程度の実力の貴方じゃ、
　恭子様に勝てるはずがありません…！』","<Rikka>
""I'm happy that you would do that for me... But you
 shouldn't do it! You won't stand a chance against
 the Mistress when you lost against me!"""
"この前は君に勝った","I beat you on the last match"
"<六花>
『そうですけど……！
　恭子様は私なんかよりずっとずっと強いんです！
　一度でも私に負けた貴方が、勝てるはずないんです！』","<Rikka>
""While that is true, Mistress Kyouko is in a league of
 her own! Even a single loss against me means you can't
 win against her!"""
"<六花>
『……！！ど、どうして……
　私は観客の前で、貴方に酷いことをいっぱい言いました…
　なのに、なんで私のためにそこまで…？』","<Rikka>
""...! W-Why? I've done and said horrible things to you
 in front of the audience... Why would you go that far
 for my sake?"""
"<六花>
『私に一度負けちゃったくせに、
　どこからそんな自信がくるんですか…
　恭子様は、本当に強いんですよ？』","<Rikka>
""Where does all that confidence come from when you
 managed to lose against me? Mistress Kyouko is really
 strong, you know?"""
"<六花>
『……恭子様から聞きました。
　お互い、相手を奴隷にすることをかけて、
　試合をするそうですね。』","<Rikka>
""...I heard it from Mistress Kyouko. You're having
 a match where the winner gets to enslave the loser."""
"<六花>
『…………馬鹿な人。
　確かに恭子様は女性として、
　魅力的な身体を持っているとは思いますが……』","<Rikka>
""...You're so stupid. While she may have a voluptuous
 womanly body that you want to get your hands on..."""
"<六花>
『私に負けた程度の貴方じゃ、
　恭子様には万が一も勝てませんよ。』","<Rikka>
""You won't stand a chance against her in a thousand
 years when you lost a match to me."""
"<六花>
『一時の欲望に流されて、
　自分から奴隷に堕ちるようなものです。
　ほんと、馬鹿ですね……』","<Rikka>
""You've basically sealed your own enslavement when you
 let your lust do the speaking. You're seriously so
 stupid..."""
"<六花>
『……きっと、
　貴方の教育も私に任されると思います。
　手加減はしてあげませんので、覚悟しててください。』","<Rikka>
""...Your training will surely fall on my shoulders too.
 I won't hold back on you, so you better get ready for
 it."""
"<アル>
『う、う～ん……
　確かに、あの子すごく強そうだもんね…
　がんばろ？\n[1]……』","<Al>
""Uuuh... That woman certainly looked really strong...
 But shall we do our best? \n[1]..."""
"<六花>
『私に連敗した程度の貴方じゃ、
　恭子様には万が一も勝てませんよ。』","<Rikka>
""You won't stand a chance against her in a thousand
 years when you lost a match to me twice in a row."""
"<六花>
『貴方の試合を見ていた人から、
　すごく、お強いんだって聞きました。
　貴方なら恭子様に勝てるかもしれないって……』","<Rikka>
""I've heard from the people who have seen your matches
 that you're really strong. How you might stand a
 chance against the Mistress..."""
"<六花>
『えっと、その、
　どうして貴方が私なんかのために……
　とか、色々不思議ですし、図々しいと思いますけど…！』","<Rikka>
""Um... I don't know why you're going that far for
 someone like me... So this might sound impudent,
 but..."""
"<六花>
『もう、
　私の希望は貴方しかありません！
　お願い……恭子様に勝って、私を、助けてください！』","<Rikka>
""You are my only hope! Please... Please defeat Mistress
 Kyouko and save me!"""
"<六花>
『ありがとうございます…！
　その、応援してますね！
　が、頑張ってください！』","<Rikka>
""Thank you so much! Um, I'll cheer for you, so please
 do your best!"""
"<六花>
『……あの、
　もし恭子様に貴方が勝った場合、
　私はどうなるんですか…？』","<Rikka>
""Um... In the case that you manage to best the
 Mistress, what will happen to me?"""
"君も俺の奴隷だ","You'll also be my slave"
"君は解放する","I'll release you"
"<六花>
『そう、ですよね……
　そんな虫のいい話はありませんよね……』","<Rikka>
""I see... I won't be free even then..."""
"<六花>
『分かりました……
　その時は誠意をもって、貴方に尽くさせていただきます…』","<Rikka>
""I understand... Then I will do my best to serve you
 if the time comes..."""
"<アル>
『え、ええ！？奴隷にするのは、
　あの子にこの子の気持ちを味わってもらうためだって、
　\n[1]、そう言ってなかった！？』","<Al>
""Eeh?! \n[1], didn't you say that you wanted
 to enslave that woman to show her how this girl
 feels?!"""
"そう驚いた声を上げるアルを貴方は無視した。","You ignored Al when she was shocked by your response."
"<アル>
『\n[1]…………』","<Al>
""\n[1]..."""
"<六花>
『え……？ほ、本当ですか！？
　あ、ありがとうございます……！』","<Rikka>
""Eh? W-Will you really?! Thank you so much!"""
"<六花>
『ふ、ふふ…♡
　貴方が勝てば……
　私は解放されて、恭子様は奴隷に…♡』","<Rikka>
""E-Ehehe♡ If you win... I'll be free and Mistress
 Kyouko becomes a slave...♡"""
"六花は暗い笑みを浮かべながら、
その時が待ちきれないというように言葉を漏らす。","Rikka muttered as if she couldn't wait for that to
happen with a dark smile."
"<六花>
『あ、あの！
　応援してます！頑張ってくださいね！』","<Rikka>
""U-Um! I'll come to cheer for you! Please do your
 best!"""
"そして、ハッとするように顔を上げると、
貴方にそう応援の言葉を送った。","But then Rikka quickly raised her head in realization
that you were still there, and she sent you off with
a cheer."
"<アル>
『う、う～ん……
　それで、本当にいいのかな？
　……ううん、いいはず、だよね……』","<Al>
""U-Uuuh... Will things really be fine with this?
 ...Yes, this should solve all the problems, right?"""
"六花の暗い笑みを見て、
アルは不安そうに瞳を揺らしてそう自問自答したようだ。","After seeing Rikka's dark smile, Al seemed slightly
worried as she spoke to herself."
"<六花>
『貴方の試合、見に行って応援してますね！
　が、頑張ってください！』","<Rikka>
""I'll come to see your match and cheer for you!
 P-Please do your best!"""
"<アル>
『私と一緒に\n[1]のことを応援だね♪
　ね、信じてるよ？頑張ってあの子に勝とう！』","<Al>
""She's going to cheer for you together with me,
 \n[1]♪ I believe you can do it! Do your
 best to beat that bad woman!"""
"<アル>
『う～……この子のため、だよね？
　この子のため、頑張ろ！\n[1]！』","<Al>
""Uuh... We're doing this for her sake, right?
 \n[1], do your best to save her!"""
"<六花>
『……あ、恭子様のご主人様……
　私は一体、これからどうなるんですか……？』","<Rikka>
""...Ah, the Master of Mistress Kyouko...
 What will happen to me now?"""
"<六花>
『分かりました……
　それではこれから誠意をもって、
　貴方に尽くさせていただきます…』","<Rikka>
""I understand... Then I will do my best to serve
 you..."""
"<六花>
『ふ、ふふ…♡
　私は解放されて、恭子様は奴隷に…♡
　なんだか、すごく最高の気分です…♡』","<Rikka>
""E-Ehehe♡ I'm free and Mistress Kyouko is a slave♡
 This feels so nice♡"""
"六花は暗い笑みを浮かべながら、
嬉しそうにそう言葉を漏らす。","Rikka muttered to herself with a dark smile."
"<六花>
『ありがとうございます！
　わ、私にとって、最高のプレゼントです…♡
　そこで、お願いがあるのですが……』","<Rikka>
""Thank you so much! This is the greatest gift for me♡
 But I have one tiny request..."""
"<六花>
『私も、もう少しここにいていいですか？
　恭子様の惨めな姿を、近くで見たいんです…♡
　できれば、仕返しも許可をもらえれば…♡』","<Rikka>
""Can I still stay here for a little while? I want to
 see Mistress Kyouko's pathetic state closely♡
 And I would like to exact revenge too, if possible♡"""
"六花は暗い笑みを浮かべたまま、
貴方にそう尋ねた。","Rikka asked for your permission with a dark smile."
"<アル>
『復讐………
　ひどい扱いされてたみたいだし、
　そう思うっちゃうのも仕方ないよね……』","<Al>
""Revenge... I guess she would want that after being
 treated so horribly..."""
"いいよ","Go ahead"
"ダメだ","You can't"
"<六花>
『ほ、本当ですか！？
　ありがとうございます……♡
　貴方が優しい人で本当によかった…♡』","<Rikka>
""C-Can I really?! Thank you so much♡ I'm so happy
 that you're a gentle person♡"""
"<アル>
『優しい……これは、優しさなのかな？　
　ううん……でも私もこの子と同じ状況なら……
　復讐したいって、思っちゃうかもだしね…』","<Al>
""Gentle... Can you really call this being gentle?
 Uuh... But I would surely want to exact revenge too
 if I was in her position..."""
"六花の感謝の言葉を聞いて、
アルは思い悩むように顔を歪めて自問自答する。
そんなアルに、貴方は復讐は正当な権利だと告げた。","After Rikka expressed her thanks, Al went into a
monologue with concern showing on her face. You told
your friend that Rikka had the right to revenge."
"<アル>
『\n[1]………
　そう、だね。なんでだろう……
　私も、復讐を悪いことだと思えない……』","<Al>
""\n[1]... I guess you're right...
 I don't know why, but I also can't think of
 it as a bad thing..."""
"アルは貴方の言葉を聞き、
俯きながらそう言葉を漏らした。","Al muttered while hanging her head after what you said."
"<六花>
『それでは、
　貴方様が恭子様を「使って」いないときに、
　私が仕返しさせていただきますね…♡』","<Rikka>
""Now then, I'll help myself to exact my revenge on
 Mistress Kyouko when you aren't 'using' her♡"""
"<六花>
『そう、ですか…
　いえ、わがままを言ってごめんなさい。
　多くのことを望みすぎましたね……』","<Rikka>
""I see... No, I'm sorry for asking too much."""
"<六花>
『私が解放されて、恭子様が奴隷に……
　その事実だけで胸がすく思いです……♡』","<Rikka>
""Just the fact that I'm free and Mistress Kyouko is
 a slave already fills my chest with joy♡"""
"<六花>
『恭子様のこと、
　たっぷり「可愛がって」あげてくださいね？
　それでは、私はこれで。本当にありがとうございました！』","<Rikka>
""Please make sure to give Mistress Kyouko lots of
 'love'♡ Then, I'll be going now. Thank you so much
 for your help!"""
"六花は貴方にそうお礼を言うと、ぺこりと頭を下げる。
そして、そのままこの屋敷を出ていった。","Rikka said her thanks and bowed before leaving the
mansion."
"<アル>
『……これで、よかったんだよね？
　…………ねぇ、\n[1]…？
　今から奴隷にした子に、酷いことするの…？』","<Al>
""Everything's fine now, right?
 ...Hey, \n[1]? Do you plan on doing
 horrible things with the woman who you enslaved next?"""
"<六花>
『あ、恭子様のご主人様！
　私のこと、解放してくれるんですよね…？』","<Rikka>
""Ah, the Master of Mistress Kyouko! Will you release
 me now that you've enslaved her...?"""
"恐る恐るそう尋ねてくる六花に、
貴方は頷いて肯定した。","When Rikka timidly asked for her release, you
affirmatively nodded to her."
"<六花>
『…………！！
　や、やった……！ありがとうございます！！』","<Rikka>
""...! I-I'm finally free! Thank you so much!"""
"貴方のその返事に、
六花は喜びをかみしめながらそう言って頭を下げる。","At your reply, Rikka's face lit up in joy, and she
bowed and thanked you."
"<六花>
『わ、私にとって、最高のプレゼントです…♡
　あ、あの！よかったらもう1つ、
　お願いを聞いてくれませんか……？』","<Rikka>
""T-This is the greatest gift I could have♡
 Um... Could you listen to one more request?"""
"<六花>
『私も、もう少しここにいさせて欲しいです…♡
　恭子様の惨めな姿を、近くで見たくて…♡
　できれば、仕返しも許可をもらえれば…♡』","<Rikka>
""Can I still stay here for a little while? I want to
 see Mistress Kyouko's pathetic state closely♡
 And I would like to exact revenge too, if possible♡"""
"六花は暗い笑みを浮かべながら、
貴方にそう尋ねた。","Rikka stated her request with a dark smile."
"<六花>
『あ、恭子様のご主人様！
　今日は恭子様にご用意ですか？
　恭子様は2階にいますよ…♡』","<Rikka>
""Ah, the Master of Mistress Kyouko! Do you have
 business with the Mistress today? She's on the
 second floor♡"""
"<アル>
『…………
　この子にこんな笑い方させちゃって、
　いいのかな………』","<Al>
""...I'm not sure if I'm happy when we made this girl
 smile like this..."""
"<六花>
『……私はもう、
　奴隷からずっと抜け出せないんですね…』","<Rikka>
""I have no chance to be freed from slavery now..."""
"<アル>
『\n[1]……
　\n[1]はこの子を見て、何も思わないの……？』","<Al>
""\n[1]... Don't you feel sorry for her?"""
"EV003",""
"EV004",""
"<六花>
『あ、お兄さん！
　この前はありがとうございました！』","<Rikka>
""Ah, \n[1]! Thank you so much for before!"""
"貴方が声をかけると六花がぺこりと頭を下げる。
この少女にお口で……
そんな彼女を見ていると、
あの時の快楽を思い出し、肉棒がかたくなってしまった。","Rikka bowed her head as you called out to her. Seeing
her cute face and tiny mouth made you recall how she
gave you a blowjob before, which gave you an erection."
"<六花>
『………？あ……♡
　もしかして、また経験値を私にくれるんですか？
　…私のお口おまんこ、期待してここに来たんですか…？♡』","<Rikka>
""...? Ah♡ Could it be that you're here to give more 
 EXP? Did you want me to... Do you with my mouth pussy
 again?"""
"六花は貴方の勃起に気が付くと、
幼い容姿に不釣り合いな妖艶なしぐさで自身の唇をなぞる。
貴方は六花のそのしぐさに、
自然と目線が唇に吸い寄せられた。","Rikka seductively traced a finger across her lips when 
she spotted your erection. That action was so erotic
and out of place for someone so young that you couldn't
help your eyes getting drawn to her lips."
"<六花>
『えへへ…♡
　お兄さんがいいって言うなら、
　またこのお口でご奉仕しますよ…♡どうしますか？』","<Rikka>
""Ehehe...♡ If that's what you want, then I'll service
 you with my mouth again♡ What do you say?"""
"六花はそんな貴方の反応をくすりと笑うとそう尋ねた。
【六花にドレインされたレベル：\v[61]】","Rikka giggled when you stared at her lips and asked
what you wanted to do.
【Levels Drained by Rikka: \v[61]】"
"六花にレベルを恵む","Give levels to Rikka"
"今日はやめておく","Leave for today"
"<六花>
『…♡ここだと恭子様に聞こえる可能性があるので…
　それじゃ、また宿屋に行きましょうか♡
　宿代くらいは私が出しますね♡』","<Rikka>
""...♡ Mistress Kyouko might hear us if we do it here,
 so let's go to the inn again♡ I'll take care of the
 payment♡"""
"六花は貴方の返答を聞き、妖しく微笑む。
そんな六花にドキリとしながらも、
貴方は六花とともに宿屋へと向かった……","Rikka showed a seductive smile when you agreed. That
made your heart flutter as you headed to the inn with
her."
"…………………………………………","..............."
"貴方は六花に1レベルドレインされた！","Rikka drained 1 level from you!"
"<六花>
『えへへ…♡
　今日もありがとうございました！
　またいつでも声をかけてくださいね♡』","<Rikka>
""Ehehe...♡ Thank you so much for your help today!
 Please call me any time you want to do it again♡"""
"<六花>
『そうですか……
　残念ですけど、仕方ないですよね…
　また、気が変わったらいつでも声をかけてください…♡』","<Rikka>
""I see... I got my hopes up, but it can't be helped...
 Please call me again if you change your mind♡"""
"<六花>
『あ、お兄さん！
　どうですか？今回は……♡』","<Rikka>
""Ah, \n[1]♡ Do you want to do it?"""
"貴方が声をかけると、
六花は自分の唇をなぞりながらそう尋ねる。
彼女が何について尋ねているのか、すぐに検討が付いた。
【六花にドレインされたレベル：\v[61]】","When you called Rikka, she asked if you wanted to do it
while tracing her lips. You could instantly tell what
she meant by that.
【Levels Drained by Rikka: \v[61]】"
"<六花>
『あ、お兄さん！
　また、どうですか…？♡』","<Rikka>
""Ah, \n[1]♡ Would you like to do it again?"""
"<六花>
『あ、お兄さん♡…何回もここに来てますよね？
　私みたいな小さな子におちんちん舐められるの、
　そんなに気持ちいいんですか？』","<Rikka>
""Ah, \n[1]♡ You've come to see me so many
 times already♡ Does it feel so good when a little
 girl like me licks your dick?"""
"くすくすと笑いながらそう尋ねる六花に、
自分は君のためを思って、と言葉を濁した。","When Rikka asked that and giggled, you dodged the
question by saying you were doing it for her sake."
"<六花>
『…………。はい♡冗談です…♡
　いつも本当にありがとうございます……♡』","<Rikka>
""...Yes♡ I was just joking♡ I can't thank you enough
 for all your help...♡"""
"<六花>
『お兄さんがレベルをたくさんくれたおかげで、
　私も結構強くなれたと思うんです！
　まだまだ闘技場で勝てるほど強くはないですけど…♡』","<Rikka>
""I think I'm getting quite strong with the levels
 you've given me! But I'm still not strong enough to
 beat anyone in the arena♡"""
"<六花>
『でも、これまでの私とは、
　今日の私はちょっと一味違いますよ…♡
　お兄さんのことをもっと気持ちよくできると思います♡』","<Rikka>
""However, I feel different compared to before♡
 I think I can make you feel way better now♡"""
"六花がどこか自信ありげにそう言いながら、
貴方を誘うように上目づかいで見つめる。
成長した六花のフェラ……
気にならないと言えば嘘になった。","Rikka confidently said that while looking at you with
upturned eyes. It would be a lie to say you weren't
interested to try her powered-up fellatio."
"<六花>
『えへへ…♡
　私の唇に目が釘付けですね♡
　そんなこと言われたら、期待しちゃいますか…？♡』","<Rikka>
""Ehehe...♡ Your eyes are already locked onto my lips♡
 Can you not wait to try out my mouth after what I
 said?"""
"<六花>
『お兄さんがまた私にレベルをくれるなら…♡
　たくさんおちんちんを気持ちよくしてあげます♡
　…………どうですか？お兄さん♡』","<Rikka>
""\n[1], if you give me levels again... 
 I'll make your dick feel so good♡
 ...What do you say about it?"""
"六花は妖しく微笑みながら、
そう貴方に問いかけた。
【六花にドレインされたレベル：\v[61]】","Rikka asked if you were interested with a seductive
smile.
【Levels Drained by Rikka: \v[61]】"
"<六花>
『あ、お兄さん！
　私に何か用ですか？』","<Rikka>
""Ah, \n[1]! Do you need something?"""
"六花はにこりと笑顔で貴方に返事をする。
貴方はそんな六花の口元に目が吸い寄せられ、
つい生唾を飲み込んでしまった。
【六花にドレインされたレベル：\v[61]】","Rikka greeted you with a smile. Seeing her made your
eyes get drawn to her lips, and you reflexively gulped
at the sight of them.
【Levels Drained by Rikka: \v[61]】"
"顔を見に来ただけ","I just came to check on you"
"<六花>
『……え？レベル、ですか？
　それは……もらえるならありがたいですけど…
　お兄さん、大丈夫なんですか？』","<Rikka>
""...Eh? You'll give me even more levels? Well...
 I'm happy to have more, but will you be fine if you
 do that?"""
"そう尋ねる六花に貴方は頷く。
肉棒は期待ですでに勃起し、股間に張テントが張っていた。
そんな貴方を見て六花はくすりと笑みを浮かべた。","You nodded at Rikka's question. Your penis was already 
hard and tenting your pants in anticipation, which 
earned a smile and a giggle from Rikka."
"<六花>
『ふふっ♡おちんちん大きくなってる……♡
　そんなに、私のお口でご奉仕して欲しいんですね…♡
　分かりました♡今日もたくさん気持ちよくしてあげます♡』","<Rikka>
""Ehehe♡ Your dick is already hard♡ So you want me
 to service it with my mouth that badly? I understand♡
 Then, I'll make you feel amazing again♡"""
"<六花>
『それじゃ、また……♡
　宿屋にいきましょっか♡
　たっぷり経験値吸い出してあげますから♡』","<Rikka>
""Let's move to the inn♡ There I'll suck loads of EXP
 from you♡"""
"六花は妖しく微笑みながらちゅっと貴方のほほにキスをする。
そんな六花にドキリとしながらも、
貴方は六花とともに宿屋へと向かった……","Rikka gave you a seductive smile and kissed your cheek.
After she did that, you couldn't calm your racing heart
as you went to the inn."
"貴方は六花に2レベルドレインされた！","Rikka drained 2 levels from you!"
