"EV001",""
"貴方がそちらの方を向くと、
アルがほっと胸をなでおろしていた。",""
"<アル>
『うぅ…この子は強いもん。
　仕方ないよね…………」",""
"歯向かってレベルを吸われるよりはいい…
貴方はそうやって無理やり自分を納得させながら、
優香に聖剣ミストを手渡した。",""
"<優香>
『はい、ありがと♡
　…………へぇ、聖剣ね、
　やっぱりなかなかいい装備じゃん♡』",""
"<優香>
『ザコのアンタにはもったいない♡
　これは私が有効活用してあげるから、感謝してよね。』",""
"優香は聖剣のステータスを確認し、
軽くその場で素振りをして貴方にそう告げる。",""
"貴方は屈辱を感じながらも、
それを抑え込んで俯いていた。",""
"<優香>
『ほら、返事♡
　「優香様、ありがとうございます」は？」",""
"優香様、ありがとうございます",""
"……………………",""
"<優香>
『どういたしまして♡
　じゃ、アンタからもらったこの剣で、
　さくっとラスボスまで倒しちゃおっかな♪」",""
"<優香>
『悔しかったら最初に言ってた通り、
　偽善者に泣きついて通報でもなんでもしてみれば？
　じゃあね、くそザコく～ん♡』",""
"<優香>
『ねぇ、返事が聞こえないんだけど♡
　何？私にお仕置きされたいの？』",""
"優香は素振りをやめ、冷ややかな視線で貴方を見つめた。
ここで彼女の機嫌を損ねたら、
屈辱を抑えて剣を渡した意味がない…………",""
"優香様…ありがとうございます……",""
"EV003",""
"EV004",""
"レベル調整用クリスタルです",""
"1レベル上げる",""
"1レベル下げる",""
"EV005",""
"EV006",""
"メガミックスポーションを手に入れた！","Obtained Mega Mixed Potion!"
"EV007",""
