"EV001",""
"<メイドサキュバス>
『さて、重たい話が続き、
　頭の中がいっぱいいっぱいかもしれませんが…』",""
"<メイドサキュバスA>
『そろそろ家畜として、
　貴方がどのように生活するのか……
　その説明をお話ししましょうか。』",""
"<メイドサキュバスA>
『貴方に与えられる仕事はそう多くはありません。
　まず一つ目は、広場で戦闘を行い、
　十分な量の経験値を手に入れること。』",""
"<メイドサキュバスA>
『その広場には後でご案内しますが、
　そこで一定の経験値を稼がなければ、
　その広場から出られません。』",""
"分かった",""
"そんなの嫌だ",""
"<アル>
『うー…
　とにかく経験値を稼げってことだね…』",""
"メイドサキュバスの言葉にアルがそう言葉を漏らす。
……嫌だ、と言ったとしても、
契約の魔術を結んでいる限り逆らうことはできないだろう。
貴方は分かった、と返答した。",""
"<アル>
『うー…だよね……
　命令されて戦うなんて、しんどいと思うし！』",""
"貴方はアルとともに、メイドサキュバスにそう文句を告げる。
すると、彼女は少しため息をついて口を開いた。",""
"<メイドサキュバスA>
『家畜である貴方に拒否権などありませんよ。
　貴方よりも私の方が立場が上なこと、
　ゆめゆめお忘れなきよう。』",""
"<メイドサキュバスA>
『あまりに抵抗するようであれば……　
　契約の力を使ってもいいのですよ？
　私の言葉が優しいうちにしたがってください。』",""
"<アル>
『うぅぅ……
　そうだった、この子に負けて、
　契約を結ばされちゃったんだよね……』",""
"彼女の脅すような言葉に、アルと貴方はひるむ。
敬語で話す彼女に勘違いしてはならない、
自分は彼女の家畜なのだ……
その言葉にそう意識させられた。",""
"<メイドサキュバスA>
『ご安心ください。
　貴方がきちんと役目さえ果たしてくだされば、
　契約の力を行使することはありませんから。』",""
"そう言葉を発する彼女に、
貴方は分かったと頷くことしかできなかった。",""
"<メイドサキュバスA>
『ええ、ご理解いただきありがとうございます。
　2つ目の役割についてですが…
　お昼にためた経験値を吐き出すことです。』",""
"<メイドサキュバスA>
『端的に言えば、
　毎夜にレベルドレインを受けていただきます。
　以上の2つが貴方の主な役割ですね。』",""
"メイドサキュバスはそう言葉を締めくくる。
毎夜にレベルドレイン……
その行為を想像し、貴方は股間に血流が集まるのを感じる。",""
"<メイドサキュバスA>
『あら…やる気は十分のようで何よりです。
　夜にはたっぷりと可愛がって差し上げますので、
　今からの経験値稼ぎを頑張ってくださいね。』",""
"思わず勃起してしまったことをくすりと笑われる羞恥に、
貴方は顔を赤くしながらも頷くしか出来なかった。",""
"<アル>
『…今は言うこと聞くしかないよね…』",""
"<メイドサキュバスA>
『それでは、
　そろそろ広場の方に向かいましょうか。
　私についてきてください。』",""
"そう言ってメイドサキュバスは貴方を案内する。
広場は建物からでた直ぐ正面に会った。",""
"<メイドサキュバスA>
『ここが広場です。
　下側が貴方が侵入したお屋敷に、
　右と左は同じく狩場に繋がっています。』",""
"<メイドサキュバスA>
『ここで、一日に30000経験値を稼いでください。
　先ほども言いましたが、
　稼ぐまではここから出られませんよ。』",""
"<アル>
『さ、さんまん！？
　め、めちゃくちゃ多いよ……！？』",""
"メイドサキュバスが告げた数値に、
貴方とアルは驚きをあらわにする。
そんな貴方にメイドサキュバスはにこりと微笑んだ。",""
"<メイドサキュバスA>
『コロシアムで3勝した貴方なら、
　いくら弱くとも7時間程度戦い続ければ、
　稼げるはずの数値ですよ。』",""
"<メイドサキュバスA>
『今日は案内のため、
　稼いだ後はすぐにレベルドレインに移りますが…
　明日からは早めに終われば自由時間もございますから。』",""
"<メイドサキュバスA>
『それでは、私はここで見張っていますから、
　何かあれば遠慮なく声をかけてください。
　それでは、頑張ってくださいね。』",""
"<アル>
『うぅ～！
　や、やるしかないってことだよね！
　頑張ろ、\n[1]！』",""
"<メイドサキュバスA>
『それではさっそく家畜として、
　貴方がどのように生活するのか……
　その説明をお話ししましょうか。』",""
"<メイドサキュバスA>
『それでは、私はここで見張っていますから、
　何かあれば遠慮なく声をかけてください。
　頑張ってくださいね♡』",""
"<メイドサキュバスB>
『おっはよ～♪
　随分気持ちよさそうに眠ってたじゃん。
　私のパンツに寝かしつけられて快眠だった？』",""
"貴方が目を覚ますと、
にししと笑いながらメイドサキュバスがそう声をかけてくる。",""
"快眠だった",""
"悪夢を見た",""
"<メイドサキュバスB>
『にしし♡それは何より♡
　なんてったって今から力仕事だもん。
　しっかり休んでないと♡』",""
"<アル>
『力仕事…？
　うぅ……家畜にされちゃったんだもん。
　何をさせられちゃうのかな…』",""
"メイドサキュバスのその言葉に貴方とアルは首を傾げる。
いったい、何をやらされるのだろうか……",""
"<メイドサキュバスB>
『あれ？そうだったの？
　その割には気持ちよさそーな顔しながら寝てたけど。
　ま、気持ちを切り替えなよ♡』",""
"<メイドサキュバスB>
『アンタは私の家畜として、
　これからやらなきゃいけないことがあるんだからさ♡
　しっかり働いてね？』",""
"<アル>
『うぅ……家畜にされちゃったんだもんね…
　何をさせられちゃうのかな…』",""
"メイドサキュバスのその言葉に貴方とアルは反応する。
いったい、何をやらされるのだろうか……",""
"<メイドサキュバスB>
『何をさせられるか気になる？
　それを今から私が説明してあげる♡
　だから、よーく聞くようにね。』",""
"<メイドサキュバスB>
『まずアンタが第一にやらなきゃいけないのは、
　広場で経験値稼ぎかな。
　ひたすら敵を倒してもらうからね♡』",""
"<メイドサキュバスB>
『たくさん経験値稼ぐまで、
　狩場から外になんて出られないから覚悟しとくよーに♡
　ま、そんなに難しいことじゃないでしょ？』",""
"メイドサキュバスBはそうにこりと笑う。
経験値稼ぎ…
確かに、これまでとそう変わらないのかもしれない。",""
"<メイドサキュバスB>
『お、聞き訳がいーじゃん♪
　そっちの方が手間が省けて助かるなー♡
　躾けをする手間がかからないから♡』",""
"<アル>
『し、しつけ……
　今は抵抗できないんだし、
　さ、逆らわなくてよかったかも……？』",""
"メイドサキュバスのその恐ろしい言葉に、
貴方とアルは背筋を震わせる。
フレンドリーに見えても彼女の方が立場が上なのだと、
その言葉に理解させられた。",""
"<メイドサキュバスB>
『そんなに怖がらなくていいってば♡
　素直に従ってる限り、
　躾けされることなんてないだろうし？』",""
"貴方のそんな態度に、
メイドサキュバスは笑みを浮かべたままそう言葉を続けた。
今は、逆らうのはやめておこう……",""
"<メイドサキュバスB>
『ふーん？
　家畜のくせに、そういうこと言うんだ？
　自分の立場が分かってないのかなぁ♡』",""
"そうメイドサキュバスが微笑むと、貴方は身体の内側から、
燃えるような興奮が湧き上がるように感じる。
肉棒は痛いほど勃起し、
身体中に力を入れるようにシーツをつかんでしまう。",""
"<アル>
『\n[1]！？だ、大丈夫！？』",""
"そんな貴方をアルは心配するが、
貴方に彼女に返事をする余裕はない。
狂いそうなほどの興奮に、
息が荒くなってしまう。",""
"<メイドサキュバスB>
『ほいっと♪
　こんなところでいいかな♡
　どう？結構効くでしょ。私の躾け♡』",""
"メイドサキュバスがそう言うと、
貴方の身体を支配していた興奮の波が引いていく。
貴方は荒い息をつきながら彼女を見上げた。",""
"<メイドサキュバスB>
『これで分かった？
　アンタはもう私に逆らえない♡
　私の言うことは素直に聞いといたほうがいいと思うよ？』",""
"そう自分を見下ろす彼女に、
自分はすでに支配されているのだと嫌でも実感する。
今はもう、逆らう気にはなれなかった。",""
"<アル>
『うぅ～……
　今は、大人しく言うこと聞くしかないよね……』",""
"<メイドサキュバスB>
『じゃ、話を続けよっか♡
　アンタには昼間に経験値を稼いでもらうわけだけど、
　もちろんそれで終わりじゃないよ。』",""
"<メイドサキュバスB>
『そっからはご褒美タイム♡
　気持ちよーくなりながら、
　ためた分の経験値を全部吐き出してもらうわけ♡』",""
"メイドサキュバスはにししと笑いながら、
手を筒状に丸めて軽く動かす。
その動きに貴方は思わずのどを鳴らしてしまう。",""
"<メイドサキュバスB>
『毎晩私に気持ちよくしてもらえるって、
　天国みたいでしょ？その分しっかり、
　昼間には経験値をちゃんと稼いでよね♡』",""
"手の動きに目を奪われる貴方をクスリと笑いながら、
メイドサキュバスはそう告げる。
そんな彼女に、分かった、とそう返事をするしかなかった。",""
"<メイドサキュバスB>
『はい、素直でよろしい♡
　じゃ、さっそく狩場に向かおっか。
　案内してあげるからついてきて？』",""
"そう先導するメイドサキュバスに貴方は従う。
彼女の言う狩場は建物から出てすぐ真正面にあった。",""
"<メイドサキュバスB>
『ここが狩場だよ♡
　ま、建物から出てすぐだから迷うことはないと思うけど。』",""
"<メイドサキュバスB>
『アンタにはここで、
　30000経験値稼ぐまで戦ってもらうからね♡
　きりきり頑張るよーに♡』",""
"<メイドサキュバスB>
『何か文句ある？
　私に躾け、されたいのかなぁ？♡』",""
"笑顔の彼女に、背筋が震える。
ここは大人しくしたがった方がよさそうだ……
貴方は彼女に文句ありません、とそう告げた。",""
"<メイドサキュバスB>
『うんうん、当然だよね♡
　ま、アンタもコロシアムで3勝したんでしょ？
　それなら7時間くらいで終わるって♡』",""
"<メイドサキュバスB>
『じゃ、私はここで見張ってるから♡
　ため終わったら声かけてよ。
　頑張ってねー♡』",""
"<メイドサキュバスB>
『おっはよ～♪
　今日から私がアンタのご主人様代理だから、
　よろしくね～♡』",""
"ご主人様代理？",""
"<メイドサキュバスB>
『メイド長は忙しいからね～。　
　その分私にお役目が回ってきたってわけ♡』",""
"<メイドサキュバスB>
『安心しなよ♡
　ちゃんとアンタのご主人様の権利は譲り受けてるし、
　ちゃーんと躾けもできるからさ♡』",""
"<アル>
『譲る、なんてできるんだ…
　う～、この子に負けたわけじゃないのに、
　なんか納得いかないよね……！』",""
"メイドサキュバスのアルはそう言葉を漏らす。
貴方もアルに同感で、彼女に、
「お前に従う義理はない」と伝えた。",""
"<メイドサキュバスB>
『にしし♡さっきの私の話聞いてた～？
　今は私にご主人様の権利があるの♪
　こんな風に……躾けもちゃんとできるって言ったじゃん♡』",""
"<メイドサキュバスB>
『ほらほら～♡
　家畜のくせに生意気なこと言ってごめんなさいは？
　ちゃーんと土下座しながらね♪』",""
"メイドサキュバスはそう楽しそうに笑う。
貴方は息も絶え絶えに、
うまく動かない身体を無理やり動かして土下座する。
そして、謝罪の言葉を口にした。",""
"<メイドサキュバスB>
『はい、よろしい♡
　これ、結構効くでしょ？
　どんな強情な家畜でも我慢できないし♡』",""
"<メイドサキュバスB>
『こんな風に躾けされたくなかったら、
　素直に私をご主人様って慕うこと♡分かった？』",""
"そう脅すように言うメイドサキュバスに、
貴方は分かった、とそう返事をすることしかできなかった。",""
"<メイドサキュバスB>
『言葉遣いがなってないな～♡
　分かりましたご主人様、でしょ？
　ほら、もう一回♡悶えちゃえ♡』",""
"再び耐えられないほどの興奮が内側から湧き上がる。
許容できる範囲を超えた興奮に貴方はのけぞってしまう。",""
"<アル>
『\n[1]！？
　お、お願い！もう、やめて！』",""
"アルが懇願する様にメイドサキュバスにそう言うが、
彼女にその言葉は届かない。
貴方は必死で口を開く、
「分かりましたご主人様」とそう口にした。",""
"<メイドサキュバスB>
『そうそう、やればできるじゃん♡
　今度からは躾けされる前に、
　自主的に私に従いなよ～？』",""
"くすくすと微笑む彼女に見下ろされ、
貴方は「分かりました」と力なく言葉を漏らすしかなかった。",""
"<アル>
『うぅ～……
　こ、こんなの酷いよ…………』",""
"<メイドサキュバスB>
『じゃ、そろそろアンタが家畜として、
　やらなきゃいけないことを私が教えてあげるから、
　よーく聞きなよ？』",""
"どのみち、躾けをされると思えば、
彼女の言葉に異議を申し立てることなんてできない。
そんな貴方をメイドサキュバスはニコニコと見下ろしていた。",""
"手の動きに目を奪われる貴方をクスリと笑いながら、
メイドサキュバスはそう告げる。
そんな彼女に、分かりました、
とそう返事をするしかなかった。",""
"<可憐>
『おはよ、\n[1]君♪
　ぐっすり眠ってたけど…
　どう？寝る前のこと覚えてる？』",""
"貴方が目を覚ますと、
可憐がニコニコと微笑みながらそう声をかけてくる、
そんな彼女の言葉に犯されてしまったことを思い出し、
貴方は羞恥に顔を赤く染めた。",""
"<可憐>
『ん♪
　その様子だとしっかり覚えてるみたいだね♪
　今日からは私がご主人様だから、よろしくね？』",""
"<可憐>
『私も\n[1]君が初めての家畜だから、
　ちょっと頼りないかもしれないけど……
　私もご主人様として頑張るから♪』",""
"そう微笑む可憐に、
貴方は何とも言えない気分になる。
この少女の家畜にされてしまった、
それはあまり実感のわかないことであった。",""
"<アル>
『この子に家畜にされちゃった……
　初めて会ったときとか考えると、
　なんだか複雑だよね……』",""
"貴方のそんな感情に同意するように言葉を漏らしたアルに、
貴方は頷いた。",""
"<可憐>
『私がご主人様って変な感じする？
　実はまぁ、私もなんだよね。
　\n[1]君とはずっと対等だったし…………』",""
"<可憐>
『でも、\n[1]君は私に負けちゃったんだもん。
　ちゃんと受け入れてね？例えば……うん、
　今からはちゃんと敬語で話してもらおっかな？』",""
"分かりました",""
"<可憐>
『お、素直だね♪
　うん、ちゃんとそうしてくれてれば、
　私もやりやすいかな♡』",""
"<可憐>
『それじゃ、ご主人様である私が、
　\n[1]君に家畜としてのお仕事を教えてあげる♪
　よく聞いててね？』",""
"<可憐>
『\n[1]君～？分かってないよね？
　ほら、ちゃんと敬語を使う！
　じゃないと………お仕置きしちゃうよ？』",""
"ごめんなさい、分かりました",""
"可憐に敬語なんて使えない",""
"<可憐>
『うん、分かってくれればいいんだよ♪
　私もあんまりお仕置きなんてしたくないしね？』",""
"<可憐>
『ふ～ん？まぁ、気持ちは分かるけど……
　でも、立場は最初にはっきりさせておかないとだよね。
　ちょっと辛いかもだけど…お仕置きしちゃうから♡』",""
"可憐がそう言葉を発すると同時に、
貴方は身体の内側から燃えるような興奮を感じる。
肉棒は痛いほど勃起し、
身体中に力を入れるようにシーツをつかんでしまう。",""
"<アル>
『\n[1]！？大丈夫！？』",""
"<可憐>
『\n[1]君を縛る契約の魔術を使えば、
　こんなこともできるんだよ？
　息できないほど興奮しちゃって、苦しいでしょ♪』",""
"<可憐>
『ほら、ごめんなさい可憐さまって、
　そうちゃんと言えたら解除してあげる。
　言わないなら、気絶するまで続けちゃうよ？』",""
"可憐はうずくまる貴方を見下ろし、
そう言葉を投げかける。
貴方は身体を支配する興奮に息も絶え絶えに、
何とか「ごめんなさい可憐さま」とそう口にした。",""
"<可憐>
『ふふ♡ちゃんと言えて偉いね♪
　これで分かったかな？
　\n[1]君は絶対に私に逆らえないんだよ♪』",""
"<アル>
『うぅ～……
　笑顔であんなことするなんて、酷いよ…』",""
"アルは恨めしそうに可憐を見るが、
当然彼女はその視線に気づかない。
可憐は貴方に立場を分からせるように見下ろしている。",""
"<可憐>
『まず\n[1]君には、
　外の広場で経験値を稼ぐために敵と戦ってもらいます♪
　それが第一のお仕事かな？』",""
"<可憐>
『ちゃんと十分な量を稼がないと、
　広場から出してもらえないから頑張ってね？
　大丈夫、\n[1]君ならきっと簡単だよ♪』",""
"可憐は笑顔で貴方にそう告げる。
強制労働……そんな言葉が頭に浮かんだ。
しかし、契約の魔術がある限り逆らうことはできない…",""
"<アル>
『とにかく敵を倒してレベルアップしなきゃ、
　ってことだよね………』",""
"可憐の言葉からアルが短く内容をまとめる。
彼女の言う通り、
ひたすら敵と戦わなければいけないということだろう。",""
"<可憐>
『で、経験値を稼いだ後だけど…
　なんとなく察しはつくよね？
　昨日みたいにレベルドレイン、だよ♪』",""
"<可憐>
『\n[1]君が頑張って溜めた経験値、
　ぜーんぶ私がおまんこで搾り取ってあげる♪』",""
"可憐のその言葉に昨夜の快楽が頭をよぎり、
肉棒が反応してしまう。",""
"<可憐>
『ちゃんと頑張った分だけ、
　めいいっぱい気持ちよくしてあげるから、
　期待しててね？』",""
"そんな貴方に笑みを浮かべながら、
可憐はにこりと笑みを浮かべた。",""
"<可憐>
『さ、話さなきゃいけないことはこれくらいだし…
　そろそろ広場の方にいこっか♪
　案内してあげるから、ついてきてね♪』",""
"そう先導する可憐に貴方は従う。
彼女の言う広場は建物から出てすぐ真正面にあった。",""
"<可憐>
『ここが広場だよ♪
　\n[1]君にはここで、
　30000経験値をためるまで戦ってもらうね。』",""
"可憐が告げた数値に、
貴方とアルは驚きをあらわにする。
そんな貴方に可憐はにこりと微笑んだ。",""
"<可憐>
『確かにちょっと多いと思うけど…
　でも、大丈夫♪\n[1]君なら、
　6時間くらいで終わらせられるんじゃないかな？』",""
"<可憐>
『大変だと思うけど、頑張って？
　その分夜に、うんと気持ちよくしてあげるからね♡』",""
"可憐は貴方の耳元に唇を近づけ、そう囁く。
彼女の言葉に貴方の心臓はドクンと跳ねてしまった。",""
"<可憐>
『じゃ、私はここで見張ってるから、
　何かあったら遠慮なく声をかけて♪
　どれくらい稼いだ、とかも教えてあげるから♡』",""
"<アル>
『うぅ～…
　に、逃げだすためにもレベルは必要だろうし…
　頑張ろうね、\n[1]！』",""
"<メイドサキュバスA>
『記憶の方はどうでしょうか？
　しっかり残っているでしょうか、
　脱走に失敗したお馬鹿な家畜さん♡』",""
"<アル>
『っ！こ、この子に負けちゃって……
　今度は、この子の家畜にされちゃったんだよね……』",""
"アルはがっくりと肩を落とす。
せっかく優香が解放してくれたというのに……
またしても家畜にされてしまった自分に、
貴方は情けなさを感じる。",""
"<メイドサキュバスA>
『誰が協力したのか証拠はありませんが……
　およそ、想像はついています。
　ですが、彼女に処罰はないので安心してください。』",""
"<メイドサキュバスA>
『もちろん、
　貴方にも処罰はありませんよ。
　これまで通り家畜として生活して頂くだけです。』",""
"<アル>
『え……？そうなの？
　それは嬉しいけど……なんでなんだろ？』",""
"メイドサキュバスの言葉に、
貴方とアルは首を傾げる。
逃げ出そうとしたのだから、
何かしらの罰はアルのかと思っていたが……",""
"<メイドサキュバスA>
『不思議そうな顔ですね。
　簡単なことです。逃げ出しても無駄なのだと、
　他の家畜に対していい見せしめになるからですよ。』",""
"<メイドサキュバスA>
『まぁ、
　貴方に逃げられたご主人様はご立腹でしたが……
　よかったですね？私の家畜に慣れて。』",""
"<メイドサキュバスA>
『もし元のご主人様に敗北していたら……
　どんな処罰があったか、
　想像もつきませんものね。』",""
"くすりと微笑むメイドサキュバスに、
貴方は背筋を震わせる。
まだ彼女の家畜になれてよかったのかもしれない……",""
"<メイドサキュバスA>
『もちろん、また逃げだしたりなどしたら…
　次はこうもいかないので、
　そのことはゆめゆめお忘れなきように。』",""
"<アル>
『うぅ～…
　ずっと家畜でなんていられないけど……
　きょ、今日は大人しくしとこっか…………』",""
"そう言葉を漏らすアルに貴方は頷き、
メイドサキュバスに分かりましたと返答する。",""
"<メイドサキュバスA>
『ご理解いただけたようで何よりです。
　それでは、家畜の役目については、
　私から改めて節女うするまでもありませんよね？』",""
"<メイドサキュバスA>
『さっそく広場の方に向かいましょうか。
　頑張って経験値を稼いでくださいね。』",""
"そう言ってメイドサキュバスは先導する。
戦いを強制される、その広場に連れていかれた。",""
"<メイドサキュバスA>
『一応貴方は初日の家畜扱いです。
　ですから自由時間はありませんのでそのおつもりで。』",""
"<メイドサキュバスA>
『それでは、私はここで見張っています。
　何かあれば遠慮なく声をかけてください。
　頑張ってくださいね♡』",""
"<メイドサキュバスB>
『おっはよ～♪
　脱走に失敗した間抜けな家畜さ～ん♡
　馬鹿だよね～、男が逃げられるわけないのに♡』",""
"<メイドサキュバスB>
『ま、安心したら？
　アンタにもアンタの協力者にも、
　特に何か罰があるわけじゃないってさ♡』",""
"<メイドサキュバスB>
『それだけアンタの脱走なんて、
　大したことじゃないってことじゃない？
　現にこうして簡単に鎮圧できたんだし♡』",""
"<メイドサキュバスB>
『まぁでも、アンタの元ご主人様は怒ってたみたいだけど？
　よかったね～♡
　元ご主人様にお仕置きされる前に、私の家畜になれて♡』",""
"<メイドサキュバスB>
『元ご主人様に捕まってたら、
　廃人になるまで調教されてたんじゃない？
　私ならそうするもん♡』",""
"メイドサキュバスは何でもないようにそう笑う。
もし自分が彼女から逃げ出して、
また失敗したとしたら……
そう考えると背筋がぞくっと震えた。",""
"<メイドサキュバスB>
『とにかく、誰に協力してもらったか知らないけど…
　逃げ出そうとしたって無駄だって分かったでしょ？
　これからは私の家畜として、まじめに尽くすよーに♡』",""
"<アル>
『う、うぅ～……
　とにかく、今のところは従ったほうがいいよね…
　また、チャンスをうかがお？』",""
"笑顔を近づけるメイドサキュバスに、
貴方とアルは恐れを抱き、こくんと首を縦に振る。",""
"<メイドサキュバスB>
『はい、よろしい♡
　アンタは元々家畜だったんだし、
　今更説明とか必要ないよね？』",""
