"EV001",""
"<アル>
『あぅ……
　あ、遊ばれちゃってるよぉ…
　\n[1]、いったんここから離れてリフレッシュしよ？』","<Al>
""Auuh...  \n[1], she's playing with you...
 I think it would be for the better to leave the arena 
 until your mind is cleared after the last match..."""
"『きゃは♡
　私と同じくらいの年齢で、
　ここで一番弱い女の子に負けちゃったお兄ちゃん♡
　ねー、よく表を平気で歩けるねー♡』","""Kyaha♡ You're that guy who lost to the weakest slave
 girl♡ I can't believe someone who's about my age
 would lose against her♡ You have some courage to
 visit the audience after your match♡"""
"『恥ずかしくないのぉ？♡情けなくないのぉ？♡
　あの子に負けたお兄ちゃんはぁ、
　今はここで一番弱いって思われてるんだよー♡』","""Don't you feel ashamed? Don't you feel miserable?
 You're the only one who has lost to that girl, which  
 makes you the weakest person in the city♡ And the 
 whole audience was there to witness it♡"""
"<アル>
『うぅ……
　あ、あれは弱点を突かれたからで…
　本当なら、\n[1]が勝ってたはずだもん…』","<Al>
""Auh.... I-It was only because she exploited your
 weakness... \n[1], normally you wouldn't
 have lost, right?"
"EV014",""
"『あら……この前カウントダウンでイかされて、
　泣いちゃってた情けない男の子じゃない♡
　私に何か用かしら♡』","""Oh... You're that miserable guy who cummed in
 countdown♡ What business might you have with me?"""
"<アル>
『うぅ～……
　み、みられちゃってたんだよね…
　き、気にしないほうがいいよ？\n[1]…』","<Al>
""Uuh... A-A lot of people saw that after all...
 \n[1], you shouldn't let it bother you,
 okay?"""
"『コロシアムでお気に入りの選手を見つけると、
　なかなか楽しめるものなのよ。
　最近はあまり出会えていないのだけれど……』","""It's quite entertaining to watch your favorite 
 players duke it out in the arena. Regrettably, my
 favorites haven't participated in a while..."""
"<アル>
『お気に入りの選手を応援するって、　
　確かに楽しそうだよね♪
　今度、探してみるー？』","<Al>
""Rooting for your favorite sounds like fun♪ Why don't
 we see if someone catches our eye?"""
"『あら……うふふ♡
　貴方の投げキッスしてほしいっていうおねだり、
　観客席にもよく聞こえてたわよ。
　本当に情けないおねだりだったわ♡』","""Oh... Ahaha♡ I clearly heard it how you begged for 
 blown kisses during your match♡ It was one of the 
 most miserable things I've seen♡"""
"<アル>
『うぅ～……
　あ、あれは……しょうがない、よね…
　あの子が相手だったんだもん…』","<Al>
""Uuuh... T-That was... It couldn't be helped, right?
 Our opponent was that girl after all..."""
"『うふふ♡
　おめでとう、貴方が今この街で一番最弱よ？
　いろんな人に試合に誘われるんじゃないかしら♡
　よかったわね、女の子にモテモテよ？』","""Ahaha♡ Congratulations♡ You've just been crowned as 
 the weakest player in the city♡ I'm sure that you're 
 going to get really popular among girls now♡ Everyone 
 wants to challenge you into a match so badly♡"""
"『……私？
　私は弱い者いじめは好きじゃないの♡
　貴方のとても無様な姿には少しそそられるけれどね♡』","""...Oh, what about me? I'm not interested in bullying
 weak people like you♡ Although... The shameless sight
 you showed in that match got me slightly excited♡"""
"<アル>
『うぅ～…弱いもの…
　\n[1]は弱くなんかないもん……』","<Al>
""Uuh... \n[1], isn't weak..."""
"『あら……貴方は…
　残念だわ………もう試合に出ることはないのよね？
　3つの証を手に入れたんだもの。』","""Oh... You're... How regrettable. You aren't going to
 fight in the arena any more, right? You got all the
 three medals after all."""
"『え？どうしてそんなこと知っているのか？
　うふふ♡私は「いろいろな意味」で、
　貴方のファンだったんだもの♡』","""Oh? Why do I know that you have won all three medals? 
 Ahaha♡ That's because I've become your fan♡ And I 
 mean that in more ways than one♡"""
"<アル>
『い、色々な意味……
　どういう意味なのかは聞かないほうがよさそうだよね…』","<Al>
""I-In more ways than one...? We should probably avoid 
 asking what exactly she means by that..."""
"EV015",""
"『自分じゃ参加する勇気はないけど…
　観戦するのは好きなの…♡
　たまに、すごく面白いショーが見れたりするんだよ？』","""I don't have the courage to fight in the arena, but I
 really like to watch the matches♡ Sometimes the shows
 the players put on are really intense...♡"""
"<アル>
『そ、それは白熱した試合って意味なのかな？
　それとも………』","<Al>
""D-Does he mean that the fighting gets intense?
 It couldn't that it's the..."""
"『あ、この前負けてたお兄さん……♡
　女の子のお尻の下に敷かれるのは、
　そんなに気持ちよかった……？♡』","""Ah! You're the guy who lost the recent match♡ Hey, 
 does it really feel so good when a girl sits on your 
 face?"""
"『ふふ…♡もしよければ、
　私もお尻でお兄さんの顔をつぶしてあげるけど……？♡』","""Ahaha♡ If you would like, I could sit on your face 
 right now♡ How about it?"""
"お願いする","Please do"
"断る","Refuse"
"『あは…♡ほんとにお尻で潰されたかったの？
　変態…♡冗談に決まってるじゃないですか…♡』","""Ahaha♡ Do you want me to crush your face with my ass 
 that badly? You dirty pervert♡ I was naturally only
 joking♡"""
"<アル>
『\n[1]……し、しっかり！
　次こそあの子に勝たなきゃなんだから、ね？』","<Al>
""\n[1]... G-Get your head straight!
 We need to beat that girl next time!"""
"『そうだね、そんなお願い、
　恥ずかしくてできないよね……♡
　でもお兄さん、勃起してる♡』","""Yes, I figured it would be too embarrassing to ask a 
 girl to sit on your face♡ However, I see that you've 
 popped a boner♡"""
"『私のお尻の下敷きにされるって、
　ちょっと想像しちゃった……？
　どうしようもない変態だね……♡』","""Did you imagine how amazing it would be feel to lay
 under my ass? You're such a hopeless pervert♡"""
"<アル>
『こ、これは……
　違うもん、そういうのじゃないよね？\n[1]……』","<Al>
""T-That's... Y-You didn't imagine anything like that,
 right, \n[1]?"""
"『あ、ふふ…♡
　負けた上に自分から投げキッスをおねだりしてた、
　恥ずかしいお兄さん……♡』","""Oh... Ahaha♡ You're that shameless man♡ Not only did 
 you lose to the blown kisses, you also begged your 
 opponent to give you many more of them♡"
"『おちんちんを足で踏まれちゃってたのに、
　投げキッスとの合わせ技に我慢できなかったんだよね…♡
　すっごいみっともないショーだったよ…♡』","""You couldn't endure it when she both trampled your 
 penis and blew kisses at the same time♡ It was such 
 an indecent show to witness♡"""
"<アル>
『うぅ～…あの子が相手だったんだもん…
　仕方ない、仕方ないよ……』","<Al>
""Uuh... It was because your opponent was so strong...
 It couldn't be helped..."""
"『ねぇ、お兄さん……♡
　お兄さんくらい弱い人なら、私でも勝てると思うの……♡
　だから、私とコロシアムで戦ってくれないかな…♡』","""Hey, you♡ I think I could win a fight in the arena
 if someone as weak as you was my opponent♡
 So... Won't you have a match with me?"
"『みんなの前でたっぷり気持ちよくしてあげるよ…？
　ね、だからさ、私の指名……受け付けてよ♡』","""I promise to make you feel amazing while everyone is 
 watching♡ That's why... Please accept my nomination 
 match♡"""
"黒髪の女性はにやにやと貴方を見下した笑みを浮かべ、
貴方をそう誘う。
貴方はそんな彼女の誘いを首を横に振って拒否した。","The black-haired woman invited you to a match while 
looking down on you with a grin. You shook your head 
to refuse her invitation."
"『ふーん…
　負けるのが怖いんだ…♡
　そうだよね、お兄さん、この街で一番弱いもんね…♡』","""Oh... Are you scared to lose? I guess that's given 
 when you're the weakest player in the city♡"""
"『自分より強いって分かってる女の子からの指名なんて、
　受けられるわけないよね……意気地なし…♡』","""You wouldn't accept a nomination from a girl who you  
 know to be stronger than yourself...♡ You're that
 kind of coward♡"""
"<アル>
『うぅ～…今は耐えよ？
　レベルを上げて、力を付けて、
　もうこんなこと言われないように頑張ろうね…』","<Al>
""Uuuh...  \n[1], please endure it for now.
 Let's work on leveling up and getting so strong that 
 no one can say stuff like that anymore!"""
"『はぅ……こ、来ないでください！
　私、強い男の人って苦手なんです……！』","""Auuuh... P-Please don't come any closer! I'm not good
 with strong men!"""
"<アル>
『え、え～…………
　なんか、凄い理不尽なこと言われてる気がする…』","<Al>
""E-Eh? I have a feeling she's saying something really
 unreasonable..."""
"EV016",""
"『己のプライドをかけて戦う姿は、美しいものだよな。
　私はそれを見にここによく来るんだ。』","""It's a beautiful sight to watch players fighting with 
 their pride on the line. That's what I come for to the
 arena."""
"<アル>
『熱いぶつかり合いってやつだね！
　確かに誇りをかけて戦う姿って、
　なんかひかれちゃうの分かるなー♪』","<Al>
""They're clashing with everything they have, right?
 I can understand how that draws you in♪"""
"『ふふ…恥をさらした敗者じゃないか。
　あまりここには来ないほうがいいぞ。
　己の実力不足を反省して、また鍛え直すんだな。』","""Ahaha. You're one of the losers from the recent 
 matches, right? I can't recommend coming to the 
 audience seats after such display. You should reflect 
 on your lack of strength and go train yourself."""
"<アル>
『うぅ～……悔しいけど、そうだよね……
　レベルを上げて強くなって、あの子にリベンジしよ！』","<Al>
""Uuh... It's frustrating, but she's right. Let's go
 level up and become stronger! Then we'll win the
 rematch against that girl!"""
"『全く…
　ただ敗北するだけならともかく、
　自分から投げキッスをねだるなど……
　選手の風上にもおけない姿だったぞ。』","""Good grief... I can understand a loss, but you went 
 out to even beg your opponent to blow kisses at you.
 That's not something a fighter should do."""
"『お前のような不甲斐ない男など、
　このコロシアムには不要だ。　
　二度と試合に出ないことだな♡』","""Disappointing men like you are not needed in the 
 Colosseum. Please don't participate ever again♡"""
"<アル>
『うぅ～……凄い言われよう……
　で、でも先に進むために、
　ここでくじけるわけにはいかないよね！』","<Al>
""Uuh... She's saying some horrible things... But we
 can't back down here since we need to fight in order
 to advance the game!"""
"『まさかあの子に負けるほど弱いとはな…
　どうしてそんな実力で、
　コロシアムに出場したりしたんだ？』","""I can't believe you're so weak that you would lose to 
 that slave girl... Why would you participate in the 
 Colosseum when you have no chance?"""
"『お前みたいな雑魚は街で、
　「弱くて勝てない私にお恵みをください」と……
　プラカードでも下げて乞食でもやっていた方が、
　まだ稼げるだろうに♡』","""A weakling like you might as well become a beggar and 
 carry a sign that reads: 'Please give this weakest
 man some alms.' Perhaps you might earn something that
 way♡"""
"<アル>
『あぅぅ……そんな……何もそこまで言わなくても……
　気にしちゃダメだよ…？
　\n[1]なら、きっとまた強くなれるから……！』","<Al>
""Auuh... S-She's saying some horrible things...
 \n[1], please don't let it bother you...
 I'm sure that you can still become strong!"""
"『あの「夢咲恭子」に勝つとはな…
　どうやらお前のことを見くびっていたようだ。
　見事な戦いだったぞ。』","""You won against that Yumesaki Kyouko... It looks like
 I have severely underestimated you. It was a
 magnificent fight."""
"<アル>
『えへへー♪
　\n[1]はやるときはやるんだよ！
　かっこいいんだから！！』』","<Al>
""Ehehe♪ \n[1] can do it when push comes to
 shove! You looked so cool there!"""
"EV017",""
"『男ってさー♡
　大体女の子に負けちゃってるんだよねー♡
　で、みーんな情けなく犯されちゃうの♡』","""You know? Men lose their fights against women vast 
 majority of the time♡ And when they do, they get 
 reverse raped by their opponent before the whole 
 audience♡"""
"『私、
　そういう男の情けなくてダッサい姿見るの大好きなの♡
　貴方も参加するなら、そう姿見せてよね♡』","""I love the sight of men getting miserably raped like 
 that♡ They look so lame♡ If you're going to fight,
 then make sure to put  on such a show for me♡"""
"<アル>
『う、うぅー！
　参加するとしても、\n[1]は負けないもん！』","<Al>
""Uuh...! No! \n[1], won't lose!"""
"『女のお尻に敷かれて、
　みっともなーく精液出してたアンタのダッサい姿♡
　ばっちり見させてもらったよー♡』","""I clearly saw how you shamefully shot your semen load 
 while your opponent was sitting on your face♡"""
"『ほんと、男ってどうしようもないよね♡
　あんな恥ずかしい目に合わされてるのに、
　気持ちよくなっちゃうんだから♡』","""You men are seriously such hopeless creatures♡ You
 can feel good and enjoy the situation even when 
 you're publicly humiliated like that♡"""
"気持ちよくなんてなかった","I didn't enjoy it"
"……………………","......"
"『ぷっ♡そういう強がりも超ダッサい♡
　気持ちよかったからみっともなく精液出したんでしょ？
　嘘ついたって無駄でちゅよー♡』","""Pfft♡ Bluffing like that is so lame♡ It's clear that 
 you enjoyed it when you shot your cum all over the 
 arena♡ It's pointless to try to lie about it♡"""
"<アル>
『う、うぅー！
　次は、次はちゃんと勝つもん！！』","<Al>
""U-Uuuh! We're going to win next time!"""
"『なんにも言い返せないよねー♡
　だってアンタ、今も勃起してるんだもん♡
　馬鹿にされておちんぽ大きくするとか、
　ほんと超ダッサい♡』","""Can't say anything back at that, can you? After all,
 you're popping a boner right now♡ Is it such a
 turn-on for you when a girl makes fun of you? That's
 so lame♡"""
"<アル>
『違う、違うもん…
　これは、何かの間違いで…………』","<Al>
""No, that can't be it... It has to be some mistake..."""
"『なーに？もしかして、
　試合に勝ったからって褒めてもらいに来たの？
　ほんと、男って単純だよね♡』","""What? Did you come to get praised by the audience
 after winning your match or something? You men are so
 simple♡"""
"『ま、せっかくだし褒めてあげまちゅよー♡
　偉い偉い、凄かったでちゅねー♡』","""Well, I might as well praise you since you're here♡
 You're such a strong little boy♡ A good little boy
 who won your match♡"""
"<アル>
『う、うぅん……
　なんか全然褒められてる気しないよね……』","<Al>
""U-Uuuh... I don't feel like that's praise at all..."""
"『アンタのおねだり、
　観客のみんなに笑われてたねー♡
　ま、自分から投げキッスしてぇ、とか、
　すっごいダサかったし当たり前だけど♡』","""Everyone in the audience were laughing like mad when 
 they saw you begging during the match♡ The way you 
 begged for blown kisses from your opponent was so 
 lame♡"""
"『この調子で、
　この闘技場の名物でも目指してみればぁ？
　負けるたびにおねだりする最弱プレイヤーって♡』","""Why not continue like that and make a name for 
 yourself at the arena? You could be called: The
 weakest who always begs his opponent♡"""
"<アル>
『う、うぅー！
　次の試合は勝って、
　この汚名を返上しようね……！』","<Al>
""U-Uuuuh! Let's aim to win the rematch and get rid of
 any such names!"""
"『アンタ、よく観客席に来れたね♡
　最弱に堕ちるとこみんなに見られてたのに♡』","""I can't believe you would come to the audience seats♡
 Everyone here saw how you took the seat of the weakest
 player with your last loss♡"""
"『ねー？♡もうみんなに馬鹿にしてもらえた？♡
　だからアンタのおちんぽ、
　そんなにおっきくなっちゃってるのかなー♡』","""Hey♡ Did everyone make fun of you already? Is that
 why you have a raging hard boner?"""
"『ほんとみっともない♡
　後で私たちに馬鹿にされたこと思い返しながら、
　シコシコオナニーしてればー？』","""You're so pathetic♡ After this, are you going to the
 inn so that you can masturbate while recalling how we
 made fun of you?"""
"『なんならここで、
　公開オナニーしちゃってもいいんでちゅよー♡
　馬鹿にされながらおちんぽシコシコして♡』","""If you're going to do that, you might as well do it 
 right here♡ Stroke your dick while everyone watches 
 and makes fun of you♡"""
"<アル>
『う、うぅー！
　そんなことしないもん……
　し、しないよね？\n[1]…』","<Al>
""U-Uuuh! \n[1] won't do anything like that!
 You won't, right...?"""
"EV018",""
"『ここで、
　女の子に負けてる男を見ると………
　胸がドキドキしちゃうんだ…
　俺ってマゾなのかな…………』","""My heart starts racing for some reason whenever I
 see a guy lose to a girl in the arena... Maybe I'm
 a masochist?"""
"<アル>
『………マゾだね！
　\n[1]はどお？
　この人みたいに、そう言うの見るとドキドキしちゃう？』","<Al>
""...That's a sign of a masochist without a doubt!
 \n[1], what about you? Does your heart
 start racing when you see a man lose to a woman?"""
"EV019",""
"『男が負けることの方が多いせいか、
　観客もほとんど女性なのよね。
　やっぱりみんな、自分と同じ性別の選手が、
　異性に負ける姿は見たくないのかしら。』","""The audience is mostly women. That's probably because 
 men are usually the ones who lose, and no one wants 
 to see a member of the same sex losing."""
"<アル>
『んー、どうなんだろうね？
　\n[1]もやっぱり、
　男の子が女の子に負けるとこ見ちゃうと悔しいって思う？』","<Al>
""Hmm... Is that so? \n[1], is it difficult
 for you to watch a guy lose to a girl?"""
"EV020",""
"『ここってさ、決まった名前がないから
　闘技場とか、コロシアムとか、
　みんな結構好き勝手に呼んでるんだよね～。』","""The PvP area has no decided name, so everyone calls
 it whatever they like: Arena, Colosseums, and so on."""
"『ちなみに私は闘技場派。
　なんかそっちの方がカッコよくない？』","""By the way, I'm in the group that calls it arena.
 That's way cooler, right?"""
"<アル>
『どうなんだろ？
　どっちでもあんまり変わらない気がするな～』","<Al>
""Hmm... Aren't they both pretty much the same?"""
"『あ、女の子のお尻に負けてた負け犬じゃん♡
　ねぇ、すごい情けない負け方だったねー♡』","""Ah! You're that loser who lost to a girl's ass♡
 It was such a shameful way to lose♡"""
"『あんな負け方したらさ、
　寝るとき悪夢とか見たりしちゃうんじゃない？
　それで、夢精してたりして♡』","""Aren't you going to see nightmares about it when you 
 lost like that? Although, they might be wet dreams 
 from your viewpoint♡"""
"<アル>
『うぅ～、\n[1]、大丈夫？
　私がそばにいるからね……？』","<Al>
""Uuuh... \n[1], are you okay? Remember that
 I'm by your side, okay?"
"『あ、おねだり男じゃん♡
　私も結構いろんな試合見てるけど、
　負けた後に自分からおねだりしてた奴は始めてみたなー♡』","""Ah! You're the begging man♡ I've spectated many 
 matches, but you're the first one that has begged
 your opponent to pleasure you after losing♡"""
"『またおねだりみたいな恥ずかしいとこ見せてよ♡
　貴方の試合、楽しみに待ってるねー♡』","""Make sure to give the audience a spectacle that's 
 just as shameful as your begging show again♡ I can't 
 wait to see your next match♡"""
"<アル>
『うぅ～、
　つ、次は負けないもんね！
　でも、試合の前にゆっくりやすも…？』","<Al>
""Uuh... W-We won't lose the next match! ...But I think
 we should take some time to rest well before the 
 rematch."""
"『やっほ、最弱プレイヤーくん♡
　まさかあの子に負けるとはねー♡
　そんなに弱いとはびっくりしちゃった♡』","""Hello, Mr. Weakest Player♡ I can't believe you would
 lose to that slave girl♡ You really surprised me with
 how weak you are♡"""
"『ねー？あの子が弱い理由はなんとなく分かるけど、
　なんで君はそんなに弱いの？
　どうやってそんなに弱いままここに来れたのー？♡』","""Hey♡ I can guess why that slave girl is weak, but
 what's the reason in your case? How did you get this
 far into the game when you lack so much strength?"""
"女性の小ばかにしたような煽りに、
貴方は俯いて顔を歪めてしまう。","You couldn't help frowning from frustration when the 
woman made fun of you."
"『あはは♡悔しそうな顔しちゃって♡
　ねぇ……今の言葉にそんなにイラついたんならさ、
　言い返す機会与えてあげよっか？
　ここでPvPをしてあげてもいいよ♡』","""Ahaha♡ You're looking pretty frustated♡ Hey...♡
 If I happened to piss you off, do you want a chance 
 to make me eat my words? We can have a PvP fight 
 right here and now♡"""
"そうにやにやと笑みを浮かべる女性に、
貴方は何も言い返すことができない。
もし彼女とPvPをすることになっても、
今の自分では、結果が明らかに思えたからだ……","You couldn't say anything back when the woman 
suggested a PvP match with a wide grin. That's because 
you couldn't see yourself winning even if you fought."
"『ぷっ♡
　負けるのが怖くてなんにも言い返せないの？♡
　ほんとみっともない男だねー♡』","""Pfft♡ Are you so scared to lose that you can't say
 anything back? You're such a shameful man♡"""
"<アル>
『うぅ～……悔しいよね……
　今は地道に力を付けよ……？
　いつか、見返してやろうね……！』","<Al>
""Uuh... It's so frustrating to listen to her... But we 
 should aim to steadily build our strength. Then we'll 
 show her one day!"""
"『お、この前の試合見てたよ。
　あの恭子さんに勝っちゃうなんて凄いねー♪
　おめでとー♡』","""Oh! I saw your recent match. It's amazing that you
 managed to beat that Kyouko♪ Congratulations♡"""
"<アル>
『ふふ～ん♪
　\n[1]はすごいんだからね！
　よーく覚えててよね！』","<Al>
""Ehehe♪ That's because \n[1] is amazing!
 Remember that well!"""
"EV021",""
"<六花>
『うぅ……少しでも、
　勝てそうな相手を探さないと………』","<Rikka>
""Uuh... I need to find an opponent who I have even the
 slightest chance to beat..."""
"<アル>
『私たちに気づいてないみたいだね……』","<Al>
""Looks like she's not noticing us."""
