"EV001",""
"凛は貴方から紙を受け取ると、
そう言ってゴールドを取り出し、貴方に手渡しながら、
可愛らしくウインクをしてそう応援する。","Rin took back the contract and handed you the money.
After that, she gave you a cute wink and said she
would cheer for you."
"そんな彼女に、貴方は感謝の言葉を伝える。","You thanked Rin for that."
"<アル>
『えへへ♪
　これでお金の心配をせずに試合ができるね！』","<Al>
""Ehehe♪ Now we can participate at the arena without
 need to worry about money!"""
"<アル>
『後は勝つだけだよ！
　がんばろう、\n[1]♪』","<Al>
""All that's left to do is to win! Let's do this!
 \n[1]♪"""
"貴方はアルの言葉に頷き、自分に気合を入れた。","You nodded to Al and psyched yourself up for the match."
"<凛>
『え？お兄さんが負けちゃったら、ですか？』","<Rin>
""Eh? What would happen if you lost?"""
"<凛>
『う～ん、そうですねぇ……
　一応、私も仕事なので、たとえそうなったとしても、
　返さなくていい、とは言えませんね…………』","<Rin>
""Well... Because this is my job, I can't say that you
 wouldn't need to repay your loan..."""
"凛は申し訳なさそうにそう目を伏せながら、
貴方の疑問に回答する。","Rin answered while looking down apologetically."
"<凛>
『でも、きっと大丈夫ですよ♪
　ほら、私言ったじゃないですか。
　見る目には自信があるって♡』","<Rin>
""But I'm certain that you'll be fine♪ Like I said, I'm
 confident in my ability to judge people♡"""
"<凛>
『お兄さんなら勝てる、
　そう思ったからこそ、こうして声をかけたんです♪』","<Rin>
""I offered this deal to you only because I believe that
 you will win♪"""
"<凛>
『そんな私を、信頼はできませんか……？』","<Rin>
""So... Won't you believe in the me who believes in
 you?"""
"凛は不安そうに瞳を揺らしながら、
上目づかいで貴方を見つめる。","Rin looked you in the eyes with an upward gaze.
Her eyes were slightly wavering in anxiety."
"信頼する","Trust her"
"信頼できない","Don't trust her"
"<凛>
『ありがとうございます♪
　じゃあ、契約成立ということでいいですよね？』","<Rin>
""Thank you♪ That means you're going to take the loan,
 correct?"""
"そう確認する凛に、肯定する様に貴方は頷いた。","When Rin reconfirmed your decision, you nodded to her."
"<凛>
『それでは、この紙に魔力を込めてください♪
　この街での契約書のようなものです。』","<Rin>
""Then please pour your magic into this. It's a contract
 paper that we use in this town."""
"<凛>
『そう、ですか……
　確かに、初対面の私を信頼なんてできないですよね……』","<Rin>
""I see... Yes, we've just met after all..."""
"<凛>
『…分かりました、私も覚悟を決めましょう。
　お兄さんが万が一負けてしまったら、
　利子分のお金は必要ありません。』","<Rin>
""...Okay, I've made up my mind. Let me remake my offer:
 If you happen to lose by some miracle, I'll only take
 the loaned amount back without any interest."""
"<凛>
『これなら、もし負けてしまっても、
　お兄さんに損はないと思います。どうですか？』","<Rin>
""I believe that way there's no disadvantage for you.
 How does that sound?"""
"<凛>
『え？その場合は私にメリットがない？
　ふふ、大丈夫ですよ♪
　私はお兄さんなら勝てると、信じていますので♡ちゅっ♡』","<Rin>
""Eh? I won't have anything to gain this way? Ehehe♪
 You're right♪ But that's because I'm just that sure
 that you will win♡ Smooch♡"""
"そう言い、凛は貴方のほほに柔らかな唇を軽く押し付ける。","After saying that, Rin kissed you on the cheek."
"<凛>
『えへへ、応援の口づけです♡
　私のためにも、勝ってくださいね？お兄さん♪』","<Rin>
""Ehehe♪ That's my kiss of support♡ Please win your
 match for my sake too♪"""
"貴方は唐突な彼女の行動に顔を赤くしながら頷いた。","You couldn't help blushing at Rin's sudden kiss and
nodded back at her."
"<凛>
『ありがとうございます♪
　それじゃあ、契約成立、ということでいいですよね？』","<Rin>
""Thank you♪ So does that mean you're going to take the
 loan?"""
"凛は貴方にそう確認する。","With that, Rin asked for your decision."
"お金を借りる","Take the loan"
"やっぱりやめておく","Don't do it"
"一応内容を確認すると、
貴方は7000Gを借りること、そして、
それを試合後に返すことが記載されていた。","You looked the paper over. It recorded that you're
taking 7000G loan from Rin and you need to pay it back
after your next match is over."
"<凛>
『え…………？なんで、ですか？』","<Rin>
""Eh...? Why?"""
"凛は目を丸くし、驚いた表情で貴方を見つめている。","Rin stared at you with her eyes wide in surprise."
"貴方は、ただなんとなく、
お金の貸し借りをしたくないと彼女に伝えた。","You explained that you just kind of felt bad about
taking a loan."
"<凛>
『そう、ですか……
　残念ですが、仕方ないですよね…………』","<Rin>
""Is that so... It's regrettable, but it can't be
 helped then..."""
"凛は見てわかるほどがっくりと肩を落とし、
落ち込んでしまった。","Rin looked really dejected at your refusal."
"そんな彼女に、貴方は謝罪の言葉を告げる。","You said sorry when Rin looked dispirited."
"<凛>
『いえ、いいんです。
　無理強いするものじゃないですしね…………』","<Rin>
""No, it's fine... It's not like I can force anyone to
 take a loan..."""
"<凛>
『お兄さん、では、普通に観客として応援してますね？
　頑張ってください♪』","<Rin>
""Then, I'll cheer for you in the audience. Please do
 your best♪"""
"笑顔を作り、そう応援の言葉を告げる彼女に、
貴方は感謝した。","When Rin's face finally turned back to a smile and
she cheered for you, you thanked her for her support."
"<アル>
『お金は自分で稼ぐ、だね！
　うんうん、そっちのほうがいいかも？』","<Al>
""So, we're earning that money ourselves, right?
 I think that's exactly how it should be too!"""
"<アル>
『それじゃあ、コロシアムで7000G必要ってことは忘れずに、
　がんばろー♪』","<Al>
""Let's go♪ We're going to a total of 7000G for the
 Colosseum!"""
"登録する","Register"
"指名する","Nominate"
"やめておく","Stop"
"『かしこまりました。
　7000Gの掛け金を頂きますが、よろしいですか？』","""Understood. Participating will cost 7000G."""
"貴方は女性に7000Gを手渡した。","You handed the receptionist 7000G."
"『ありがとうございます。貴方の番号は11番です。
　では、これが右手、東側控室の鍵です。
　マッチングが成立するまで中でお待ちください。』","""Thank you very much. Your number is 11, and here is
 the key to the east waiting room. Please wait in the
 room until we've finished matching you an opponent."""
"貴方は女性から東側控室の鍵を受け取った。","You took the key to the east waiting room."
"<受付>
『また、勝利した際には再度受付までお立ち寄りください。
　賞金と勝利の証をお渡しします。』","""If you win the match, please visit the reception desk 
 again, and we'll hand you the prize money and the 
 medal."""
"『お金が足りません。』","""You don't have enough money."""
"『現在待機中、
　もしくは対戦募集中のプレイヤーはいません。』","""Currently, there are no players registered for matches
 or accepting nominations from you."""
"『現在貴方の指名を受け付けているプレイヤーが1人います。
　プレイヤー名「早瀬凛」です。』","""Currently, one player accepts your nomination for
 a match. Player name: Hayase Rin."""
"『この方に試合を挑みますか？』","""Will you challenge this player to a match?"""
"はい","Yes"
"いいえ","No"
"『ありがとうございます。貴方の番号は11番です。
　早瀬凛様が1時間以内に応答されない場合は、
　掛け金を返却します。アナウンスをよくお聞きください。』","""Thank you very much. Your number is 11. If Hayase Rin
 doesn't appear within an hour, your participation
 money will be returned. Please listen to the
 announcer for the match to begin."""
"まだ凛にお金を返していない……
そちらの方を先に返したほうがいいだろう………","You haven't paid your debt to Rin yet. You should
start with that."
"『試合での勝利、おめでとうございます。
　こちらが賞金と勝利の証です。』","""Congratulations on winning your match. Here is your
 prize money and the proof of your victory."""
"貴方は14000Gと勝利の証(1人目)を受けとった。","You received 14,000G and Arena Medal 1."
"<アル>
『おー……お金とアイテムゲットだね！
　あ、そうだ。\n[1]は騙されてたわけだけど……
　一応、借りてたお金はあの子に返したほうがいいのかな？』","<Al>
""Oooh! We get money and item! Oh, right! We got cheated
 by that moneylender girl, but maybe we should still
 pay back the loan?"""
"にまにまと賞金とアイテムを眺めていたアルは、
思い出すようにそう言った。
確かに、返したほうがいいかもしれない。","Al looked at the prize money and item with a wide
smile, but then she recalled the thing with the loan.
You also felt like you should pay it back."
"……一応、凛にお金を返したほうがいいだろうか。","...You felt like you should pay back your loan to Rin
next."
"<アル>
『おー……これを3つ集めれば、
　先にすすもことが出来るんだよね？
　後2つ！がんばろ、\n[1]♪』","<Al>
""Ooh! So if we collect three of these, we can advance
 the game, right? Just two more to go! Let's get them,
 \n[1]♪"""
"まじまじと勝利の証を見つめたアルは、
貴方にそう言葉を送った。
そんなアルに、貴方は頷きを返す。","When Al said that while watching the medal, you nodded
to her in agreement."
"『それでは通常業務に戻ります。
　現在マッチングを受け付けていますが、
　登録していきますか？』","""Then, I'm returning to my normal duties. Registering
 for matches is open. Would you like to register?"""
"『現在貴方の指名を受け付けているプレイヤーが1人います。
　プレイヤー名「姫野六花」です。』","""Currently, one player accepts your nomination for
 a match. Player name: Himeno Rikka."""
"『ありがとうございます。貴方の番号は11番です。
　姫野六花様が1時間以内に応答されない場合は、
　掛け金を返却します。アナウンスをよくお聞きください。』","""Thank you very much. Your number is 11. If Himeno
 Rikka doesn't appear within an hour, your
 participation money will be returned. Please listen
 to the announcer for the match to begin."""
"試合よりも先に、六花の主人に話しかけよう。","You should talk to Rikka's master before registering
for a match."
"貴方は14000Gと勝利の証(2人目)を受けとった。","You received 14,000G and Arena Medal 2."
"<アル>
『これで2つ目！
　後は、あの子のご主人様に勝つだけだね！』","<Al>
""That makes it two medals! All that's left is for us
 to win against that slave girl's master!"""
"<アル>
『先に進むためにも、
　あの子を解放するためにも、がんばろ！』","<Al>
""Let's do our best so that we can advance the game and
 free that slave girl!"""
"アルは握りこぶしを作り、そう気合を入れているようだ。","Al raised her fist to fire herself up."
"試合よりも先に六花の主人に話しかけよう。","You should talk to Rikka's master before registering
for a match."
"試合よりも先に、六花の主人を見つけよう。","You should find Rikka's master before registering for
a match."""
"『現在貴方の指名を受け付けているプレイヤーが1人います。
　プレイヤー名「夢咲恭子」です。
　時間指定がありまして、
　明日の午前10時からの試合のみ受付可能です。』","""Currently, one player accepts your nomination for
 a match. Player name: Yumesaki Kyouko.""
 The match has been appointed to begin at 10 a.m.
 tomorrow."""
"<アル>
『時間指定…？
　そんなことできるんだね。でも、うん、ゆっくり休んで、
　試合に備えられるのは悪くないんじゃないかな！』","<Al>
""Time appointment? I guess that's also possible.
 That means we can take our time to rest and get
 ready before the match!"""
"『ありがとうございます。貴方の番号は11番です。
　明日の午前9時30までに控室への入場をお願いします。』","""Thank you very much. Your player number is 11.
 Please enter the waiting room before 9:30 tomorrow."
"<アル>
『それじゃ、
　今日はもう明日に備えて宿でやすもっか♪
　明日は頑張ろーね！\n[1]♪』","<Al>
""Then let's finish our preparations for tomorrow and
 rest at the inn♪ Let's give it our all tomorrow!
 \n[1]♪"""
"『貴方の試合は本日の午前10時からです。
　遅刻のないよう控室に向かってください。』","""Your match is set to begin at 10 a.m. today.
 Please head to the waiting room so that you won't
 be late."""
"『貴方の試合は明日の午前10時からです。
　ご健闘をお祈り増します。』","""Your match is set to begin at 10 a.m. tomorrow.
 I wish you the best of luck."""
"貴方は14000Gと勝利の証(3人目)を受けとった。","You received 14,000G and Arena Medal 3."
"<アル>
『わーい♪3つそろった！！
　これで先に進めるね！』","<Al>
""Yeah♪ That makes it three medals! Now we can advance
 to the next zone!"""
"<アル>
『\n[1]、この街でやり残したことはない？
　もしあるなら、
　先に進む前にやっておいたほうがいいかもね♪』","<Al>
""\n[1], are there still things you want to
 do in the town? If there are, we should probably
 start with those before moving forward♪"""
"そう言うアルの言葉に貴方は考え込む。
何かやり残したことはあっただろうか？
もしあるなら、やっておこう。","You thought over what Al said. Were there still things
you wanted to do in the town? Let's start with those
first, if there are any."
"もうすでに先に進む資格は手に入れた。
コロシアムに参加する必要はない。","You've already obtained all three medals to progress
further. You don't need to participate in the Colosseum
anymore."
"桃香を指名する","Nominate Momoka"
"用事はない","Never mind"
"『プレイヤーコード確認…完了いたしました。
　桃香様は貴方からの指名を受け付けています。
　すぐに指名致しますか？』","""Confirming player code... Confirmation finished.
 Miss Momoka has accepted your nomination. Would
 you like to challenge her to a match immediately?"""
"『ありがとうございます。
　貴方の番号は11番です。
　東側控室に手お待ちください。』","""Thank you very much. Your number is 11. Please wait
 in the east waiting room."""
"<受付>
『また、勝利した際には再度受付までお立ち寄りください。
　賞金をお渡しします。』","""If you win the match, please visit the reception desk 
 again, and we'll hand you the prize money."""
"『貴方の控室は右手側です。』","""The waiting room is to the right."""
"EV012",""
"鍵がかかっている。","It's locked."
"EV013",""
"試合は明日だ。
今日は宿に帰ってゆっくり休もう。","The match is tomorrow. You should go to the inn to
rest."
"リン",""
"<???>
『ん～………よさそうな人はいないかなぁ…………』","<???>
""Hmm... Is there anyone good..."""
"<凛>
『頑張ってくださいね♪お兄さん♡
　応援してますよ♡』","<Rin>
""Do your best♪ I'll be cheering for you♡"""
"<凛>
『お兄さん、コロシアムに出場するお金はありますか？
　参加するなら応援します♪頑張ってくださいね♪』","<Rin>
""Have you made enough money to participate in the
 Colosseum yet? I want to be there to cheer for you♪
 Please do your best♪"""
"<凛>
『あ、くそザコお兄さん♡
　ちゃんと7700G持ってきましたかぁ？』","<Rin>
""Oh, it's the weak-ass♡ Do you have that 7700G yet?"""
"持ってきた","I have it"
"まだ…","Not yet..."
"<凛>
『確かに7700Gありますね♪
　じゃ、契約通り頂きます♡』","<Rin>
""Yes, that's exactly 7700♪ The contract is fulfilled♡"""
"貴方は凛に7700Gを手渡した。","You handed Rin 7700G."
"<凛>
『ありがとうございまーす♡
　いつでも再戦は受け付けてるんで、もしもう一度、
　私と戦いたい場合は受付で指名してくださいね♡』","<Rin>
""Thank you♡ I'm always ready for a rematch, so if you
 want to fight me, you can nominate me as an opponent
 from the arena receptionist♡"""
"<凛>
『いつでも、ボッコボコにしてあげますんで♡
　ま、女の子にまた負けるのが怖ければ、
　逃げてればいいんじゃないですかぁ？くそザコくん♡』","<Rin>
""I'll beat you up any time♡ But if you're too afraid
 to lose to a girl, you can run from the match too♡
 You weak-ass♡"""
"<アル>
『むー！！
　次こそ、この子に勝とうね！\n[1]！』","<Al>
""Mmmh! We're going to win next time! Right,
 \n[1]!"""
"<凛>
『あれ？お金足りないじゃないですか。
　さっさと店員にレベルドレインしてもらって、
　お金作ってきてください♡』","<Rin>
""Eh? Looks like you don't have it, though? Go to the
 shop and have them level drain you for some money
 already♡"""
"<凛>
『早く用意しないとお兄さん、私の奴隷ですからね♡
　それが嫌なら、何をしてでもお金を作ってきてください♡』","<Rin>
""You'll become my slave if you take too much time♡
 You need to make money one way or the another♡"""
"<凛>
『あ、くそザコお兄さん♡
　ちゃんと7000G持ってきましたかぁ？』","<Rin>
""Oh, it's the weak-ass♡ Do you have that 7000G yet?"""
"<凛>
『確かに7000Gありますね♪
　じゃ、契約通り頂きます♡』","<Rin>
""Yes, that's exactly 7000♪ The contract is fulfilled♡"""
"貴方は凛に7000Gを手渡した。","You handed Rin 7000G."
"<凛>
『あ、私にボロ負けしたくそザコお兄さん♡
　いつでも再戦は受け付けてるんで、もしもう一度、
　私と戦いたい場合は受付で指名してくださいね♡』","<Rin>
""Ah, if it isn't the small fry I beat up in the arena♡
 I'm ready for a rematch anytime, so please nominate
 me at the counter if you want to fight me♡"""
"<凛>
『いつでも、ボッコボコにしてあげますんで♡
　ま、女の子にまた負けるのが怖ければ、
　逃げてればいいんじゃないですかぁ？あっはは♡』","<Rin>
""I'll beat you up every single time♡ Oh, but if you're
 too afraid to lose to a girl again, you can always run
 with the tail behind your legs♡ Ahaha♡"""
"<凛>
『なんですか？
　もう一度私にボコられたいなら、
　受付から指名してくださいね♡』","<Rin>
""What's up? If you want me to beat you up again,
 nominate me for a match at the counter♡"""
"『貴方の試合、見てたわよ。
　なかなか強いじゃない。応援してるわ。』","""I saw your last match. You're quite strong. I'm going
 to root for you in your next matches."""
"『もし、今以上に強くなれたら……そうね、
　私たちバンガードの仲間になれるかもしれないわね♪』","""If you grow even stronger than you currently are...
 Yes, you might be able to join Vanguard♪"""
"『この街を守るバンガードは1人でも多いほうがいいわ。
　期待してるわね、未来の新人君♡』","""The more of us there are to protect the town, the
 better. I'm looking forward to it, future new
 recruit♡"""
"<アル>
『なんだか強そうな女の人だね！
　バンガードかぁ…………かっこいいなぁ…………』","<Al>
""She seems like a really strong girl! Vanguard, huh?
 They're pretty cool!"""
"『驚いたわ、まさかあの子に勝利するなんて……
　貴方の実力は、大したものね。』","""I was surprised when I saw you defeat that girl...
 That makes your strength the real deal."""
"『貴方がその力を正しく使ってくれることを願うわ。
　貴方を取り締まるのは、大変そうだもの。』","""I ask you to use that power for what's right. It would
 be difficult to keep someone like you in control after
 all."""
"女性は端正な顔をほころばせ、
クスリと笑いながらそう言った。","The woman's noble face broke into a smile when she
said that."
"<アル>
『えへへ♪
　\n[1]に限ってはそんなこと心配する必要ないよ！","<Al>
""Ehehe♪ There's no need to worry about that!
 \n[1] wouldn't do something evil!"""
"『さっきの試合、見てたわ。残念だったわね……。
　でも、気にすることないわ。』","""I saw your last match. It was a regrettable outcome...
 But you shouldn't let it keep you down."""
"『相手が悪すぎたのよ。
　貴方がたたかった相手は、もしかしたら私よりも………』","""You matched with a terrible opponent. She may be even
 stronger than me..."""
"『……いえ、ごめんなさい。
　街を守る者として、失言だったわね。忘れてちょうだい。』","""...Oh, sorry. That was a slip of the tongue as someone
 who protects the town. Please forget about that last
 part."""
"『とにかく、気にすることないわ。
　余り考えすぎずに、自分を鍛えることね。』","""At any rate, don't worry about it. Focus on getting
 stronger yourself without overthinking about the
 loss."""
"<アル>
『えへへ♪この人の言う通りだね！
　\n[1]は\n[1]のペースで頑張ろう！』","<Al>
""Ehehe♪ It's like she says! \n[1], let's
 work at our own pace!"""
"『さっきの試合、見させてもらったわ。
　どうやら期待外れだったみたいね、
　まさか最弱と名高い奴隷の子に負けるなんて…………』","""I saw your last match. I'm quite disappointed.
 To think that you would lose to the slave girl
 who's famously weak..."""
"『身の程を知って、
　もうここには来ないことをお勧めするわよ。
　街での安全は、私たちバンガードが保証してあげるから。』","""I recommend you to accept the limit of your strength
 and avoid the arena from now on. We, the Vanguard,
 will guarantee you have a safe life in the town if
 nothing more."""
"<アル>
『うぅ………し、視線が冷たいね………』","<Al>
""Uuuh... S-She's looking at you so coldly..."""
"『話しかけないでくれるかしら。
　弱いうえに勝つ気すらないなんて情けない人と、
　交わす言葉なんてなにもないわ。』","""Could you not talk to me? I'm not interested in
 speaking with weak and miserable people who don't
 intend to win their battles."""
"『ずっと負け犬のまま、
　気持ちよくなってればいいんじゃない？
　貴方は貴方の人生を、私は私の人生を送りましょう。
　もう、交わることはないわ。失せなさい。』","""Why don't you just keep enjoying being such a loser?
 You can spend your life as you want, but I'll also
 spend my life as I want, and I don't want anything
 to do with you. Begone from my sight."""
"<アル>
『ひ、ひどい………
　私は、\n[1]の味方だからね？
　この人のことも、いつか見返そう！』","<Al>
""W-What a horrible thing to say... \n[1],
 remember that I'll always be your ally, okay?
 One day we'll show her what we're made of!"""
"『貴方の対戦相手…
　弱かったからこその奴隷堕ち、
　ゲームのルール上、仕方のないことよ。』","""The opponent you faced in the last match...
 She turned into a slave because she was weak,
 and there's no way to break the rules of the game."""
"『……まぁ、あんなに小さな子が苦しんでるのに、
　何もできないことに思うことがないわけではないけれど。』","""...That's why there's nothing you can do to help her 
 even when she's so young and suffering."""
"<アル>
『きっとこの人も、内心では助けたいんだね…
　私たちが、何とかしよう！ね？\n[1]♪』","<Al>
""I'm sure that she also wants to help her...
 \n[1], we'll do something about it, right?"""
"『ごめんなさい、以前の言葉を謝罪するわ。
　負けた相手に挑んで、
　勝利をつかむのは簡単なことじゃない。』","""I'm sorry for what I said earlier. Facing an opponent
 who bested you and seizing the victory isn't an easy
 thing to achieve."""
"『そんな気骨ある貴方に、
　送っていい言葉ではなかったわね……
　ごめんなさい。これからも、応援しているわ。』","""Your unyielding spirit made me realize how my earlier
 words weren't right for you. I'm sorry. I'll continue
 cheering for you in future matches."""
"<アル>
『えへへ♪そうだよ！
　\n[1]はすごいんだからね！』","<Al>
""Ehehe♪ That's right! \n[1] is amazing!"""
"アルは誇らしそうに腰に手を当てている。","Al boasted about you with her hands on her hips."
"『貴方は自分の欲望に振り回されるタイプではないと、
　信じたかったのだけれどね…………いえ、
　勝手に期待していた私が悪いのかしら。』","""I believed you weren't the type to be controlled by
 your desires... But I guess I'm the one at fault
 for placing such expectations on you."""
"『なんにせよ人を奴隷にするプレイヤーには、
　私たちバンガードの目が付いているわ。
　あまり好き放題しないことね。』","""Anyhow... We, the Vanguard, have our eyes on people
 like you who keep players as their slaves. Don't
 think you can do anything you like, okay?"""
"あの子は助けなかったのに？","Even when you couldn't save that young slave girl?"
"暴行は許されるのか？","But you would permit rape?"
