"EV001",""
"アルの言葉通りにこりと笑顔で凄む未来に、
貴方はすぐに謝罪した。
その圧力は優香に引けを取らなかった気がする…","You instantly apologized at Al's prompt when Mirai
threatened you with a smile. The pressure she emitted
made Yuuka feel like a fly in comparison."
"<未来>
『はい、よろしい♪
　いいよ、その素直な態度に免じて許してあげる♪
　…って、話がちょっとずれちゃったけど…』","<Mirai>
""Fine, I'll forgive you♪ Oh, we got a bit off-topic
 there..."""
"<未来>
『まぁ、そういう事情で、
　いつでもバンガードが\n[1]の力になれる…
　そういうわけじゃないと思う。』","<Mirai>
""But that's the situation at the Vanguard right now,
 so I doubt you'll immediately get help if you're in
 trouble."""
"<未来>
『あ、もちろん組織としてじゃなくて、
　私個人としてならいくらでも力になるよ？
　その時は遠慮しないでね♪』","<Mirai>
""Ah, but if you come directly to me instead of through
 the organization, I'm always ready to help you♪
 Don't hesitate to tell me if you're in trouble♪"""
"<未来>
『…まぁでも、そういうわけだから…
　自衛できるくらいの力は身に着けてて損はないと思う。
　レベル上げ頑張れ♡\n[1]♪』","<Mirai>
""But it wouldn't be bad if you become strong enough
 to defend yourself, so you should do your best to
 level up, \n[1]♪"""
"そうエールを送ってくれる未来に頷く。
バンガードが頼りになるか分からない…
できる限り火の粉は振り払えるように、
これからもレベル上げを頑張っていこう。","You nodded to Mirai when she gave you the advice.
You decided to focus on leveling up since it's doubtful
if the Vanguard can help you out of a bad situation."
"<未来>
『ん？どうしたの？
　何か困りごとでもあった？』","<Mirai>
""Hmm? \n[1], what is it?
 Does something trouble you?"""
"首をかしげてそう尋ねる未来に、
今のところは特にないから大丈夫だと沿う返事をした。","Mirai tilted her head and asked if something was
troubling you. You replied that nothing is worrying
you right now."
"<未来>
『そっか♪それならよかった♪
　あ、それじゃ遊びに来ただけかな？
　ちょっと待ってね、ジュースでも出してあげる。』","<Mirai>
""I see♪ That's good to hear♪ Ah, did you just come to
 play then? Wait a moment♪ I'll prepare juice for you♪"""
"…………","..."
"そうして貴方は未来と楽しい時間を過ごした…","You spent some enjoyable time with Mirai."
"<未来>
『っと、ずいぶん話し込んじゃった。
　ありがと、今日は楽しかったよ♪
　また遊びに来てね。』","<Mirai>
""Oh, we ended up chatting for quite a long.
 Thank you, I had fun spending time with you♪
 Please feel free to visit me again."""
"<アル>
『えへへ～♪
　たくさんお菓子食べちゃった！
　また遊びに来ようね！』","<Al>
""Ehehe♪ I got to eat many sweets!
 Let's come to play again!"""
"<未来>
『タイミングが悪いというか………
　一度負けてしまった戦法を、
　真似されると厳しいものがあるよね。』","<Mirai>
""\n[1], your match... I think the timing was
 just bad. Facing an opponent with the same skillset
 you lost to must be difficult."""
"<未来>
『本来の\n[1]の実力ならあの子には勝てるはずだから、
　少しコロシアムで戦うのを控えて、
　リハビリしてから挑んだほうがいいんじゃないかな？』","<Mirai>
""I believe you should be able to beat her at your full
 strength. Maybe you should take a small break from the
 Colosseum as rehabilitation?"""
"<アル>
『しっかり戦法を練られてたよね……
　\n[1]、こっちも油断せず、
　この子の言う通り準備を整えてからリベンジしようね！』","<Al>
""She really pulled a fast one on us with her tactics...
 \n[1], we shouldn't get careless and
 prepare before the rematch, as this girl said!"""
"<未来>
『また、負けちゃったんだね…………』","<Mirai>
""\n[1], you ended up losing again..."""
"<未来>
『\n[1]、大丈夫？
　あんまり言いたくないけど、
　コロシアムで負けることの虜になってない？』","<Mirai>
""Are you alright? I don't really want to ask this...
 But have you got hooked on losing at the Colosseum?"""
"未来は少し心配そうな顔で貴方の顔を覗き込む。","Mirai looked at you with a worried gaze."
"そんなことはない","I'm not hooked"
"虜になってるかも","Maybe I'm hooked..."
"<未来>
『そう？それならいいんだけど……
　コロシアムでの敗北が癖になっちゃった人は、
　すぐにレベルを全部吸い取られて…………』","<Mirai>
""It's good if that's the case... Because people who
 get hooked on losing at the Colosseum will quickly
 lose all of their levels..."""
"<未来>
『雑魚モンスターに勝てなくなって、
　ゲームオーバーになっちゃう。』","<Mirai>
""And then they can't defeat even the weakest monster
 and get a game over."""
"<未来>
『だから\n[1]も、その調子で心を強く持ってね？
　応援してるよ♪』","<Mirai>
""That's why you should keep your mind strong like
 you have. Remember that I'll cheer for you,
 \n[1]♪"""
"<アル>
『一緒にこのゲームをクリアするために、
　頑張ろ？\n[1]、快楽なんかに負けちゃダメだよ！』","<Al>
""\n[1], let's do our best to clear this game
 together! Never lose to pleasure or anything else!"""
"<未来>
『\n[1]……どんな遊び方をするのかは人の自由、だけど。
　コロシアムでの敗北の虜になっちゃったら、
　すぐにレベルを全部搾られちゃって…………』","<Mirai>
""\n[1]... Each player is free to choose how
 they play, but you should know that people who get
 hooked to losing quickly lose all their levels..."""
"<未来>
『そういう、パターンみたいなのがあるの。
　だから、気を強く持って？』","<Mirai>
""I have seen that pattern happen. That's why...
 Please keep your mind strong and don't lose."""
"<未来>
『おめでとう♪この前の試合も勝ってたね。
　これで\n[1]も3勝♪
　先に進めるようになったわけだけど………どうするの？』","<Mirai>
""\n[1], congratulations♪ You won another
 match, bringing you to 3 wins in total♪ You can now
 progress past the city... So what are your plans?"""
"クリアを目指して先に進む","I'll progress on"
"もう少しこの街にいる","I'll stay in the city for a while"
"<未来>
『そっか……ちょっと寂しくなっちゃうね。
　先に進んで帰ってきた人はいないから…………』","<Mirai>
""I see... I'm going to get a bit lonely. No one who
 has entered the mansion has returned..."""
"<未来>
『\n[1]も、しっかり準備してから先に進むんだよ？
　クリア目指して頑張ってね、応援してる♪』","<Mirai>
""You're going to fully prepare before heading there,
 right? Do your best to clear the game♪ I'll cheer for
 your success♪"""
"<アル>
『さ、\n[1]！名残惜しいけどいこっか♪
　この子の言う通り、準備は怠らないようにね！』","<Al>
""Now, \n[1]! It's sad to part with her,
 but let's go♪ And let's not forget the preparations,
 as she said!"""
"<未来>
『そっか♪この街、居心地良いもんね。
　私と同じ選択をしたわけだ♪』","<Mirai>
""I see♪ So you've also found how comfortable the life
 here is♪"""
"<未来>
『もう\n[1]に向かって先輩ぶることはできないかな？
　なんだか、あっという間だったな。』","<Mirai>
""It's like I can no longer act like a senpai to you.
 It all happened so fast."""
"<未来>
『もう少しこの町にいるつもりなら、
　お金をためて私みたいに家を買うといいかもよ？』","<Mirai>
""Maybe you should also save up for a house like me if
 you plan to stay for a while?"""
"<未来>
『なんにせよ、これからもよろしくね。
　ちょくちょく遊びに来てくれると嬉しいな。』","<Mirai>
""But whatever you choose to do, I would be happy if
 you came to visit me now and then♪"""
"<アル>
『別に急ぐわけじゃないもんね♪
　\n[1]、私美味しいご飯もっと食べたい！
　後で酒場にいこー？』","<Al>
""It's not like we're in a rush after all♪
 \n[1], I want to eat more delicious food!
 Why don't we hit the restaurant after this?"""
"<アル>
『この子は、奴隷についてあんまり知らないんだね…
　\n[1]…………その…………』","<Al>
""It looks like she doesn't know about the enslaving
 thing... Um, \n[1]..."""
"アルは言葉を口にしかけ、
そのまま飲み込むように俯いてしまった。","Al was about to say something but then swallowed her
words."
"<アル>
『\n[1]が街に残るのは、
　やっぱり奴隷にしたあの人を犯すため……？』","<Al>
""Um, \n[1]... Are you staying in the city
 so that you can violate that woman you enslaved...?"""
"<未来>
『いらっしゃい、\n[1]♪
　今日はちょっと買い物に行く予定だったんだけど……
　よかったら一緒に行く？』","<Mirai>
""Welcome, \n[1]♪ I was planning to go
 shopping today, but would you like to join me?"""
"<アル>
『わーい♪お買い物ー♪』","<Mirai>
""Yay♪ Shopping♪"""
"EV005",""
"ふわふわで柔らかそうなベッドだ。
いつも未来はここで寝ているのだろうか……","It's a soft and fluffy bed. This must be where Mirai
sleeps."
"<未来>
『\n[1]？
　そんなにベッドをじろじろ見られると、
　ちょっと恥ずかしいんだけど…………』","<Mirai>
""\n[1], it's a bit embarrassing if you stare
 at my bed so much..."""
"寝転がろうとする","Roll on the bed"
"謝る","Apologize"
"<未来>
『ちょ、ちょっと何しようとしてるの！？
　あんまり悪戯するようなら私も怒るからね！』","<Mirai>
""\n[1]?! What are you doing?! I'll really
 get angry if you mess around too much!"""
"<未来>
『ん、よろしい♪
　ほら、そんなとこにいないでこっちでゆっくりしなよ。』","<Mirai>
""Thank you for understanding♪ Now then, why don't you
 join me at the table?"""
